"obs_id","study_id","model","prescience_score","confidence","rationale","scored_at","scorer_version","source_pass","elapsed_sec","parse_ok","row_class"
"2003-aberdeen-group-free-research-aberdeen-insights-1-968e18-OBS-020","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","sonar-reasoning-pro","4","3","In 2003 Fibre Channel SANs dominated enterprise storage networking, but IP-based approaches such as iSCSI (standardized in 2003), NAS over Ethernet, and later FCoE and object storage were emerging and often viewed skeptically versus FC. Over the next decade, IP/Ethernet-based storage became widespread in midmarket and virtualized environments, and by the 2010s–2020s public cloud object storage (e.g., S3-style over HTTP) and NVMe-oF/TCP further cemented IP as a primary storage networking fabric even as Fibre Channel continued in high-end data centers. Advising planners to keep an open mind toward IP for storage networking aligns strongly with how the market evolved, though the claim is directional rather than a specific prediction.","2026-06-15T05:35:06Z","pass_c_sonar_v6","pass_c_sonar_v1","18.90","true","scored"
"novell-and-microsoft-good-for-business-4-59404e-OBS-003","novell-and-microsoft-good-for-business-4-59404e","sonar-reasoning-pro","5","3","The description matches the 2006 agreement in which Microsoft and Novell announced a broad Windows–Linux interoperability and patent cooperation deal, including Microsoft’s commitment to purchase and resell SUSE Linux Enterprise Server certificates and a mutual patent covenant not to sue each other’s customers.[3][1] From 2006 through the agreement’s expiration in 2012, Microsoft did in fact distribute SUSE support certificates to enterprise customers and did not initiate Linux-related patent suits against Novell customers under this arrangement, while both firms jointly promoted interoperability solutions.[1][3] Subsequent years saw Microsoft expand similar interoperability and patent-nonaggression postures toward other Linux vendors and the broader open source ecosystem, reinforcing that the announced structure of this deal was implemented as stated rather than reversed or abandoned.[4]","2026-06-15T05:35:13Z","pass_c_sonar_v6","pass_c_sonar_v1","6.72","true","scored"
"server-deal-turns-rivals-into-allies-seq-bdc3af-OBS-006","server-deal-turns-rivals-into-allies-seq-bdc3af","sonar-reasoning-pro","0","1","This claim is a short-term revenue estimate for a specific 1997 reseller agreement between Sequent and NCR, and there is no widely cited, public post hoc reporting of the actual revenue performance of that particular deal. Sequent was later acquired by IBM in 1999 and NCR’s Unix/Intel WorldMark server line evolved and was repositioned, but available industry histories and financial summaries do not break out results for this specific agreement, making it impossible to reliably judge whether the $50 million, 12–18 month estimate was accurate. Given the absence of concrete follow-up data, the prescience of this particular revenue figure cannot be assessed.","2026-06-15T05:35:19Z","pass_c_sonar_v6","pass_c_sonar_v1","6.35","true","scored"
"mac-os-vs--linux-who-s-2-the-mac-observe-34e63d-OBS-005","mac-os-vs--linux-who-s-2-the-mac-observe-34e63d","sonar-reasoning-pro","5","3","From the late 2000s onward, widely cited usage-based metrics (e.g., web traffic share) consistently showed macOS as the clear #2 desktop OS behind Windows, with Linux at only a few percent of *active desktop* users, even as Linux massively dominated *installed seats* in servers, appliances, embedded systems, and later Android- and ChromeOS-based devices. By the 2010s and 2020s, industry debates about OS “market share” routinely hinged on whether one counted only active desktop/laptop users, or also preloads, virtual machines, embedded and mobile Linux installations, which could reverse or dramatically alter rankings. This confirms the claim that differing definitions of installed base versus active desktop users yield materially different OS rankings.","2026-06-15T05:35:29Z","pass_c_sonar_v6","pass_c_sonar_v1","9.07","true","scored"
"sun-micro-slammed-as-quarterly-report-di-e9ee61-OBS-003","sun-micro-slammed-as-quarterly-report-di-e9ee61","sonar-reasoning-pro","0","3","This observation simply reports Sun Microsystems’ quarterly revenue and earnings for Q4 FY03 versus the prior year, without making any forward-looking claim or characterization of a trend. While Sun did experience continued revenue and profitability challenges later in the 2000s and was ultimately acquired by Oracle in 2010, those developments cannot be used to assess the prescience of a purely historical data point.","2026-06-15T05:35:33Z","pass_c_sonar_v6","pass_c_sonar_v1","3.99","true","scored"
"small-is-huge-in-pcs-these-days-blog-arc-655851-OBS-008","small-is-huge-in-pcs-these-days-blog-arc-655851","sonar-reasoning-pro","5","3","Through the 2010s, Intel continuously refreshed its NUC line (from early Sandy/Haswell models through performance-oriented Skull Canyon and Hades Canyon variants) and Apple kept the Mac mini as a core desktop offering with notable refreshes in 2014 and 2018, then an ARM-based redesign in 2020, making both long-lived, iconic SFF desktop families. Over the same period, IDC/Gartner shipment data show that notebooks consistently represented the majority of PC unit volume globally, while DIY Mini-ITX and other SFF builds (e.g., Ncase M1, DAN Cases, SFF-focused cases from SilverStone and Cooler Master) formed a durable but comparatively small enthusiast market. This aligns very closely with the claim that NUC and Mac mini became enduring SFF form factors amid a laptop-dominated market with a persistent enthusiast SFF niche.","2026-06-15T05:35:47Z","pass_c_sonar_v6","pass_c_sonar_v1","13.19","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-001","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","3","3","HP did achieve and sustain global leadership in consumer PCs and home imaging/printing through the 2000s and 2010s, and HP Inc remains one of the top two PC vendors worldwide with a dominant printer franchise, so the ""access PCs"" and ""imaging products"" aspects of the claim held up reasonably well. However, HP’s efforts in broader consumer electronics—such as cameras, music players, smartphones, and tablets—largely failed, highlighted by the short-lived webOS-based TouchPad and phones and a 2011 announcement to exit PCs and tablets before a strategic reversal, leaving HP by the mid-2010s primarily a PC-and-printer company rather than a leading force across ""new consumer electronics"" as originally envisioned.[1]","2026-06-15T05:36:00Z","pass_c_sonar_v6","pass_c_sonar_v1","13.56","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-002","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","2","The fragment 'worked well for 6 months' is too vague to link to any specific HP consumer product, technology, or strategy that can be objectively tracked over time. Without knowing which initiative, device, or program this refers to, it is impossible to compare the claim against documented outcomes for HP’s consumer PCs, printers, cameras, or related efforts from 2001 through the 2010s and 2020s. As a result, no meaningful prescience assessment can be made.","2026-06-15T05:36:05Z","pass_c_sonar_v6","pass_c_sonar_v1","4.04","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-003","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","3","This statement describes an immediate software quality issue (a missing DLL blocking use of an HP image-handling program) rather than a forward-looking prediction or generalizable technology pattern. Subsequent history of consumer image management—from Photoshop Elements and Picasa to iPhoto and smartphone gallery apps—was driven by broader usability, platform, and ecosystem factors, not by this specific defect in HP’s 2001 software. Because there is no meaningful long-term trend or outcome to compare against, its prescience cannot be assessed.","2026-06-15T05:36:10Z","pass_c_sonar_v6","pass_c_sonar_v1","4.77","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-004","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","2","The claim describes a very specific, point-in-time incompatibility scenario tied to in-place upgrades to Windows XP rather than a durable pattern or forward-looking trend. While Windows XP’s 2001 introduction did cause widespread short-term driver and application incompatibilities for many consumer peripherals (including HP devices), these issues were largely mitigated through service packs and updated drivers by the mid-2000s. Because the observation does not anticipate a longer-term shift or pattern beyond that transitional glitch period, it is too narrow and time-bound to count as prescient in the 2010–2026 context.","2026-06-15T05:36:19Z","pass_c_sonar_v6","pass_c_sonar_v1","8.81","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-005","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","2","The claim critiques a specific instance of HP marketing language about Windows XP support in 2001, not a forward-looking technology or market trend. While early-2000s issues with 'native' Windows XP driver and peripheral support were common, this observation does not meaningfully anticipate later developments in consumer IT, operating systems, or driver models through 2010–2026. Its narrow, time-bound focus makes it unsuitable for evaluating prescience in the sense defined by the rubric.","2026-06-15T05:36:25Z","pass_c_sonar_v6","pass_c_sonar_v1","6.04","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-006","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","3","This claim describes a transient compatibility problem at the Windows XP launch rather than a forward-looking prediction or durable technology pattern. HP quickly updated its PhotoSmart and related photo transfer software and drivers for Windows XP, and by the mid-2000s HP cameras and printers were routinely supported on XP as it became the dominant consumer OS. Because the issue was short-lived and had no meaningful long-term strategic or industry-level implications, there is no real basis to evaluate prescience under a 2010–2026 lens.","2026-06-15T05:36:32Z","pass_c_sonar_v6","pass_c_sonar_v1","6.34","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-007","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","2","This is essentially a point-in-time cost statistic about HP’s consumer camera support economics, not a forward-looking prediction or characterization of a future pattern, and HP’s internal support cost figures for specific camera SKUs are not publicly documented well enough to verify the literal claim. While it does align with the broader, well-known industry reality that live technical support costs often exceed the profit on low-priced consumer hardware and later drove widespread moves to web self-service, hidden phone support, and exits from marginal categories (including HP’s exit from standalone digital cameras in the mid‑2000s), that connection is inferential rather than clearly articulated by this observation itself. Because the claim is both narrow and largely descriptive of then-current conditions, it cannot be meaningfully scored for prescience under the given rubric.","2026-06-15T05:36:42Z","pass_c_sonar_v6","pass_c_sonar_v1","9.65","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-008","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","3","The text of the claim, ""45 minutes,"" is an isolated benchmark figure with no clear context, trend, or forward-looking assertion to evaluate against subsequent history. Without knowing what was measured, under what conditions, or what future state was implied, there is no meaningful way to judge prescience. This appears to be a point-in-time performance datapoint rather than a prediction about how HP or consumer IT would evolve.","2026-06-15T05:36:46Z","pass_c_sonar_v6","pass_c_sonar_v1","3.71","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-009","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","2","This claim is a point-in-time critique of HP’s documentation quality around Windows XP in-place upgrades, not a forward-looking prediction about technology or market evolution. Although HP later struggled more broadly in consumer PCs and support, culminating in its 2011 decision to exit the traditional PC and tablet business, this connection is too indirect to treat the specific XP documentation lapse as a prescient forecast of later trends.[1]","2026-06-15T05:36:52Z","pass_c_sonar_v6","pass_c_sonar_v1","5.44","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-010","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","4","3","From the 2000s onward, consumer PC and device makers operated on razor-thin hardware margins and aggressively offshored or automated support to avoid the high cost of per-incident phone support, validating the idea that too many support calls would erode profitability. HP’s own 2011 move to retreat from the low-margin PC and tablet business toward higher-margin enterprise offerings underscored how difficult it was to sustain profits in mass-market hardware when support and service costs were high.[1] The claim is somewhat generic business logic rather than a specific, differentiating prediction, but it correctly characterizes a key structural constraint on consumer IT economics.","2026-06-15T05:37:00Z","pass_c_sonar_v6","pass_c_sonar_v1","8.21","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-011","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","4","3","From 2001 onward, HP never emerged as a world-class leader in consumer IT compared with firms like Apple and later Samsung, despite strong positions in PCs and printers. By 2011 HP was publicly moving away from consumer devices, announcing plans to exit the PC and tablet business to refocus on higher-margin enterprise markets, underscoring its inability to establish sustained consumer IT leadership.[1] Subsequent decisions, including the shutdown of webOS devices and the 2015 split into HP Inc. and HPE with an emphasis on PCs/printers rather than a broader consumer ecosystem, reinforced that HP had far more work to do than it could realistically accomplish to lead consumer IT at a world-class level.","2026-06-15T05:37:11Z","pass_c_sonar_v6","pass_c_sonar_v1","10.25","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-012","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","4","3","Windows XP’s shift to the NT-based architecture and stricter driver model meant that a non-trivial number of legacy Windows 9x applications and peripherals (notably older printers, scanners, and some DOS-era games and utilities) either failed outright or required updated drivers or compatibility modes to function. Over the 2001–2004 adoption period, lack of XP drivers for many low-end consumer devices and some OEM-bundled software was a widely reported friction point, even though overall application compatibility was relatively strong and XP ultimately became known as a highly backward-compatible platform. The claim slightly overstates the general risk but correctly anticipated that a meaningful subset of previously working consumer programs and devices would not work on XP without updates or workarounds.","2026-06-15T05:37:21Z","pass_c_sonar_v6","pass_c_sonar_v1","9.44","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-013","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","3","3","Through the mid-2000s and 2010s, HP remained a top global vendor in PCs and consumer printing, often ranking #1 or #2 in shipment share, so it did not simply lose consumer market share outright. However, HP failed to establish a strong position in high-growth consumer categories such as smartphones and tablets (e.g., the short-lived webOS-based TouchPad), and in 2011 it even announced plans to exit the PC and tablet business to refocus on enterprise markets, signaling weak consumer mindshare.[1] By the mid‑2010s, consumer mindshare in personal technology was dominated by brands like Apple and Samsung, with HP perceived largely as a commodity PC/printing vendor, so the warning about losing the “race for the consumer mind” was directionally accurate even though HP retained substantial commodity market share.","2026-06-15T05:37:34Z","pass_c_sonar_v6","pass_c_sonar_v1","12.90","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-014","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","4","3","By 2015 HP had long been a leading consumer PC and printer brand, and HP Inc. continued as a top global PC and printing vendor after the separation, so characterizing HP as a major consumer IT player remained broadly valid through the 2010s and early 2020s. The corporate split into HP Inc. (personal systems and printing) and Hewlett Packard Enterprise (enterprise infrastructure, services, and software) was formally completed on November 1, 2015, exactly as stated.[1][2][9] However, relative to smartphone-centric consumer ecosystems dominated by Apple and Samsung, HP’s influence in broader consumer IT was more limited than the wording implies, which keeps this from being a perfect score.","2026-06-15T05:37:43Z","pass_c_sonar_v6","pass_c_sonar_v1","8.60","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-015","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","3","This is a retrospective factual statement, not a forward-looking prediction, so there is no prescience to evaluate. Windows XP did in fact reach end of extended support in April 2014 after more than 12 years on the market, and it was widely regarded at the time as Microsoft's most successful Windows release, though later versions like Windows 7 and Windows 10 went on to surpass it in installed base and longevity of mainstream use. Since the claim merely reports the then-current reality rather than anticipating post‑2014 developments, it does not meaningfully test predictive accuracy.","2026-06-15T05:37:50Z","pass_c_sonar_v6","pass_c_sonar_v1","6.65","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-016","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","5","3","By around 2015, mainstream consumers had indeed shifted from standalone point-and-shoot digital cameras to smartphone cameras, as evidenced by the steep decline in compact camera shipments from major vendors like Canon, Nikon, and Sony between roughly 2010 and 2015. Apple’s iPhone line and Android flagships from Samsung and others had camera quality sufficient for everyday use and social sharing on services like Facebook, Instagram, and Snapchat, leaving only niche and enthusiast segments relying on dedicated digital cameras. The claim accurately captures both the direction and timing of this structural shift in consumer imaging behavior.","2026-06-15T05:37:56Z","pass_c_sonar_v6","pass_c_sonar_v1","6.13","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-017","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","2","The fragment 'consistently high quality photographs' is too incomplete and context-free to determine whether it was describing HP’s product capabilities, a future industry trend, or a consumer requirement. Without knowing what was being asserted (e.g., that HP cameras/printers would achieve this, that home photo labs would, or that it would be a differentiator), it is not possible to match the claim against the documented evolution of digital imaging and consumer photo quality from 2001 onward. To avoid over-interpreting an ambiguous fragment, this must be scored as not assessable for prescience.","2026-06-15T05:38:01Z","pass_c_sonar_v6","pass_c_sonar_v1","4.77","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-019","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","0","1","This claim concerns a very specific, short‑term compatibility risk for HP digital camera owners upgrading to Windows XP, and there is no widely documented, industry‑level record of a major HP camera/XP upgrade debacle or large‑scale bundled PC+camera fallout that can be clearly traced and quantified. Over the 2000s, HP’s broader consumer hardware story is remembered more for strategic shifts (e.g., later retreating from various consumer device categories and refocusing on higher‑margin enterprise and solutions businesses) than for any enduring XP‑era camera issue.[1] Given the lack of strong historical signal about this particular problem, its accuracy cannot be reliably assessed in hindsight.","2026-06-15T05:38:12Z","pass_c_sonar_v6","pass_c_sonar_v1","10.90","true","scored"
"2001-hp-camera-lab-journal-prod-d90f3f-OBS-020","2001-hp-camera-lab-journal-prod-d90f3f","sonar-reasoning-pro","5","3","From the 2000s onward, mass-market products like the iPod, iPhone, and later Android smartphones and consumer cloud services were explicitly designed around extremely simple setup, minimal documentation, and intuitive UI, while complex configuration remained acceptable in admin tools such as Cisco network gear, VMware, and AWS consoles. Consumer support models (Apple Genius Bar, 24/7 ISP and smartphone support, app-store reviews punishing confusing UX) show that home users expect low-friction experiences and have little tolerance for outages or complex instructions compared with IT professionals trained to handle multi-step procedures and routine break/fix work.","2026-06-15T05:38:19Z","pass_c_sonar_v6","pass_c_sonar_v1","6.49","true","scored"
"ncr-3000-cabinet-engineering-diagram-199-fa564f-OBS-001","ncr-3000-cabinet-engineering-diagram-199-fa564f","sonar-reasoning-pro","0","3","This statement is a concrete hardware specification of an NCR System 3000-era processor board, not a prediction or characterization of future industry direction. It does not make any forward-looking claim about multiprocessor architectures, clock speeds, or x86 server evolution (e.g., the later shift to Pentium, Pentium Pro, Xeon, and multi-core designs), so there is no meaningful way to evaluate its prescience against post-1992 developments.","2026-06-15T05:38:24Z","pass_c_sonar_v6","pass_c_sonar_v1","4.75","true","scored"
"ncr-3000-cabinet-engineering-diagram-199-fa564f-OBS-003","ncr-3000-cabinet-engineering-diagram-199-fa564f","sonar-reasoning-pro","0","3","This statement is a contemporaneous hardware specification (the maximum number of hot-pluggable disks in a particular cabinet), not a prediction or generalization about future industry direction. While hot-pluggable disk arrays and higher-density storage (e.g., RAID enclosures from vendors like Compaq, EMC, and later 1U/2U servers with many drives) did become standard through the 1990s–2000s, this claim neither forecasts those trends nor characterizes a broader pattern, so its prescience cannot be meaningfully assessed.","2026-06-15T05:38:33Z","pass_c_sonar_v6","pass_c_sonar_v1","7.93","true","scored"
"ncr-3000-cabinet-engineering-diagram-199-fa564f-OBS-005","ncr-3000-cabinet-engineering-diagram-199-fa564f","sonar-reasoning-pro","0","3","This line simply notes that 600MB CD-ROM and 1.3GB DAT drives were available as optional peripherals on the system, a straightforward 1992 configuration detail rather than a forward-looking technology forecast. Because it does not make any claim about future adoption, longevity, or impact of these media, there is no meaningful basis to judge prescience beyond describing then-current options.","2026-06-15T05:38:42Z","pass_c_sonar_v6","pass_c_sonar_v1","9.48","true","scored"
"ncr-3000-cabinet-engineering-diagram-199-fa564f-OBS-006","ncr-3000-cabinet-engineering-diagram-199-fa564f","sonar-reasoning-pro","0","3","This statement is a contemporaneous factual affiliation note, not a forward-looking prediction or trend characterization, so it cannot meaningfully be scored for prescience under the given rubric. Historically, AT&T completed its acquisition of NCR in 1991 and operated it as a subsidiary (later AT&T Global Information Solutions) until the mid-1990s, before spinning it back out as NCR by the late 1990s, which broadly aligns with the 1991–1996 ownership window described. Because the claim does not assert anything about future developments, its accuracy is historical rather than predictive.","2026-06-15T05:38:49Z","pass_c_sonar_v6","pass_c_sonar_v1","6.12","true","scored"
"technology-themes-2003-04-OBS-018","technology-themes-2003-04","sonar-reasoning-pro","4","3","From the mid-2000s onward, automated replenishment systems (VMI, predictive ordering, Amazon Subscribe & Save) and enhanced parcel tracking (UPS/FedEx end-to-end tracking, real-time delivery status in e-commerce) became standard as online and omnichannel retail raised consumer expectations for product availability and visibility. RFID adoption for inventory and parcel tracking scaled dramatically after 2010, with tens of billions of tags shipped annually by the mid‑2020s and major use in retail, logistics, and consumer-centric brands, confirming the linkage between these technologies and modern consumer-driven supply chains.[2][4] The claim slightly over-attributes causality to the “rise of the modern consumer” versus other drivers such as retailer mandates and regulatory and cost pressures, and RFID adoption was slower than early 2000s hype, so it is largely but not perfectly prescient.","2026-06-15T05:38:57Z","pass_c_sonar_v6","pass_c_sonar_v1","7.39","true","scored"
"2026-kastner-oracle-longitudinal-OBS-050","2026-kastner-oracle-longitudinal","sonar-reasoning-pro","4","3","Oracle’s hostile bid for PeopleSoft triggered about 18 months of uncertainty (2003–2005), followed by Oracle’s 2005 acquisition and a prolonged period of roadmap ambiguity as Oracle reconciled Oracle E‑Business Suite, PeopleSoft Enterprise, and JD Edwards and later pivoted to Fusion and then cloud applications. PeopleSoft customers had to plan for both an independent-but-weakened PeopleSoft (under siege, recently merged with JD Edwards, and offering unusual customer assurance programs) and an eventual Oracle-controlled future, and many ultimately faced migrations or replatforming to Oracle, SAP, or later Workday, even though Oracle’s later “Applications Unlimited” policy mitigated—rather than eliminated—disruption risk. The direction of the claim (material disruption risk in either outcome and a need for contingency planning) was largely borne out, though the worst-case disruption was softened by Oracle’s long-term support commitments.","2026-06-15T05:39:08Z","pass_c_sonar_v6","pass_c_sonar_v1","11.23","true","scored"
"2026-kastner-ibm-longitudinal-OBS-100","2026-kastner-ibm-longitudinal","sonar-reasoning-pro","0","3","From the time of publication through the end of 2026, IBM i continued to run on Power10-based Power Systems and remained an actively sold and supported platform, with no end-of-life announcements for IBM i itself in this period. The 38-year age of the platform (dating back to the AS/400 in 1988) is a historically accurate, backward-looking characterization rather than a forward-looking prediction, so there is effectively no prescience to evaluate over this timeframe.","2026-06-15T05:39:18Z","pass_c_sonar_v6","pass_c_sonar_v1","9.57","true","scored"
"intel-pulse-check-ia-continuum-2013-3a693f-OBS-020","intel-pulse-check-ia-continuum-2013-3a693f","sonar-reasoning-pro","5","3","In April 2016, Intel formally cancelled its Broxton and SoFIA (Sofia) Atom-based mobile SoC projects as part of a $1B+ restructuring and effective exit from the smartphone/tablet application processor market. These specific Atom mobile SoCs were never revived in subsequent product roadmaps; Intel’s later mobile efforts focused on Core-based designs (e.g., Lakefield) and modems (later sold to Apple), confirming the accuracy of the stated 2016 cancellation through the following decade.","2026-06-15T05:39:25Z","pass_c_sonar_v6","pass_c_sonar_v1","6.34","true","scored"
"ra-web-site-search-3910-sli-16eb05-OBS-005","ra-web-site-search-3910-sli-16eb05","sonar-reasoning-pro","0","3","This text is simply a table of contents listing figure titles and does not articulate any concrete prediction, quantitative metric, or falsifiable claim about web site search or related markets. Without a specific assertion about how consumer pressures, strategies, or technologies would evolve, there is nothing that can be meaningfully compared to subsequent developments such as the rise of Solr, Elasticsearch, and AI-driven site search from 2010 onward. Consequently, its prescience cannot be assessed.","2026-06-15T05:39:29Z","pass_c_sonar_v6","pass_c_sonar_v1","4.49","true","scored"
"dct-oct.-4-hot-topic-b61c0d-OBS-010","dct-oct.-4-hot-topic-b61c0d","sonar-reasoning-pro","0","1","The underlying Aberdeen observation is marked as [UNVERIFIED], so the specific claim text is unavailable for evaluation. Without knowing what was actually asserted about 2005-era consumer electronics or Christmas-season categories, it is impossible to compare the claim against subsequent developments such as smartphones, tablets, HDTV, or streaming devices. As a result, no meaningful prescience assessment can be made.","2026-06-15T05:39:33Z","pass_c_sonar_v6","pass_c_sonar_v1","3.43","true","scored"
"sars2-hot-topic-cf91d4-OBS-010","sars2-hot-topic-cf91d4","sonar-reasoning-pro","0","3","The statement ""792 cases / 34 deaths"" is simply a contemporaneous snapshot of reported SARS cases and fatalities early in the 2003 outbreak, not a forward-looking prediction or characterization of longer-term patterns. By the end of the epidemic, WHO reported 8,098 probable SARS cases and 774 deaths worldwide, an order of magnitude higher than these figures, but the original numbers were not framed as a forecast to be judged for prescience.[3] Because this is just an early-case count rather than a trend or outcome claim about the future, it cannot meaningfully be assessed for prescience under the rubric.","2026-06-15T05:39:38Z","pass_c_sonar_v6","pass_c_sonar_v1","4.16","true","scored"
"2026-kastner-intel-longitudinal-776f7e-OBS-094","2026-kastner-intel-longitudinal-776f7e","sonar-reasoning-pro","0","3","The content for this observation is just a placeholder tag ([[kastner-prescience-methodology-demo]]) and does not contain any substantive claim about Intel, x86, or broader technology trends. Because there is no concrete prediction or characterization to compare against actual industry developments, its prescience cannot be meaningfully assessed.","2026-06-15T05:39:43Z","pass_c_sonar_v6","pass_c_sonar_v1","4.81","true","scored"
"ra-web-site-search-3910-sli-16eb05-OBS-069","ra-web-site-search-3910-sli-16eb05","sonar-reasoning-pro","0","3","This is a descriptive survey statistic about the mix of respondents in a 2007 study, not a prediction or characterization of a forward-looking trend. Without a directional claim about hardware and furniture retailers’ future behavior, market share, or technology adoption, there is no meaningful way to assess prescience against developments from 2010–2026.","2026-06-15T05:39:46Z","pass_c_sonar_v6","pass_c_sonar_v1","3.27","true","scored"
"intel-pulse-check-ia-continuum-2013-3a693f-OBS-021","intel-pulse-check-ia-continuum-2013-3a693f","sonar-reasoning-pro","5","3","By the late 2010s, leading-edge silicon processes were well below 10nm, with TSMC and Samsung ramping 7nm and below into high-volume production and Intel finally shipping its 10nm-branded nodes. In the 2020s, classic Moore’s Law became visibly uncertain: density gains slowed, per-transistor cost scaling weakened, and vendors increasingly relied on chiplets and advanced packaging (e.g., AMD’s chiplet-based Zen line and Intel’s Foveros/EMIB) while industry leaders openly debated whether Moore’s Law was effectively ending. This matches the prediction that sub-10nm scaling would arrive by decade’s end but that its continuation and benefits in the 2020s would be much less clear.","2026-06-15T05:39:56Z","pass_c_sonar_v6","pass_c_sonar_v1","9.01","true","scored"
"2026-kastner-oracle-longitudinal-OBS-087","2026-kastner-oracle-longitudinal","sonar-reasoning-pro","0","1","The claim concerns the ordering and internal characterization of items within the Kastner Oracle archive, which is not part of the broadly documented public record of Oracle’s product history. While Oracle InterOffice is known as mid‑1990s groupware, whether it contained the earliest “AI-adjacent” document summarization among all products represented in that specific 73‑study archive cannot be validated from standard industry sources. Because this depends on the private scope and taxonomy of the Kastner archive rather than on externally verifiable technology trajectories, it is not assessable for prescience using general enterprise IT history.","2026-06-15T05:40:02Z","pass_c_sonar_v6","pass_c_sonar_v1","5.74","true","scored"
"ra-web-site-search-3910-sli-16eb05-OBS-018","ra-web-site-search-3910-sli-16eb05","sonar-reasoning-pro","0","2","This is a point-in-time survey metric about 2007 adoption levels of in-house vs. eCommerce-integrated site search, not a forward-looking claim about how the mix would evolve. Subsequent history saw increasing use of third-party and platform-native search (e.g., Endeca, Solr/Elasticsearch, Algolia, and built-in search in Magento, Demandware/Salesforce Commerce Cloud, and later Shopify and BigCommerce), but that evolution neither validates nor contradicts the specific 30%/16% split reported for 2007. Because the underlying survey methodology and contemporaneous benchmarks are not well documented in public sources, the accuracy or prescience of the exact percentages cannot be reliably assessed.","2026-06-15T05:40:09Z","pass_c_sonar_v6","pass_c_sonar_v1","6.62","true","scored"
"2026-kastner-ibm-longitudinal-OBS-098","2026-kastner-ibm-longitudinal","sonar-reasoning-pro","0","1","The claim concerns a specific commercial and analyst-relations retainer relationship between IBM and an individual analyst (Kastner) and his affiliations, which is not the kind of information that is documented in public industry histories or mainstream analyst reports. While IBM’s broad, long-running investments in analyst relations and influence with major firms like Gartner, IDC, and Forrester are well documented, the existence, continuity, and structure of a periodic retainer with this particular analyst cannot be reliably verified from public sources. Because this is essentially about internal contracting and vendor–analyst commercial terms, there is insufficient evidence to score its accuracy.","2026-06-15T05:40:14Z","pass_c_sonar_v6","pass_c_sonar_v1","4.61","true","scored"
"2026-kastner-enterprise-ai-arc-OBS-072","2026-kastner-enterprise-ai-arc","sonar-reasoning-pro","0","3","This entry contains only the numeral '5' with no accompanying statement, metric definition, or explicit prediction, so there is no falsifiable claim to evaluate against subsequent events. Because no subject matter is specified—such as enterprise AI adoption patterns, deep learning, large language models, or particular vendors—later developments in enterprise AI from 2017–2026 cannot be meaningfully mapped to this observation for a prescience assessment.","2026-06-15T05:40:19Z","pass_c_sonar_v6","pass_c_sonar_v1","5.37","true","scored"
