"tech_id","study_id"
"on-demand-elearning","1997-managing-the-people-dimension-of-ma-1d6b17"
"online-coupon-codes","rebates-savings-or-scam-chatham-journal--4bf5c2"
"online-rebate-system","great-rebate-runaround-businessweek-grow-00f459"
"oo-development","kastner-jrl-trends-1999-pk-responses-f4c5a4"
"oot-object-oriented-technology","oracle-wp-prod-6-a42b4b"
"open-messaging-architecture","ra-enterprise-apps-312ba4"
"open-middleware","ra-enterprise-apps-312ba4"
"open-oltp","aberdeen-open-oltp-enterprise-managers-k-3fc536"
"open-oltp","ncr-norge-open-oltp-rdbms-seminar-1992-0-7f5414"
"open-online-transaction-processing","aberdeen-open-online-transaction-process-ea272f"
"open-source-software","2002-open-source-and-linux-2002-poster-children-for-sec-587674"
"open-source-software","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"opener-renepo","tiger-responds-security-warnings-eweek-b-95c721"
"opengl","aberdeen-1996-hp-vectra-xw-personal-workstation"
"openview","2002-the-new-hp-stands-up-to-be-counted-psk-35453a"
"openvms","2026-kastner-dec-longitudinal-22d177"
"openvms","aberdeen-1996-digital-leading-nt-across-enterprise-charge"
"openvms","it-budget-realities-benchmark-1b1313"
"operational-data-store","ra-bpm-2006-f5a558"
"operational-data-store","safeway-damages-report-draft-b502f4"
"operational-governance","aberdeen-ra-soa-management-governance-20-ff6a2c"
"opteron","2004-03-intelitaniummfewp11.doc-618d4a"
"opus","aberdeen-1996-unisys-clearpath-smp-servers"
"opus-mpp","aberdeen-1996-unisys-clears-path-a-series-os2200"
"oracle-10g","2026-kastner-oracle-longitudinal"
"oracle-11i","2002-a-kinder-gentler-larry-ellison-oracle-presents-new-cb69fb"
"oracle-11i","oracle-appsworld-insight-edit-4-813c2e"
"oracle-23ai","2026-kastner-enterprise-ai-arc"
"oracle-23ai","2026-kastner-oracle-longitudinal"
"oracle-7","inforx95-3-9a45fe"
"oracle-7","jungle-1-5-675c58"
"oracle-7","jungle-6-7af8b7"
"oracle-7","rdbms-for-ibm-powera~1-7a44be"
"oracle-8","jungle-6-7af8b7"
"oracle-8","rdbms-for-ibm-powera~1-7a44be"
"oracle-8i","data-know-69ab04"
"oracle-9i","2003-dell-dives-deeper-d35985"
"oracle-9i","2026-kastner-oracle-longitudinal"
"oracle-9i-rac","2003-dell-and-oracle-boldly-predict-the-demise-of-big-i-073fba"
"oracle-advanced-analytics","2026-kastner-enterprise-ai-arc"
"oracle-analytics","2026-kastner-oracle-longitudinal"
"oracle-analytics-cloud","2026-kastner-enterprise-ai-arc"
"oracle-apex","2026-kastner-oracle-longitudinal"
"oracle-applications","2026-kastner-oracle-longitudinal"
"oracle-autonomous-db","2026-kastner-oracle-longitudinal"
"oracle-context","1992-tpc-benchmarks-vp-745fa1"
"oracle-context","1998as400-1-146289"
"oracle-corporation","2026-kastner-oracle-longitudinal"
"oracle-data-mart-suite","2026-kastner-oracle-longitudinal"
"oracle-data-mart-suite-nt","1997-oracle-data-mart-suite-for-nt-926845"
"oracle-database","oracle-and-dell-take-aim-at-midsize-busi-770ea6"
"oracle-database","peoplesoft-bid-mirrors-lofty-goals-of-or-6be2ec"
"oracle-database","savant-targets-feds-with-oracle-database-60eca2"
"oracle-db-1996","upgrades-boost-database-market-iweek-fol-f19804"
"oracle-designer-2000","1997-oracle-designer-2000-3201a7"
"oracle-designer-2000","1997-vertical-industry-solutions-baan-leads-in-innovati-f12724"
"oracle-designer2000","2026-kastner-oracle-longitudinal"
"oracle-developer-2000","1997-oracle-developer-2000-client-server-development-en-5f98ce"
"oracle-developer-2000","aberdeen-1996-oracle-network-computing-architecture"
"oracle-developer2000","2026-kastner-oracle-longitudinal"
"oracle-discoverer","1997-oracle-data-mart-suite-for-nt-926845"
"oracle-e-business-suite","oracleroiwhitepaperprod-7-bcf73f"
"oracle-ebs","2000-oracle-the-e-business-supply-chain-meeting-cu-r-re-1a72ef"
"oracle-ebs","2002-a-kinder-gentler-larry-ellison-oracle-presents-new-cb69fb"
"oracle-ebusiness-suite","2026-kastner-oracle-longitudinal"
"oracle-enterprise-manager","aberdeen-1996-oracle-network-computing-architecture"
"oracle-enterprise-manager","netcompute-e6c378"
"oracle-erp","1997-vertical-industry-solutions-baan-leads-in-innovati-f12724"
"oracle-erp","2003-business-process-orientation-changes-ap-le-flows-d-ed067c"
"oracle-exadata","2026-kastner-oracle-longitudinal"
"oracle-exadata","on-computers-tips-is-sun-s-sparc-archite-65b3b9"
"oracle-express","1997-oracle-data-mart-suite-for-nt-926845"
"oracle-express","aberdeen-1996-khalix-financial-awareness-competitive-advantage"
"oracle-financial-apps","netcompute-e6c378"
"oracle-financials","2026-kastner-oracle-longitudinal"
"oracle-financials","aberdeen-1996-khalix-financial-awareness-competitive-advantage"
"oracle-financials","timex-ramp-interview-for-maxtor-project-8c1b71"
"oracle-fusion","2026-kastner-oracle-longitudinal"
"oracle-fusion","ibm-+-webify-=-industry-soa-application--97733a"
"oracle-fusion","ma-ibm-webify-5e0d4b"
"oracle-fusion-middleware","esb-0617-5cc5fa"
"oracle-graphics","1997-oracle-developer-2000-client-server-development-en-5f98ce"
"oracle-hcm","2026-kastner-oracle-longitudinal"
"oracle-interoffice","2026-kastner-enterprise-ai-arc"
"oracle-interoffice","2026-kastner-oracle-longitudinal"
"oracle-interoffice","aberdeen-1995-oracle-interoffice"
"oracle-interoffice","netcompute-e6c378"
"oracle-java","2026-kastner-oracle-longitudinal"
"oracle-java-hatrick","netcompute-e6c378"
"oracle-nc","2026-kastner-oracle-longitudinal"
"oracle-nca","1997-oracle-designer-2000-3201a7"
"oracle-nca","1997-oracle-developer-2000-client-server-development-en-5f98ce"
"oracle-nca","1997-oracle8-the-database-for-network-computing-674c9d"
"oracle-nca","2026-kastner-oracle-longitudinal"
"oracle-nca","aberdeen-1996-oracle-network-computing-architecture"
"oracle-oci","2026-kastner-oracle-longitudinal"
"oracle-office","1992-tpc-benchmarks-vp-745fa1"
"oracle-office","1998as400-1-146289"
"oracle-office","2002-webex--taking-conferencing-to-the-summit-05f195"
"oracle-office","marathon-d186ab"
"oracle-on-ncr-platforms","oracle-att-ncr-pittsburgh-seminar-letter-98b0a4"
"oracle-parallel-server","sequent-592620"
"oracle-peoplesoft","2026-kastner-oracle-longitudinal"
"oracle-rdb","1992-tpc-benchmarks-vp-ed0e0d"
"oracle-rdb","dectp-genspark-research2-4-a09a82"
"oracle-rdb","dectp92-0ca51c"
"oracle-rdb","ibm-rs6000-midran~1-88f049"
"oracle-rdbms","2026-kastner-oracle-longitudinal"
"oracle-rdbms","aberdeen-1996-distributed-open-rdbms-buying-guide"
"oracle-rdbms","aberdeen-open-online-transaction-process-ea272f"
"oracle-rdbms-7-x","aberdeen-1995-limd-technology"
"oracle-release-11","erpv2p~1-b15573"
"oracle-reports","1997-oracle-developer-2000-client-server-development-en-5f98ce"
"oracle-se-one","oracle-and-dell-take-aim-at-midsize-busi-770ea6"
"oracle-sun-sparc","2026-kastner-oracle-longitudinal"
"oracle-supply-chain","2026-kastner-oracle-longitudinal"
"oracle-universal-server","aberdeen-1996-oracle-network-computing-architecture"
"oracle-v7","nti-6-rdbms-technology-48f4aa"
"oracle-v8","2026-kastner-oracle-longitudinal"
"oracle-web-server","netcompute-e6c378"
"oracle7","1997-oracle8-the-database-for-network-computing-674c9d"
"oracle7","aberdeen-1996-sun-microsystems-decision-warehouse"
"oracle7","sap-r-3-on-wintel-servers-712986"
"oracle8","1997-oracle-data-mart-suite-for-nt-926845"
"oracle8","1997-oracle8-the-database-for-network-computing-674c9d"
"oracle8","dbmspr~1-7c854e"
"oracle8","intern~1-45df51"
"oracle8i","1997-oracle8-the-database-for-network-computing-674c9d"
"oracle9i-rac","2001-compaq-tru64-unix-and-oracle9i-clusters-reduce-cos-17b4b2"
"orb","software-market-safegu~1-ea7453"
"orb-plus","aberdeen-1995-hp-softbench"
"orchestration-integration-testing","ra-soa-2007-97c147"
"orchestration-testing","aberdeen-rb-testing-soa-web-apps-2007-e2096f"
"ordbms","dbmspr~1-7c854e"
"ordbms","jungle-6-7af8b7"
"ordbms","rdbms-for-ibm-powera~1-7a44be"
"order-management-system","2001-fletcher-spaght-3bb872"
"orinoco-wireless","2001-upgrading-to-windows-xp-a-long-and-winding-road-ps-81e090"
"os2","aberdeen-1996-ibm-transformation-business-machines-information-service"
"os2","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"os2","nti-3-pc-and-ws-1993-17d49b"
"os2","nti-4-nextgen-os-timing-1993-a45049"
"os2-warp","software-market-safegu~1-ea7453"
"os2-warp-server","aberdeen-1996-ibm-os2-warp-server"
"os2-warp-server","mockup~1-ca8fde"
"os2-warp-server","nospra~1-bd7d6a"
"os400","aberdeen-1996-evaluating-system36-migration-strategies"
"os400","aberdeen-1997-as400-nt-server-ibm-microsoft-working-together"
"os400-v4r1","1997-the-new-as-400e-series-aa9cac"
"osf-dce","aberdeen-dops-distributed-open-prod-syst-cbae77"
"osf-dce","ncr-topend-tp-monitor-brochure-1992-eeea31"
"osf-dce","nti-11-distributed-midrange-servers-1993-dedd19"
"osf-motif","nti-2-open-systems-1dd3af"
"osf1","nti-4-nextgen-os-timing-1993-a45049"
"osi","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"osi-protocol","ncr-topend-tp-monitor-brochure-1992-eeea31"
"other-misc-tail","kastner-technology-breadth-memoir-2026"
"outlook-2002","dct-kastner-wish-list-2002-12"
"outsourcing-governance","it-outsourcing-584848"
"outsourcing-maturity-model","the-business-value-in-it-outsourcing-7d5f23"
"outsourcing-services","kastner-technology-breadth-memoir-2026"
"outsourcing-sla","the-business-value-in-it-outsourcing-7d5f23"
"p2p-music-download","iha-full-report---draft-jul-28-41de81"
"pa-7200","aberdeen-1996-hp-3000-increasing-customers-successes"
"pa-7200","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000"
"pa-8000","aberdeen-1996-hp-3000-increasing-customers-successes"
"pa-8000","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000"
"pa-8200","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000"
"pa-8500","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000"
"pa-risc","1993-hercules-sap-28344a"
"palm-computer","dbmspr~1-7c854e"
"palm-os","2001-aberdeen-group-recent-publications-psk-2be54d"
"palm-os","2001-pdas-in-the-enterprise-analyzing-supplier-viabilit-b2c1d0"
"palm-os","2001-winning-the-enterprise-pocket-pc-will-he-pervasive-7686b2"
"palm-os","2002-second-generation-pdas-it-s-high-time-for-wireless-c6563f"
"palm-os","2002-undercutting-and-upselling-dell-s-foray-into-the-h-3d70b1"
"palm-os","dct-hp-compaq-pcs-insight-2001-09"
"palm-pre","palm-pre-199-really-299-cloudave-a0a25f"
"parallel-scalable-hardware","aberdeen-1996-web-warehouses-dss-for-masses"
"parallel-sysplex","aberdeen-1996-mainframe-revival-short-lived-or-long-term"
"patch-management","topic-iia-pc-management-best-practices-2003-10"
"pattern-recognition-agents","ca-jasmine-ii-brochure-kastner-endorseme-6588be"
"pay-per-view","aberdeen-1996-omnibox-interactive-broadcasting-network"
"payment-auth-encrypt","1996-electronic-commerce-25d31b"
"pbx","1998-communicating-business-intelligence-through-comput-0290b1"
"pc-asset-management","topic-iia-pc-management-best-practices-2003-10"
"pc-deals","dct-intel-processor-prices-2003-01"
"pc-friendly","nvidia-personal-cinema-lab-report-2002"
"pc-lan","nti-9-mainframe-role-1993-77fc40"
"pc-lifecycle-management","kastner-sipp-pc-lifecycle-dynamics-2003-4395fd"
"pc-lifecycle-management","pc-management-best-practices-page-2-5-962daf"
"pc-market-china","internetnews-will-sars-infect-high-tech--8569ea"
"pc-peripheral","dct-supplier-list-2002"
"pc-replacement-cycle","rbj-pc-reseller-slump-psk-2002-07-05-9cb170"
"pc-retail-channel","dct-gateway-acquires-emachines-2004-03"
"pc-retail-store-model","restructure-plans-weigh-on-gateway-marke-c5656c"
"pc-server","dct-personal-it-forecast-research-2001"
"pc-tco","topic-iia-pc-management-best-practices-2003-10"
"pci","infiniband-data-center-wp-2002"
"pci","planningforemergingindustry-6-40decb"
"pci-express","2002-does-intel-s-decision-not-to-manufactur-iniband-si-0bd64b"
"pci-express","dell-precision-workstations-3-581e89"
"pci-express","intel-ia2004-pk4-kc-edits-de9c37"
"pci-express","planningforemergingindustry-6-40decb"
"pci-express","technology-news-hardware-intel-ships-gra-47f656"
"pci-x","dct-apple-powermac-g5-2003-06"
"pci-x","infiniband-data-center-wp-2002"
"pci-x","intel-ia2004-pk4-kc-edits-de9c37"
"pci-x","intel-infiband-wp--edit-psk-5-22f-a2c551"
"pci-x","planningforemergingindustry-6-40decb"
"pda","2002-undercutting-and-upselling-dell-s-foray-into-the-h-3d70b1"
"pda","dct-segment-priorities-matrix-2003"
"pda-communicator","dct-sony-personal-electronic-vision-2002"
"pda-hardware","2002-second-generation-pdas-it-s-high-time-for-wireless-c6563f"
"pda-mobile-devices","1999-managing-customers-with-next-generation-software-a-a5adc4"
"pen-computing","informationweek-tablet-pc-microsoft-kast-72320d"
"pentium-4","2026-kastner-intel-longitudinal-776f7e"
"pentium-4-ht","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622"
"pentium-fdiv-bug","usatoday-maney-pentium-fdiv-kastner-1994-13a035"
"pentium-iii-pc","2003-dell-asset-recovery-services-white--142827"
"pentium-iii-pc","dell-ars-white-paper-prod-7-11m-c60434"
"pentium-processor","usatoday-maney-pentium-fdiv-kastner-1994-13a035"
"peoplesoft-crm","2003-peoplesoft-gains-crm-market-momentum-b4b610"
"peoplesoft-erp","2003-oracle-v-peoplesoft-don-t-wait-until-the-bout-is-o-4da869"
"peoplesoft-erp","2003-the-new-peoplesoft-long-term-strategy-near-term-be-5cb14f"
"peoplesoft-erp","peoplesoft-bid-mirrors-lofty-goals-of-or-6be2ec"
"peoplesoft-hrms","erppsp~1-31f088"
"peoplesoft-real-estate","2003-the-new-peoplesoft-long-term-strategy-near-term-be-5cb14f"
"peopletools","1997-peoplesoft-works-the-internet-452445"
"persistence-object-builder","aberdeen-1996-live-object-caching-high-performance"
"persistence-object-server","aberdeen-1996-live-object-caching-high-performance"
"personal-computers-os","kastner-technology-breadth-memoir-2026"
"personal-firewall","2002-wireless-lan-security-an-adolescent-market-88de03"
"personal-firewall","dct-segment-priorities-matrix-2003"
"personal-workstation-1984","prime-industry-product-5-year-plan-1981-0a3546"
"personalization","data-know-69ab04"
"peter-kastner","2026-kastner-ibm-longitudinal"
"phi-payroll-system","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"phi-payroll-system","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"phi-tps","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"phitax","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"photonics","topic-semiconductor-practice-definition-2002"
"pick-os","volume-1-ch04-prime-computer-1979-1981"
"picture-messaging-mms","dct-webinar-nov-2002"
"pilot-analysis-server","pilot-internet-publisher-51e601"
"pilot-decision-support-suite","pilot-internet-publisher-51e601"
"pilot-internet-publisher","pilot-internet-publisher-51e601"
"pim","dct-segment-priorities-matrix-2003"
"pki","securi~1-3e7ced"
"pki-digital-certificates","aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001"
"pkms","ie-appendix-jones-wms-memo-2e5d6c"
"pl-1","volume-1-ch01-waiting-for-automation-1960-1969"
"pl-sql","1992-tpc-benchmarks-vp-745fa1"
"pl-sql","2002-webex--taking-conferencing-to-the-summit-05f195"
"pl-sql","2026-kastner-oracle-longitudinal"
"plasma-display-tv","restructure-plans-weigh-on-gateway-marke-c5656c"
"plasma-hdtv","dct-gateway-acquires-emachines-2004-03"
"plasma-hdtv","dct-kastner-wish-list-2002-12"
"plastic-logic-inkjet","topic-semiconductor-practice-definition-2002"
"platinum-forest-trees","platinum-riskadvisor-ec30de"
"platinum-riskadvisor","platinum-riskadvisor-ec30de"
"plato-olap","dssune~1-cbf6e3"
"playstation","sars2-hot-topic-cf91d4"
"playstation-console","2003-sars-electronics-supply-chain-ec0375"
"plug-compatible-mainframe","on-computers-tips-40th-anniversary-of-th-ee9cc5"
"pocket-pc","2001-aberdeen-group-recent-publications-psk-2be54d"
"pocket-pc","2001-pdas-in-the-enterprise-analyzing-supplier-viabilit-b2c1d0"
"pocket-pc","2001-winning-the-enterprise-pocket-pc-will-he-pervasive-7686b2"
"pocket-pc","2002-second-generation-pdas-it-s-high-time-for-wireless-c6563f"
"pocket-pc","2002-undercutting-and-upselling-dell-s-foray-into-the-h-3d70b1"
"pocket-pc","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18"
"pocket-pc","dct-kastner-wish-list-2002-12"
"pocket-pc","microsoft-s-future-paths-6-f86f30"
"point-in-time-copy","aberdeen-group-disk-storage-usage-questi-c8ffe9"
"point-of-sale-systems","1998-information-technology-in-the-retail-sector-the-in-33dc54"
"polycenter","aberdeen-1996-dec-manageworks-22"
"polycenter","aberdeen-1996-digital-leading-nt-across-enterprise-charge"
"polymer-memory","technology-news-future-tech-plastic-disc-4a4a71"
"pools-of-storage","03-contract-pools-of-storage-phase2-a47fd3"
"pools-of-storage","08-phase2-project-kickoff-2ea711"
"pools-of-storage","09-maxtor-workshop-prep-guide-a218dc"
"pools-of-storage","10-maxtor-workshop-02-09-eod-53f22b"
"pools-of-storage","16-maxtor-survey-meeting-agenda-4fe65d"
"pools-of-storage","17-maxtor-tool-decision-components-d9c2fb"
"pools-of-storage","18-maxtor-strategy-event-template-faeb40"
"pools-of-storage","aberdeen-preso-for-emc-final-storage-5-d855b8"
"portal-deployment","ra-bpm-2006-f5a558"
"pos-decision-tool","03-contract-pools-of-storage-phase2-a47fd3"
"pos-decision-tool","06-aberdeen-after-action-showandtell-95c6d9"
"pos-decision-tool","07-pools-of-storage-functional-spec-597fa5"
"pos-systems","retail~1-d5de79"
"pos-systems","volume-1-ch10-the-long-view-1966-2026"
"posix-standard","ncr-topend-tp-monitor-brochure-1992-eeea31"
"post-merger-customer-support-tiering","sia-compaq-vows-support-himalaya-post-hp-21421a"
"power-line-carrier","minicomputer-news-ase-asep-1979-2b5327"
"power-line-carrier","volume-1-about-the-author"
"power-line-carrier","volume-1-ch03-physics-of-consulting-1972-1979"
"power-mac-g5","macdailynews-analyst-apple-will-have-pro-54defe"
"powerbook-g4","year-in-macs-part-one-macworld-dalrymple-dd247c"
"powerbuilder","1997-oracle-designer-2000-3201a7"
"powerbuilder","1997-oracle-developer-2000-client-server-development-en-5f98ce"
"powerbuilder","1997-unify-vision-8fcfc3"
"powerbuilder","aberdeen-1995-commercial-messaging"
"powerbuilder","aberdeen-1996-moving-effectively-next-gen-client-server"
"powerbuilder","cab199-1-2-0cb163"
"powerbuilder","nti-5-development-toolsets-0e71c5"
"powerline-comms","adl-ase-asep-two-way-power-communications-1979-b8c001"
"powerpc","aberdeen-1996-bulls-sagister-datacenterdisciplined-unix-businesscritical-applications"
"powerpc","aberdeen-1996-ibm-aix-4-not-your-fathers-325"
"powerpc","mac-news-business-apple-intel-marriage-m-d0a5d8"
"powerpc","nti-12-client-server-goals-1993-15a519"
"powerpc","nti-2-open-systems-1dd3af"
"powerpc","nti-4-nextgen-os-timing-1993-a45049"
"powerpc-601","ibm-rs6000-midran~1-88f049"
"powerpc-604","aberdeen-1996-risc-unix-market"
"powerpc-as","aberdeen-1995-ibm-as400-sap-r3"
"powerpc-g5","dct-apple-powermac-g5-2003-06"
"powerpc-g5","year-in-macs-part-one-macworld-dalrymple-dd247c"
"ppsn-concept","1997-cabletron--discovering-the-beacon-u-2d44d5"
"predictive-analytics","1997-commercial-risc-unix-1996-mvp-711569"
"predictive-analytics","1997-data-integration-management-in-hete-de2429"
"predictive-analytics","1998-hp-high-availability-and-metadata-7d1276"
"predictive-analytics","1998-pc-impact-and-metadata-e2a169"
"predictive-analytics","2003-dell-ars-white-paper-53d13d"
"predictive-analytics","aberdeen-retail-bi-benchmark-survey-2006-aa440e"
"prime-32bit-minicomputer","charles-t-casale-influence-cdfb3f"
"prime-50-series","volume-1-ch04-prime-computer-1979-1981"
"prime-750","translating-early-skills-and-experiences-15bb2d"
"prime-750","volume-1-ch04-prime-computer-1979-1981"
"prime-information","volume-1-ch04-prime-computer-1979-1981"
"prime-model-2250","charles-t-casale-influence-cdfb3f"
"prime-oas","prime-industry-product-5-year-plan-1981-0a3546"
"primos","prime-industry-product-5-year-plan-1981-0a3546"
"printer-ink","dct-hp-compaq-pcs-insight-2001-09"
"private-label-retail-pc","wsj-mcwilliams-private-label-pcs-2002-05-bdab0a"
"private-line","teleco~1-c01702"
"private-network-infrastructure","2002-webex-taking-conferencing-to-the-business-communic-85e330"
"process-0-13-micron","dct-personal-it-forecast-research-2001"
"product-launch-framework","sun-launch-best-practices-report-draft-8-9741fb"
"product-launch-framework","sun-launch-questionnaire-9-a2c35d"
"product-life-cycle-framework","aberdeen-training-day-4-marketing-busine-601526"
"production-monitoring-tools","ra-soa-2007-97c147"
"programming-dev-tools","kastner-technology-breadth-memoir-2026"
"progress-4gl","aberdeen-1996-progress-software-webspeed-internet"
"progress-4gl","nti-6-rdbms-technology-48f4aa"
"progress-8-2","progress-version-8-2-development-environment-3cadac"
"progress-rdbms","rdbms-for-ibm-powera~1-7a44be"
"project-mac","volume-1-ch10-the-long-view-1966-2026"
"project-management-tools","1998-y2k-report-f512fb"
"project-orion","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10"
"promis","volume-1-ch04-prime-computer-1979-1981"
"proprietary-hpc-systems","2001-is-linux-domination-of-the-high-perform-computing--0d06ef"
"psa-software","1999-professional-services-automation-rpt-10e22b"
"pstn","teleco~1-c01702"
"ptf","aberdeen-1996-ibm-aix-4-not-your-fathers-325"
"public-key-encryption","1997-the-ec-company-not-your-father-s-edi-c1ebff"
"public-key-encryption","dollars-and-sense-b2b-ec-eb8c9d"
"publish-and-subscribe","aberdeen-1995-commercial-messaging"
"punch-card-tabulation","volume-1-ch01-waiting-for-automation-1960-1969"
"punch-card-tabulation","volume-1-ch10-the-long-view-1966-2026"
"punch-cards","volume-1-ch02-physics-of-the-machine-1969-1972"
"push-technology","1997-broadvision-dynamic-web-application-5f10bb"
"push-technology","intern~1-45df51"
"pvr","dct-dceit-practice-v6-2002"
"pvr","dct-segment-priorities-matrix-2003"
"pvr","dct-video-market-segmentation-2002"
"pvr","dct-webinar-nov-2002"
"q-diagnostic-center","savant-targets-feds-with-oracle-database-60eca2"
"qacenter","qacenter-automated-software-quality-from-start-to--b7003b"
"qad-mfgpro","erpv2p~1-b15573"
"qad-onq","erpv2p~1-b15573"
"qic-tape-525mb","ncr-3000-cabinet-engineering-diagram-199-fa564f"
"qos","aberdeen-1996-remote-access-cisco-untold-story"
"query-reporting","data-know-69ab04"
"quickbooks","processor-editorial-article-much-in-stor-660f27"
"r3-business-engineer","aberdeen-1997-acceleratedsap-strategy"
"racf","1997-tme-10-security-management-8178c6"
"raid","20-maxline-mtbf-analysis-4d9111"
"raid","ft-mitfor~1-a56a9d"
"raid","mid-line-storage-white-paper-06-13-03-3-7a2c62"
"raid","midline-storage-white-paper-jun2003"
"raid","storag~1-262bc7"
"raid-1","maxtor-survey-report-5-20c-0f458e"
"raid-5","aberdeen-group-disk-storage-usage-questi-c8ffe9"
"raid-5","snap-appliance-snapshot-2003"
"rambus-rdram","dct-personal-it-forecast-research-2001"
"rambus-rdram","dct-why-aberdeen-follows-pc-deals-2002"
"ramp-c-benchmark","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"ramp-c-benchmark","wsj-digital-challenges-ibm-tests-bulkele-e2e227"
"ramp-methodology","aberdeen-corporate-collateral-2001-v2-b4b001"
"ramp-methodology","aberdeen-corporate-collateral-combined-1-9674e4"
"ramp-methodology","aberdeen-corporate-presentation-98680d"
"ramp-methodology","aberdeen-group-intro-slides-7673aa"
"ramp-methodology","aberdeen-overview-presentation-v10-29-a665b8"
"ramp-methodology","aberdeen-training-book-day-3-03cfc1"
"ramp-methodology","aberdeen-training-day-1-522863"
"rapid-application-development","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts"
"rd-as-percent-of-revenue","wsj-honeywell-bull-layoffs-kastner-1989-9faf05"
"rdb","2026-kastner-dec-longitudinal-22d177"
"rdb","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"rdb-vms","dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"rdbms","2026-kastner-core-arguments-framework-0b0c6b"
"rdbms","2026-kastner-prescience-methodology-demo-0cdf48"
"rdbms","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts"
"rdbms","aberdeen-1996-live-object-caching-high-performance"
"rdbms","aberdeen-1996-object-oriented-three-tier-plus-computing"
"rdbms","aberdeen-1996-web-warehouses-dss-for-masses"
"rdbms","bbn1989-1e6838"
"rdbms","dbmspr~1-7c854e"
"rdbms","encore-b7c40d"
"rdbms","ft-mitfor~1-a56a9d"
"rdbms","ibmrs6k-05561e"
"rdbms","informdsa-9f8bcf"
"rdbms","informix-dsa-presentation-2-8d5fa3"
"rdbms","inforx95-3-9a45fe"
"rdbms","jungle-1-5-675c58"
"rdbms","jungle-6-7af8b7"
"rdbms","nti-11-distributed-midrange-servers-1993-dedd19"
"rdbms","nti-12-client-server-goals-1993-15a519"
"rdbms","nti-2-open-systems-1dd3af"
"rdbms","nti-4-nextgen-os-timing-1993-a45049"
"rdbms","nti-5-development-toolsets-0e71c5"
"rdbms","nti-6-rdbms-technology-48f4aa"
"rdbms","software-market-safegu~1-ea7453"
"rdbms","volume-1-ch07-founding-aberdeen-1988-1997"
"rdbms","volume-1-ch10-the-long-view-1966-2026"
"rdbms-olap","aberdeen-1996-distributed-open-rdbms-buying-guide"
"rdbms-star-schema","platinum-riskadvisor-ec30de"
"rdma","infiniband-data-center-wp-2002"
"rdram","dct-weekly-2002-08-24-pc-deals-analysis"
"rdram","dct-weekly-2002-08-24-pc-deals-script"
"rdram","dct-weekly-2002-10-06"
"rdram","dct-weekly-2002-10-27"
"rdram","dct-weekly-2003-01-12"
"real-time-bi","soa-aon-webinar-31973c"
"real-time-business-intelligence","enterprise-integration-perspective-2-cb6165"
"real-time-business-intelligence","enterprise-integration-perspective-d21c1b"
"real-time-computing","ibm-messaging-workshop-report-final-9-ef7fbc"
"realsecure","aberdeen-1996-iss-internet-security-systems"
"realsecure","vulnerability-assessment-empowering-is-754d9a"
"rebate-fulfillment-house","research-reveals-that-60-percent-of-reba-c887df"
"recurring-revenue-subscription","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"red-brick-rdbms","rdbms-for-ibm-powera~1-7a44be"
"red-hat","2026-kastner-ibm-longitudinal"
"red-hat-openshift","2026-kastner-ibm-longitudinal"
"redundant-microprocessor-architecture","businessweek-stratus-launch-fail-safe-ba-82c028"
"regression-testing","ra-soa-2007-97c147"
"relational-database","aberdeen-open-oltp-enterprise-managers-k-3fc536"
"relational-database","volume-1-ch04-prime-computer-1979-1981"
"relational-database","volume-1-epilogue-argument-with-reality"
"relational-database-1996","upgrades-boost-database-market-iweek-fol-f19804"
"relational-database-management-systems","datamation-informix-dsa-ad-aberdeen-cite-a9f18d"
"relational-olap","aberdeen-1996-web-warehouses-dss-for-masses"
"relationship-management","it-outsourcing-584848"
"remedy-ars","1997-cis-report-ba825e"
"remote-control-arch","when-does-remote-control-benefit-9bd6e4"
"remote-control-pc","kastner-sipp-pc-lifecycle-dynamics-2003-4395fd"
"remote-job-entry","volume-1-ch01-waiting-for-automation-1960-1969"
"remote-management","2010-intel-vpro-daily-globe-6f615e"
"remote-node-ras","when-does-remote-control-benefit-9bd6e4"
"remote-pc-management","small-business-intel-targets-smbs-with-r-2cd3ec"
