"run_id","source_location","source_path","row_count","obs_count_distinct","studies_covered","prompt_file_path","prompt_file_sha256","prompt_matches_v2_canonical","prompt_scale","prompt_mid_run_edits","model_tag","model_family","temperature","num_predict","think_false_set","top_p","top_k","driver_script_path","driver_script_sha256","driver_version","driver_pre_v2_scale","driver_mid_run_modified","input_manifest_path","input_manifest_sha256","input_payload_shape","input_field_used","run_started_at","run_finished_at","run_duration_sec","run_completed_cleanly","run_abandoned","run_abandon_reason","run_restarted_from_checkpoint","parse_ok_rate","score_dist_neg1","score_dist_0","score_dist_1_to_5","abstention_rate","score_mean","score_out_of_range","confidence_out_of_range","accepted_at_time","commit_sha","pete_review_notes","trust_verdict","dropped_gates","salvage_action","notes"
"mac_abandoned_run_1996-electronic-commerce-06b0b5_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/1996-electronic-commerce-06b0b5/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/1996-electronic-commerce-06b0b5/working/prescience_scores_27b_passC_v1.csv","ad264816b803d9481007e6ae210fd0c876776cbf532c38c2d5528167b2b6fa09","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_1998-software-ag-insurance-74c710_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/1998-software-ag-insurance-74c710/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/1998-software-ag-insurance-74c710/working/prescience_scores_27b_passC_v1.csv","663a70bf9a909d32f9668b5354881c728adae80efca6dd92667ffa7a476a3bc6","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2000-e-learning-in-the-enterprise-psk-5caf5b_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2000-e-learning-in-the-enterprise-psk-5caf5b/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2000-e-learning-in-the-enterprise-psk-5caf5b/working/prescience_scores_27b_passC_v1.csv","363ee161561e1cfb06789850433dec6074b9874e3ce35b4e579aed7abb0f959c","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2000-the-new-hp-stands-up-to-be-counted-psk-726ee3_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2000-the-new-hp-stands-up-to-be-counted-psk-726ee3/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2000-the-new-hp-stands-up-to-be-counted-psk-726ee3/working/prescience_scores_27b_passC_v1.csv","e6e756c40c70b9e3508297d1ceb272f05f4505484dd72213a3ea623c03103a32","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2003-compaqsnapshot-5924f7_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2003-compaqsnapshot-5924f7/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2003-compaqsnapshot-5924f7/working/prescience_scores_27b_passC_v1.csv","8d31fc85938faa606f2ee4fc800a8d524e63236a06a9a5695dc92229891241c2","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2003-ibmsnapshot-a00f7c_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2003-ibmsnapshot-a00f7c/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2003-ibmsnapshot-a00f7c/working/prescience_scores_27b_passC_v1.csv","f306ed737d7132e1ca5cdc093e132a8afb8c02968df90c4652fcdd4b6fe54208","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-09010005-f58946_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-09010005-f58946/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-09010005-f58946/working/prescience_scores_27b_passC_v1.csv","598276095cddb5d73fd9b573ef405cf9d29c9f9b3d5080a4b3d7d3f75c2d1e05","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-10991290-87c05d_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-10991290-87c05d/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-10991290-87c05d/working/prescience_scores_27b_passC_v1.csv","a48fe63cc96523cafca6abcf082d2c2b320973fca8d43b45faf48ab832fcdde6","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-agile-9a7a61_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-agile-9a7a61/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-agile-9a7a61/working/prescience_scores_27b_passC_v1.csv","120a19a4b028e4259b6f7df4e20191606ac5e58c272604fdd2098f957018923c","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-aimsnapshot-6c49f0_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-aimsnapshot-6c49f0/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-aimsnapshot-6c49f0/working/prescience_scores_27b_passC_v1.csv","1a434dd8328a033a9253531ec9f803a3477fe09dc7daca09b20da01c91079e16","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-azeritysnapshot-4c1c8d_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-azeritysnapshot-4c1c8d/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-azeritysnapshot-4c1c8d/working/prescience_scores_27b_passC_v1.csv","5eb53d4b74ce6283cfd86cd2f712cbd39b3337777eccbaf0ea6e31581424459a","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-bluestreaksnapshot-7a4713_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-bluestreaksnapshot-7a4713/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-bluestreaksnapshot-7a4713/working/prescience_scores_27b_passC_v1.csv","7efe080c4370f7a9877002510d3fdd0e582fc66ac623b861a2bf1c0f651cc667","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-crmeuropetoc-c6f15e_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-crmeuropetoc-c6f15e/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-crmeuropetoc-c6f15e/working/prescience_scores_27b_passC_v1.csv","285b865f3886fb2143beb5141e2ff3f5ab83192bd8d84ea6982640a358e97966","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-dellsnapshot-953527_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-dellsnapshot-953527/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-dellsnapshot-953527/working/prescience_scores_27b_passC_v1.csv","1a837c30c57e8f1f7875da8e8c3b93522f7a691069b48eb5f448e9da507d7a5a","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-examensnapshot-171cca_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-examensnapshot-171cca/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-examensnapshot-171cca/working/prescience_scores_27b_passC_v1.csv","224ac2839b9213327bd209a94fd4554ada27618c1d8e5eac022ed1d9ad34240f","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-firstwavesnapshot-92dd2e_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-firstwavesnapshot-92dd2e/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-firstwavesnapshot-92dd2e/working/prescience_scores_27b_passC_v1.csv","15327109963963a67cc13fee75603f6e72e66c8920053818e3ba8a6a542d5b50","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-fsmwebtoc-85b5dc_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-fsmwebtoc-85b5dc/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-fsmwebtoc-85b5dc/working/prescience_scores_27b_passC_v1.csv","a7f6464ea6631c3c991b04d207903364f9eae5c9be9a2fc2942c7938f89e205b","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-fvcmwebtoc-53b01f_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-fvcmwebtoc-53b01f/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-fvcmwebtoc-53b01f/working/prescience_scores_27b_passC_v1.csv","ef5186c9f718be4aa2ff44de3edabe41ab82be6df514ca05ac110f1bbff9899c","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-ibmsnapshot-e40dbe_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-ibmsnapshot-e40dbe/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-ibmsnapshot-e40dbe/working/prescience_scores_27b_passC_v1.csv","ed5691740c35808a39d1631654a6f5fdaa71845aa238bb42cae01dfd21d58f99","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-manugisticssnapshot-9e0526_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-manugisticssnapshot-9e0526/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-manugisticssnapshot-9e0526/working/prescience_scores_27b_passC_v1.csv","9ffcb41c317147d549d6416d9de812de5c99ef5c5fa5f20ea1a13925ea64de95","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-newmediasnapshot-cd4186_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-newmediasnapshot-cd4186/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-newmediasnapshot-cd4186/working/prescience_scores_27b_passC_v1.csv","bfd225c640f3e6f5c83532572abcaff172377715eaf45b82661d324cc590feca","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-procuri-ee38ef_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-procuri-ee38ef/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-procuri-ee38ef/working/prescience_scores_27b_passC_v1.csv","2d4ff36ec06bb6c18210458b04e704650c9ff4da03c9df3b996334e0cfe4ff6b","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-psa2001surveyreporttoc-9a9928_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-psa2001surveyreporttoc-9a9928/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-psa2001surveyreporttoc-9a9928/working/prescience_scores_27b_passC_v1.csv","6caa116af3bd0eb62f8cadb9bf46bd20bcc49ce5cc34be4d5524b1600699959e","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-salesforce-5a1170_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-salesforce-5a1170/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-salesforce-5a1170/working/prescience_scores_27b_passC_v1.csv","fdd0b34d6f4a06898f490734b0e7ba1feabd10f051199317e48cfff460911c41","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-silverpopsnapshot-08423a_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-silverpopsnapshot-08423a/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-silverpopsnapshot-08423a/working/prescience_scores_27b_passC_v1.csv","5e56ab607212b9f9ecb244475ba55a73981894ab13a6f742d614368b8b9fe06b","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-spotlightteldata-67a55f_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-spotlightteldata-67a55f/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-spotlightteldata-67a55f/working/prescience_scores_27b_passC_v1.csv","0592dccd71fbb992db750f94e3b0789208105078b838113970d86bf24b648cd6","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-verticalsolutionssnapshot-fd28fe_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-verticalsolutionssnapshot-fd28fe/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-verticalsolutionssnapshot-fd28fe/working/prescience_scores_27b_passC_v1.csv","315e5f553a52720aecba568cbcff975f76d1c051503561752a460e17954c1ede","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2004-voiptoc-472d11_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-voiptoc-472d11/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2004-voiptoc-472d11/working/prescience_scores_27b_passC_v1.csv","9118ccc5f3a9ac001737ee813a59c830324267c87a0d97c6d6c2d494745fd7e4","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2006-aberdeen-research-calendar-123ac2_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2006-aberdeen-research-calendar-123ac2/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2006-aberdeen-research-calendar-123ac2/working/prescience_scores_27b_passC_v1.csv","d8c8e149930f5b1ce57c0119e390f4768cc3fa03b3b901c44dc31db549411e04","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2007-aberdeen-research-calendar-629972_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2007-aberdeen-research-calendar-629972/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2007-aberdeen-research-calendar-629972/working/prescience_scores_27b_passC_v1.csv","21404180afc9a12209391aa399f5ebceecdad753deac991cfd2cac67130dfb83","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2007-ra-clicks-jl-3710-37b7a4_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2007-ra-clicks-jl-3710-37b7a4/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2007-ra-clicks-jl-3710-37b7a4/working/prescience_scores_27b_passC_v1.csv","f0a7c308c74ea764c445441ebf9687cc643b9b0fcbe7b7b6cee66ad843f48878","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_2007-ra-cmo-smemme-la-3607-eff289_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2007-ra-cmo-smemme-la-3607-eff289/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/2007-ra-cmo-smemme-la-3607-eff289/working/prescience_scores_27b_passC_v1.csv","b38d09519d092acaa33257db36a5198f017952e578c89df05dfae1615c61074f","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_aberdeen-companyprofile-50a990_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/aberdeen-companyprofile-50a990/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/aberdeen-companyprofile-50a990/working/prescience_scores_27b_passC_v1.csv","0c193ef1bed56c9ba19c0ebfdfecd98676436cc6a944a87f014140ece88030a5","unknown","","","","","true","true","agent_quality_regression_may26","","","","","","","","","","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
"mac_abandoned_run_aberdeen-preso-for-emc-final-storage-ead7c2_2026-05-29","mac_abandoned_run","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/aberdeen-preso-for-emc-final-storage-ead7c2/working","1","1","1","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/_pass_c_abandoned_runs/20260526/prepared/aberdeen-preso-for-emc-final-storage-ead7c2/working/prescience_scores_27b_passC_v1.csv","5043c6b3e9f9a3aa784b7eddd75754c24559471c8c36748330f196a0f2dabcaf","unknown","","","","","true","true","agent_quality_regression_may26","","","0","0","0","0.0000","","0","0","no_explicitly_rejected","","","DROP","T2,T4,T5,T6,T7","keep_for_triangulation_only",""
