"collection","study_id","title","date","author","n_entities","n_technologies","n_observations","n_codes","importance","relevance","prescience"
"other-authors","1997-ca-s-unicenter-tng-framework-pk-apr-50d15f","CA's Unicenter TNG Framework: Entry-Level for the Industry's Best Enterprise Management Software Solution","1997-07-14","Peter S. Kastner","8","8","25","25","high","medium","medium"
"other-authors","1997-cabletron--discovering-the-beacon-u-2d44d5","Cabletron: Discovering the Beacon Under the Basket","1997-04-01","Aberdeen Group","10","8","22","25","medium","medium","low"
"other-authors","1997-cabletron-and-ipsilon--linking-secu-adba48","Cabletron and Ipsilon: Linking SecureFast Architecture and IP Switching","1997-04-17","Samuel M. Alunni (Aberdeen Group)","5","8","17","25","medium","medium","low"
"other-authors","1997-cis-report-ba825e","Managing Customers with Next-Generation Software Applications: 1997 Edition","1997-10-01","Hugh Bishop, Chris Pavlic & Bill Hills (Aberdeen Group)","14","9","33","25","high","high","high"
"other-authors","1997-cisco-s-core-products-business-inte-bd8697","Cisco's Core Products Business Integrates Routing and Switching","1997-01-01","Aberdeen Group","6","8","25","25","high","high","high"
"other-authors","1997-commerce-exchange-pvp-250db8","Commerce eXchange Answers The 'Show Me The Internet Money!' Challenge","1997-03-14","Aberdeen Group","7","8","23","25","high","high","medium"
"other-authors","1997-commercial-risc-unix-1996-mvp-711569","Commercial RISC/Unix 1996: HP Achieves Over 50% Share In 28% Growth Market","1997-02-03","AberdeenGroup","17","18","35","8","medium","medium","medium"
"other-authors","1997-crm-siebel-systems-pr-569e52","Siebel Systems: Customer Interaction Software Vendor Profile","1997-06-04","Aberdeen Group","11","10","25","8","high","high","high"
"other-authors","1997-data-integration-management-in-hete-de2429","Data Integration Management in Heterogeneous Computing Environments","1997-07-01","AberdeenGroup","13","13","28","8","low","medium","low"
"other-authors","1997-data-mining-buying-guide-71e463","Enterprise Data Mining Buying Guide: 1997 Edition","1997-01-01","David Hill & Robert Moran / AberdeenGroup","9","10","30","8","medium","medium","medium"
"other-authors","1997-datafocus'-nutcracker--enterprise-c-bfc11e","DataFocus' NuTCRACKER: Enterprise-Class Unix Applications for NT","1997-09-01","AberdeenGroup","16","12","30","8","low","medium","low"
"other-authors","1997-datareach--finding-business-value-i-34f0a6","DataReach: Finding Business Value in Extracting Data","1997-11-01","David Hill","4","5","10","8","low","medium","medium"
"other-authors","1997-dec-linkworks-webworker---an-object-db2d2a","DEC LinkWorks WebWorker — An Object Framework that Tames the Web","1997-04-01","AberdeenGroup","10","15","28","8","low","medium","low"
"other-authors","1997-desktop-and-systems-management-the--169a9b","Desktop and Systems Management The HP Way: Using Open Standards To Lower Costs and Complexity","1997-03-01","Aberdeen Group","10","10","25","8","medium","medium","medium"
"other-authors","1997-dev-expanding-universes-for-busines-c42c71","Expanding Universes For BusinessObjects And Its Users","1997-06-04","Aberdeen Group","13","11","30","8","high","high","high"
"other-authors","1997-dialogic-ct-media-sets-the-pace-for-440d5e","Dialogic® CT Media™ Sets The Pace For Open-Standards Computer Telephony Development","1997-09","Aberdeen Group","7","9","25","13","low","low","low"
"other-authors","1997-digital-&-oracle-s-nci--partners-in-2d680c","Digital & Oracle's NCI: Partners in Practical Network Computing","1997-04","Aberdeen Group","8","8","27","27","medium","medium","low"
"other-authors","1997-digital-equipment-corporation-pr-c375a8","Digital Equipment Corporation — Telecommunications Market Profile","1997-05","Aberdeen Group","9","8","28","11","low","low","low"
"other-authors","1997-digital-ramps-up-for-the-leadership-fb5854","Digital Ramps Up For The Leadership Role in High Performance Technical Computing","1997-06","Aberdeen Group","8","12","28","12","low","low","low"
"other-authors","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","Digital's Terabyte/Hour NonStop VLDB: Consider The Possibilities","1997-05-20","Aberdeen Group","13","10","30","12","medium","medium","medium"
"other-authors","1997-distributed-object-technology--dead-3cf2d1","Distributed Object Technology: Dead Skunk Or Live Wire","1997-08-01","Jeanine Fournier","5","5","15","14","low","low","medium"
"other-authors","1997-dw-competitive-advantage-through-pr-b307c7","Competitive Advantage Through Prism Metadata Scalability","1997-06-01","Aberdeen Group","15","14","30","13","medium","medium","medium"
"other-authors","1997-dynaflo-systems----e-mail-for-the-b-854582","DynaFlo Systems: E-Mail For The Business Masses","1997-07-01","Peter Kastner and Dan Taylor","5","4","16","11","low","medium","medium"
"other-authors","1997-dynasoft's-boks-family--a-pragmatic-e6df7d","DynaSoft's BoKS Family: A Pragmatic Choice for Single Sign-On","1997-06-01","Aberdeen Group","15","12","25","24","medium","medium","medium"
"other-authors","1997-electronic-commerce-to-internet-com-b26a35","Electronic Commerce to Internet Commerce: The Evolution of The InterNetworked Enterprise","1997-11-01","David Alschuler","5","5","14","12","medium","medium","medium"
"other-authors","1997-forte-enterprise-development-enviro-a07cf9","Forte Enterprise Development Environment","1997-10-01","Aberdeen Group","5","8","20","11","low","low","medium"
"other-authors","1997-hewlett-packard’s-strategy-to-surpa-905013","Hewlett-Packard's Strategy to Surpass Compaq in the Enterprise-NT Marketplace","1997-08-01","Aberdeen Group","8","10","23","12","medium","medium","low"
"other-authors","1997-hewlett-packard-v-class--providing--897f7a","Hewlett-Packard V-Class: Providing Enterprise Customers With the Power Path They Need","1997-05-22","Aberdeen Group","7","9","21","11","low","low","low"
"other-authors","1997-ibm-application-development-product-895c4d","IBM Application Development Product Family","1997-06-04","Aberdeen Group","5","10","20","12","low","low","low"
"other-authors","1997-ibm-business-intelligence-family-pr-43c37e","IBM Business Intelligence Family","1997-06-04","Aberdeen Group","5","10","24","12","medium","medium","medium"
"other-authors","1997-ibm-extended-transaction-systems-fa-0369fa","IBM Extended Transaction Systems Family","1997-06-04","Aberdeen Group","5","10","25","17","high","high","high"
"other-authors","1997-ibm-information-integration-family--29351c","IBM Information Integration Family","1997-06-04","Aberdeen Group","6","8","25","17","high","high","high"
"other-authors","1997-ibm-s-enterprise-communications-fam-14559a","IBM Network Computing: Enterprise Communications Family","1997-06-01","Aberdeen Group","5","8","18","13","low","low","medium"
"other-authors","1997-ibm’s-network-computing-solution----e74e8a","IBM's Network Computing Solution: Energize Your Enterprise","1997-06-01","Aberdeen Group","6","9","18","13","low","low","low"
"other-authors","1997-ibm’s-nt-strategy-strat-pr-b93817","IBM's NT Strategy: Moving NT Upscale with Enterprise-grade Solutions, Middleware, and Services","1997-06-01","Aberdeen Group","9","12","21","13","medium","medium","medium"
"other-authors","1997-ibm-s-solution-centric-global-healt-7a073f","IBM's Solution-Centric Global Healthcare Industry Practice - Just What the Doctor Ordered","1997-05-15","Aberdeen Group","9","8","20","15","medium","medium","medium"
"other-authors","1997-ibm-ships-first-64-bit-rs-6000-serv-961e2c","IBM Ships First 64-bit RS/6000 Server","1997-10-06","Tom Willmott / Aberdeen Group","5","6","15","17","high","medium","high"
"other-authors","1997-ibm-when-a-pc-is-simply-platform-ov-5e9364","When a PC is Simply Platform Overkill: IBM's Network Station Alternative","1997-04-01","Aberdeen Group","8","9","27","17","high","high","medium"
"other-authors","1997-industry-matematik-international-co-c398bc","Industri-Matematik International Corp.: Strategic Solution for Fast-Moving, High-Volume Goods Industries","1997-01-01","Aberdeen Group","11","10","20","14","medium","medium","medium"
"other-authors","1997-infinite-resource-planning-wp-893815","Infinite Resource Planning: A Manifesto For 21st Century Enterprise Applications","1997-05-01","Aberdeen Group","5","10","25","13","high","high","high"
"other-authors","1997-informix-and-silicon-graphics-reach-98e6ea","Informix and Silicon Graphics Reach New TPC-C SMP High-Water Mark","1997-07-01","Aberdeen Group","7","9","25","13","high","medium","high"
"other-authors","1997-informix-metacube-4.0--relational-o-23491d","Informix MetaCube 4.0: Relational OLAP and RDBMS Create an Integrated DSS Environment","1997-11-01","Bob Moran / Aberdeen Group","3","7","15","13","medium","medium","medium"
"other-authors","1997-insession---accessing-and-leveragin-cb2e40","Insession — Accessing and Leveraging Enterprise Transaction Systems","1997-09-01","Jeanine Fournier / Aberdeen Group","3","6","13","13","medium","medium","medium"
"other-authors","1997-intelligent-i-o-initiative--scaling-aae222","Intelligent I/O Initiative: Scaling Bandwidth for System Performance","1997-10-01","James Gruener / Aberdeen Group","8","7","15","13","medium","low","low"
"other-authors","1997-knowledge-discovery-one's-retail-di-f6b834","Knowledge Discovery One's Retail Discovery Suite: Promoting Retail Data Mining Applications","1997-11-01","David Hill / Aberdeen Group","2","4","12","13","medium","medium","medium"
"other-authors","1997-kodak-completes-wang-software-acqui-e78bb4","Kodak Completes Wang Software Acquisition","1997-03-17","Aberdeen Group","9","8","22","13","high","medium","low"
"other-authors","1997-laplink-solutions-offer-telecommuti-292aa8","LapLink Solutions Offer Telecommuting Value-Add","1997-01-30","Virginia Brooks / Aberdeen Group","3","7","15","13","medium","low","medium"
"other-authors","1997-lucent-delivers-internet-telephony--888598","Lucent Delivers Internet Telephony and Carrier-Grade Scale with Internet Telephony Server SP","1997-03-31","Daniel A. Taylor and Traver H. Kennedy / Aberdeen Group","5","8","18","13","high","medium","high"
"other-authors","1997-managing-corporate-internet-access--ae26d9","Managing Corporate Internet Access: A Business Priority","1997-04-01","Aberdeen Group","4","8","20","13","medium","medium","high"
"other-authors","1997-managing-the-people-dimension-of-ma-1d6b17","Managing the People Dimension of Major Technology Transitions","1997-01-07","Susan Irving","3","4","21","21","medium","high","high"
"other-authors","1997-marathon's-endurance-4000--imp-psk-f83368","Marathon's Endurance 4000: Bringing Fault Tolerance to NT Servers & Clusters","1997-02-07","Peter S. Kastner","10","6","21","21","high","medium","high"
"other-authors","1997-microsoft--the-joker-of-enterprise--158636","Microsoft: The Joker of Enterprise IS Computing","1997-09-01","John R. Logan","3","5","15","21","high","medium","medium"
"other-authors","1997-microsoft-nt-scalability-day--the-e-6460e2","Microsoft NT Scalability Day: The Emperor Has No Clothes","1997-05-21","Peter S. Kastner","9","8","22","21","high","medium","high"
"other-authors","1997-migrating-from-sybase-sql-server-4.-d7b1d0","Migrating From Sybase SQL Server 4.9 To Informix: An Attractive Alternative","1997","Aberdeen Group","10","12","23","17","medium","high","medium"
"other-authors","ncr-bringing-highly-available-nt-ecb055","NCR: Bringing Highly-Available NT to Transaction-Intensive Production Environments","1997-10-01","Aberdeen Group (James Gruener)","7","5","10","24","low","low","not-applicable"
"other-authors","1997-network-storage--obtaining-the-payo-3bdc3d","Network Storage: Obtaining the Payoff for Your Enterprise","1997","David Hill (Aberdeen Group)","5","5","12","13","high","high","high"
"other-authors","1997-nortel--transforming-business-by-po-3edae6","Nortel: Transforming Business By Powering The Enterprise","May 1997","Aberdeen Group","9","10","21","18","high","high","low"
"other-authors","1997-novell-directory-to-the-network-str-048b05","Directory to the Network","1997-06-01","Aberdeen Group","12","12","20","14","medium","medium","medium"
"other-authors","1997-nt-case-41-56aa2e","NT Case 41: Migration Migraines","1997","Aberdeen Group","4","6","24","15","high","high","high"
"other-authors","1997-object-databases-such-as-o2-odmg--t-c98c72","Object Databases Such As O2 ODMG: Time To Take A Second Look","1997-01-01","Wayne Kernochan / Aberdeen Group","4","5","12","10","low","low","low"
"other-authors","1997-object-technology-meets-demand-mana-551c84","Object Technology Meets Demand Management: IMI Pushes Towards Real Value-Chain Solutions","1997-10-01","Jack Maynard / Aberdeen Group","2","6","12","10","low","low","medium"
"other-authors","1997-objective-communications--vidmodem--f3351f","Breakthrough: Objective Communications' VidModem Technology Transforms The Phone Line Into A Two-Way, Broadcast-Quality Multi-Medium","1997-05-01","Patricia Borns / Aberdeen Group","4","9","17","11","medium","low","low"
"other-authors","1997-oracle-data-mart-suite-for-nt-926845","Oracle Data Mart Suite for NT: Hitting The Mass-Market Sweet Spot","1997-06-04","Aberdeen Group","9","8","20","19","high","medium","high"
"other-authors","1997-oracle-designer-2000-3201a7","Oracle Designer/2000","1997-06-04","Aberdeen Group","7","8","18","19","high","low","medium"
"other-authors","1997-oracle-developer-2000-client-server-development-en-5f98ce","Oracle Developer/2000 Client-Server Development Environment","1997-06-04","Aberdeen Group","7","9","18","19","high","low","medium"
"other-authors","1997-peoplesoft-works-the-internet-452445","PeopleSoft Works The Internet: Information Access By Anybody, Anytime, Any Place","1997-06-04","Aberdeen Group","8","9","20","20","high","high","high"
"other-authors","perspecta-inc-september-1997-b8e81d","Perspecta Inc. — September 1997","1997-09-01","Aberdeen Group (Matt Nerney)","2","4","8","21","medium","low",""
"other-authors","pilot-internet-publisher-51e601","Pilot Internet Publisher: A Foundation for Web-Enabled OLAP","1997-02-01","Aberdeen Group","5","14","23","21","high","medium","medium"
"other-authors","platinum-riskadvisor-ec30de","PLATINUM RiskAdvisor: Insurance Data Warehousing For Intelligent Risk Management","1997-01-01","Aberdeen Group","5","15","25","21","high","medium","medium"
"other-authors","powerful-network-management-4cb125","Powerful Network Management Made Easy","1997-10-10","Aberdeen Group","8","14","27","21","high","low","high"
"other-authors","progress-version-8-2-development-environment-3cadac","Progress Version 8.2 Development Environment","1997-09-01","Aberdeen Group (Karen D. Moser)","2","4","15","18","medium","low","medium"
"other-authors","qacenter-automated-software-quality-from-start-to--b7003b","QACenter: Automated Software Quality From Start to Finish","1997-01-01","Aberdeen Group","6","15","25","18","high","medium","medium"
"other-authors","sap-r-3-on-wintel-servers-712986","SAP R/3 on Wintel Servers: To NT or Not to NT...That is the Question","1997-03-01","Aberdeen Group","13","10","23","18","high","medium","high"
"other-authors","sequent-s-numa-q-2000-solutions-77a77c","Sequent's NUMA-Q 2000 Solutions: Reliability Availability Scalability Plus Technology Investment Protection","1997-04-30","Aberdeen Group","13","12","23","18","high","low","medium"
"other-authors","silicon-graphics-origin-servers-a-high-duct-with-p-447a86","Silicon Graphics Origin Servers: A Highly Scalable Product With Potential For The Enterprise","1997-01-01","Aberdeen Group (Wayne Kernochan)","2","3","11","18","medium","low","medium"
"other-authors","sirius-web-enablement-b81ea8","Sirius – The Case For Web Enablement By Mainframe Upgrade","1997-01-01","Wayne Kernochan (Aberdeen Group)","3","4","12","20","medium","medium","high"
"other-authors","soft-mountain-java-a396b5","Soft Mountain -- Event Driven Java: The Super-Glue Telecoms Require","1997-01-01","Traver H. Kennedy (Aberdeen Group)","2","3","9","20","low","low","medium"
"other-authors","hp-smart-contact-b3c359","Solving the Needs of Integrated Contact Centers with Hewlett-Packard Smart Contact","1997-01-01","Hugh Bishop (Aberdeen Group)","3","3","10","20","medium","low","low"
"other-authors","spaceworks-ordermanager-d51dab","SpaceWorks OrderManager: An Electronic Sales Channel for Wholesale Distributors","1997-01-01","David Alschuler (Aberdeen Group)","3","4","10","20","medium","low","low"
"other-authors","1997-sun-workgroup-servers-balancing-competition-and-co-cc57b7","Sun Workgroup Servers: Balancing Competition and Coexistence With Wintel Rivals","1997-09-01","Aberdeen Group (Robert Dorin)","8","5","11","18","medium","low","medium"
"other-authors","1997-tandem-object-relational-data-mining-architecture-2d8139","Tandem Object Relational Data Mining Architecture: Making The Data Mining Promise A Reality","1997-02-11","Aberdeen Group","13","9","21","18","high","high","medium"
"other-authors","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776","Tandem's NonStop Software: Enterprise Clustering For NT, Too","1997-05-14","Aberdeen Group","7","9","20","18","high","medium","high"
"other-authors","1997-teamsap-a3591b","TeamSAP: SAP's Mantra For Assuring Customer Success","1997-08-01","Aberdeen Group","7","7","23","24","high","high","high"
"other-authors","1997-the-business-value-of-applications-hosting-e92e09","The Business Value of Applications Hosting","1997-09-01","Aberdeen Group","8","8","20","18","high","high","medium"
"other-authors","1997-the-compaq-siebel-global-alliance-an-e-roach-to-cu-458c35","The Compaq Siebel Global Alliance: An Enterprise Approach to Customer Interaction Software","1997-11-01","Aberdeen Group","3","3","9","24","medium","medium","high"
"other-authors","1997-the-ec-company-not-your-father-s-edi-c1ebff","The EC Company: Not Your Father's EDI","1997-05-01","Aberdeen Group","12","9","22","24","high","high","medium"
"other-authors","1997-the-new-as-400e-series-aa9cac","The New AS/400e series: Breaking Current Enterprise Scalability Barriers And Historic Perceptions","1997-08-19","Aberdeen Group","11","11","26","24","high","high","high"
"other-authors","1997-tme-10-security-management-8178c6","TME 10 Security Management: Mainframe-class Security for Enterprise Network Computing","1997-02-01","Aberdeen Group","12","10","20","18","high","medium","high"
"other-authors","1997-unify-vision-8fcfc3","Unify VISION: The Future Of High-End Internet Software Development","1997-04-11","Aberdeen Group","11","10","25","18","medium","medium","medium"
"other-authors","1997-unix-and-nt-application-servers-and-workstations-1-29257b","Unix and NT Application Servers and Workstations: 1997-2000 Projections","1997-01-01","John R. Logan / Aberdeen Group","6","2","12","18","medium","low","medium"
"other-authors","1997-vertical-industry-solutions-baan-leads-in-innovati-f12724","Vertical Industry Solutions: Baan Leads In Innovation","1997-07-01","Aberdeen Group","8","8","27","19","high","medium","low"
"other-authors","1997-viasoft-y2k-c2e540","Viasoft y2K: c.era — Reinventing the Year 2000 Solution","1997-05-01","Aberdeen Group","6","7","16","18","medium","low","medium"
"other-authors","vulnerability-assessment-empowering-is-754d9a","Vulnerability Assessment: Empowering IS to Manage Actual Risk","1997-09-01","Aberdeen Group","5","9","30","24","high","high","high"
"other-authors","when-does-remote-control-benefit-9bd6e4","When Does Remote Control Benefit Remote Node Architecture?","1997-06-01","Aberdeen Group (Virginia Brooks)","3","6","20","24","medium","low","medium"
"other-authors","1998-advertising-on-the-internet-leveraging-the-virtual-3972d6","Advertising on the Internet: Leveraging the Virtual Channel for Promotion and Brand Building","1998-11-01","Aberdeen Group","8","6","15","18","high","medium","medium"
"other-authors","1998-cis-report-customer-interaction-software-631068","Managing Customers with Next-Generation Software Applications: 1998 Edition (CIS Report)","1998-10-01","Hugh Bishop, Chris Fletcher, Chris Martins, Chris Pavlic","17","10","18","18","high","high","high"
"other-authors","1998-communicating-business-intelligence-through-comput-0290b1","Communicating Business Intelligence Through Computer-Telephony Integration","1998-01-01","Bill Hills","15","7","18","18","high","medium","high"
"other-authors","1998-industry-dynamics-in-u-s-it-usage-and-spending-199-26aed6","Industry Dynamics in U.S. IT Usage and Spending, 1998","1998-12-01","Aberdeen Group","11","6","28","24","high","medium","high"
"other-authors","1998-information-technology-in-the-retail-sector-the-in-33dc54","Information Technology in the Retail Sector: The Integration Imperative","1998-01-01","Susan Rinehart and Donald Bellomy (Aberdeen Group)","9","7","24","24","high","high","high"
"other-authors","1998-internet-procurement-cdc4a6","Internet Procurement","1998-11-01","Aberdeen Group","7","6","15","24","high","medium","high"
"other-authors","1998-internet-sales-report-4cde3f","Internet Sales: Virtual Corporations, Real Profit","1998-01-01","Chris Stevens (Aberdeen Group)","10","7","22","24","high","medium","medium"
"other-authors","1998-microsoft-nt-windows-2000-multi-user-computing-5f91e4","Microsoft NT/Windows 2000 Multi-User Computing","1998-04-01","Aberdeen Group","3","6","15","18","medium","medium","high"
"other-authors","1998-microsoft-windows-nt-5-0-a-planning-guide-cd9d08","Microsoft Windows NT 5.0: A Planning Guide","1998-10-01","Aberdeen Group (Wayne Kernochan lead; 11 contributing analysts)","4","12","25","19","high","medium","high"
"other-authors","1998-network-integration-services-report-f75108","Transitions in Network Integration Services","1998-01-01","Amy Sachrison, Aberdeen Group","24","8","22","18","medium","low","medium"
"other-authors","1998-nt-professional-services-buying-guide-1998-edition-14e452","NT Professional Services Buying Guide: 1998 Edition","1998-01-01","Joe Clabby, Aberdeen Group","20","6","22","18","high","low","medium"
"other-authors","decision-maker-erp-services-805ce8","The Decision-Maker's Guide to Professional Services Support for ERP Implementations","1998-01-01","Aberdeen Group","8","5","20","18","high","low","medium"
"other-authors","dollars-and-sense-b2b-ec-eb8c9d","The Dollars and Sense of the New Electronic Commerce: Business-to-Business Electronic Commerce in Transition","1998-01-01","Aberdeen Group (David Alschuler)","21","8","25","18","high","medium","high"
"other-authors","process-of-process-eba-335083","The ""Process of Process"": EBA in the Process Manufacturing Industries","1998-03-01","Aberdeen Group","4","5","18","18","high","medium","medium"
"other-authors","utilities-transformed-it-696ffb","Utilities Transformed: The Role of IT in Reshaping the Energy Business, 1998 Edition","1998-01-01","Aberdeen Group (Barton Taylor)","21","11","30","18","high","high","high"
"other-authors","1998-y2k-report-f512fb","Y2K Software Tools Providers 1998","1998-07-01","Andrew Bochman; Management Support Technology, Inc.","15","8","28","19","high","low","medium"
"other-authors","1999-01-linuxcare-draft-profile-6828c0","Linuxcare, Inc.: Enterprise Service and Support for All Things Linux (Draft Profile)","1999-01-01","Aberdeen Group","17","8","20","23","medium","low","medium"
"other-authors","1999-aberdeengroup-newsletter-april-1999-d157ec","AberdeenGroup Newsletter Volume 1 Number 2 — April 1999","1999-04-01","Aberdeen Group","10","15","30","19","medium","medium","high"
"other-authors","1999-crm-professional-services-rpt-96bf13","A Guide to Customer Relationship Management Professional Services: 1999 Edition","1999-01-01","Aberdeen Group","15","9","30","19","high","high","medium"
"other-authors","1999-digitalcash-the-dash-to-digital-cash-enabling-inte-23732b","The Dash to Digital Cash: Enabling Internet Commerce Microtransactions","1999-10-01","Aberdeen Group (revised from Worldscape Strategies)","23","11","32","19","high","high","medium"
"other-authors","1999-managing-customers-with-next-generation-software-a-a5adc4","Managing Customers with Next-Generation Software Applications: 1999 Edition","1999-09-01","Aberdeen Group","24","9","30","19","high","medium","high"
"other-authors","1999-professional-services-automation-rpt-10e22b","Professional Services Automation: Increasing Efficiencies and Profitability in Professional Services Organizations","1999-11-01","David Hofferberth","16","6","22","19","high","medium","high"
"other-authors","2000-enterprise-application-integration1-9e1eca","Enterprise Application Integration: Evolving to Meet e-Business Demands","2000-02-01","Tom Dwyer","9","5","10","19","high","medium","high"
"other-authors","2000-is-windows-nt-windows-2000-enterprise-ready-91f2cb","Is Windows NT/Windows 2000 Enterprise-Ready?","2000-01-15","Joe Clabby","9","7","19","26","high","medium","high"
"other-authors","2000-kpmg-creating-a-successful-dot-com-the-devil-is-in-9dea24","Creating a Successful dot.com: The Devil Is in the Details","2000-02-15","Stephen Lane","4","3","10","26","medium","low","low"
"other-authors","2000-linux-multi-client-study-29e6cf","Linux Multi-Client Study","2000-03-01","Aberdeen Group","7","4","17","26","high","high","high"
"other-authors","2000-oracle-the-e-business-supply-chain-meeting-cu-r-re-1a72ef","The e-Business Supply Chain: Meeting Customer Requirements in the Internet Economy","2000-01-15","Tim A. Minahan","4","4","13","26","medium","medium","medium"
"other-authors","2001-aberdeen-group-blades-an-evolution-in-server-densi-b56557","Blades: An Evolution in Server Density","2001-11-01","Tom Manter","6","5","10","18","high","medium","high"
"other-authors","2001-ca-s-etrust-directory-a-cornerstone-of-e-business--194413","CA's eTrust Directory: A Cornerstone of e-Business Infrastructure","2001-06-01","Jim Hurley","2","7","12","18","medium","low","medium"
"other-authors","2001-ca-s-it-resource-management-solutions-p-ing-it-ope-0855b8","CA's IT Resource Management Solutions Provide a Basis for Running IT Operations as a Business Entity","2001-11-01","Valerie O'Connell","2","4","12","18","medium","low","medium"
"other-authors","2001-compaq-tru64-unix-and-oracle9i-clusters-reduce-cos-17b4b2","Compaq Tru64 Unix and Oracle9i Clusters Combine to Reduce Costs: Can SAP Resist This Fit?","2001-12-01","Robert Dorin","5","5","12","24","medium","low","low"
"other-authors","2001-hp-cpq-merger-collection-edbca1","HP's Acquisition of Compaq: Beyond the Naysayers, the Promise and the Opportunity","2001-09-01","Peter Kastner; Robert Dorin; Bill Claybrook; Aberdeen Group Research Team","10","9","30","24","high","medium","medium"
"other-authors","2001-is-linux-domination-of-the-high-perform-computing--0d06ef","Is Linux Domination of the High-Performance-Computing (HPC) Marketplace Imminent?","2001-10-01","Bill Claybrook","3","4","10","24","medium","medium","high"
"other-authors","2001-linux-is-on-the-move-up-6bf089","Linux Is on the Move - Up!","2001-07-01","Bill Claybrook","6","4","10","24","medium","medium","high"
"other-authors","2001-pdas-in-the-enterprise-analyzing-supplier-viabilit-b2c1d0","PDAs in the Enterprise: Analyzing Supplier Viability","2001-09-01","Isaac Ro; David Wright; Christopher Fletcher","16","5","17","18","high","medium","low"
"other-authors","2001-sap-the-once-and-future-king-fe2827","SAP: The Once and Future King","2001-07-01","David Alschuler; Bill Brandel; Chris Fletcher; Tim Minahan","8","7","15","18","high","high","high"
"other-authors","2001-unisys-benchmark-gorilla-sets-new-sap-and-intel-ba-19cf5a","Unisys 'Benchmark Gorilla' Sets New SAP Standard on Windows- and Intel-based ES7000 Database Server","2001-11-01","Robert Dorin","5","5","11","18","medium","low","medium"
"other-authors","2001-winning-the-enterprise-pocket-pc-will-he-pervasive-7686b2","Winning the Enterprise: Pocket PC Will Be the Pervasive Handheld Platform by 2005","2001-09-01","Isaac Ro; David Wright; Christopher Fletcher","5","5","12","18","high","medium","low"
"other-authors","2002-04-oracle-appsworld-insight-jones-fb0f43","A Kinder, Gentler Larry Ellison? Oracle Turns New Face to Its User Community","2002-04-28","Katherine Jones","8","6","17","25","medium","medium","medium"
"other-authors","2002-802-11a-b-wireless-comes-of-age-6a071d","802.11a,b Wireless Comes of Age","2002-10-04","Russ Craig","4","3","12","25","high","medium","high"
"other-authors","2002-a-kinder-gentler-larry-ellison-oracle-presents-new-cb69fb","A Kinder, Gentler Larry Ellison? Oracle Presents New Face to Its User Community","2002-05-01","Katherine Jones","4","2","11","25","medium","medium","high"
"other-authors","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","Alternate Consumer Electronics Channels and Suppliers Emerge, Threatening Incumbents","2002-07-11","Russ Craig","5","3","12","25","high","high","high"
"other-authors","2002-beyond-windows-8-way-servers-why-businesses-are-de-6828b2","Beyond Windows 8-Way Servers: Why Businesses Are Deploying the Unisys ES7000","2002-07-01","Peter Kastner","5","4","14","25","medium","medium","high"
"other-authors","2002-ca-does-the-right-thing-customers-say-cro-rocks-1fc1d7","CA Does the Right Thing; Customers Say CRO Rocks","2001-11-01","Valerie O'Connell","3","2","13","18","medium","medium","medium"
"other-authors","2002-cable-and-telco-companies-battle-for-home-internet-2baa0b","Cable and Telco Companies Battle for Home Internet Gateway and Network","2002-06-13","Russ Craig, Peter Kastner","5","6","14","18","high","high","high"
"other-authors","2002-it-spending-shows-encouraging-signs-0d61cd","IT Spending Shows Encouraging Signs","2002-11-14","Hugh Bishop, James Tsai","3","3","12","18","medium","medium","high"
"other-authors","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","Microsoft Business Solutions - The New Wave at Stampede","2002-10-01","Katherine Jones","6","6","14","18","high","high","high"
"other-authors","2002-open-source-and-linux-2002-poster-children-for-sec-587674","Open Source and Linux: 2002 Poster Children for Security Problems","2002-11-12","Jim Hurley, Eric Hemmendinger","4","4","11","18","high","medium","low"
"other-authors","2002-performance-breakthroughs-the-benchmarking-fanatic-6d41fa","Performance Breakthroughs: The Benchmarking Fanatics Are Still at It","2002-10-01","Robert Dorin","6","6","13","18","medium","low","medium"
"other-authors","2002-second-generation-pdas-it-s-high-time-for-wireless-c6563f","Second-Generation PDAs: It's High Time for Wireless","2002-03-25","Isaac Ro","5","6","14","18","high","high","high"
"other-authors","2002-undercutting-and-upselling-dell-s-foray-into-the-h-3d70b1","Undercutting and Upselling: Dell's Foray into the Handheld Market","2002-08-01","Isaac Ro, Peter Kastner","6","5","17","18","medium","low","medium"
"other-authors","2002-wireless-lan-security-an-adolescent-market-88de03","Wireless LAN Security: An Adolescent Market","2002-10-01","Eric Hemmendinger","16","8","18","19","high","medium","medium"
"other-authors","2003-06-sarbanes-oxley-insight-pt2-veytsel-3950f2","Melding Financial Operations and Analytics: The New Financial Battleground","2003-06-10","Alex Veytsel","12","7","23","23","high","medium","high"
"other-authors","2003-a-view-of-sun-s-2003-worldwide-analyst-conference-206a10","A View of Sun's 2003 Worldwide Analyst Conference","2003-03-01","Bill Claybrook; Dan Tanner","2","4","10","23","medium","medium","low"
