# Source: access PC Deals 2002-2003.xls

## Sheet: Consumer (2160 rows x 12 cols)
[r0] PricingDate | PCmaker | SKU | ListPrice | CPUclass | CPUspeed | Memory | HDD | Opticals | Monitor | Printer | Merchant
[r1036] 2003-03-03 | eMachines | T1842 | 439.97 | Celeron | 1.8 | 128 DDR | 40 | CD-ROM | 17" Proview Monitor | Lexmark Z25 | BestBuy Stores
[r1037] 2003-03-03 | HP | Pavilion 504n | 519.99 | Celeron | 2 | 256 DDR | 40 | CD-RW |  |  | www.bestbuy.com
[r1038] 2003-03-03 | eMachines | T2460 | 649.99 | Athlon 2400+ | 2 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" eMachines 17S | Lexmark Z25 | www.bestbuy.com
[r1039] 2003-03-03 | HP | 734n | 749.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1040] 2003-03-03 | Compaq | 6420NX | 669.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1041] 2003-03-03 | Compaq | 6400NX | 629.99 | Athlon 1800+ | 1.53 | 128 DDR | 40 | CD-RW | 17" Compaq MV7500 | HP 3420 | CircuitCity Stores
[r1042] 2003-03-03 | Sony | PCV-RX850 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.sonystyle.com
[r1043] 2003-03-03 | Sony | PCV-RS100 | 799.99 | Penitum 4 | 2.0A | 256 DDR | 60 | DVD-RW; CD-RW |  |  | www.circuitcity.com
[r1044] 2003-03-03 | Compaq | 6450NX | 949.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1045] 2003-03-03 | eMachines | T4510 | 999.97 | Pentium 4 | 2.53 | 512 DDR | 100 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1046] 2003-03-03 | eMachines | T4480 | 999.97 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" eView | Lexmark Z25 | CircuitCity Stores
[r1047] 2003-03-03 | Sony | PCV-RXA842 | 949.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.sonystyle.com
[r1048] 2003-03-03 | Dell | Dimension 2350 | 928 | Pentium 4 | 2.0A | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Dell M992 |  | www.dell.com
[r1049] 2003-03-03 | HP | 544n-b | 999.99 | Celeron | 2 | 256 DDR | 40 | CD-RW; DVD-ROM | 15" LCD |  | Radio Shack stores
[r1050] 2003-03-03 | Compaq | 6430US | 1149.97 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Compaq FP5017 LCD | HP 3820 | BestBuy Stores
[r1051] 2003-03-03 | Sony | PCV-RZ14G | 1199.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-RW; CD-RW |  |  | www.sonystyle.com
[r1052] 2003-03-03 | Dell | Dimension 4550 | 1199.7 | Pentium 4 | 2.4 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1053] 2003-03-03 | Dell | Dimension 4550 | 1407 | Pentium 4 | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1054] 2003-03-03 | Dell | Dimension 4550 | 1292.7 | Pentium 4 | 2.66 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1055] 2003-03-03 | HP | 754n | 1349.97 | Penitum 4 | 2.53 | 512 DDR | 80 | DVD+RW; CD-RW | 15" HP F50 LCD | HP 3420 | CircuitCity Stores
[r1056] 2003-03-03 | Sony | PCV-RX860 | 1329.91 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD+RW; CD-RW | 15" Samsung LCD | HP 3420 | CompUSA stores
[r1057] 2003-03-03 | Gateway | 500S  | 1254 | Pentium 4 | 2.4 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1058] 2003-03-03 | Gateway | 500X | 1484 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1059] 2003-03-03 | Dell | Dimension 8250 | 1937 | Pentium 4 | 2.8 | 512 RDRAM 1066 | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1060] 2003-03-03 | Sony | PCV-RZ24G | 1699.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
[r1061] 2003-03-03 | Sony | PCV-RZ16G | 1649.99 | Pentium 4 | 2.66 | 1 GB DDR | 120 | DVD-RW; CD-RW; CD-ROM |  |  | www.sonystyle.com
[r1062] 2003-03-03 | Gateway | 700X | 1784.01 | Pentium 4 | 2.66 | 512 RDRAM | 120 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1063] 2003-03-03 | HP | 873n Media Center | 1649.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW |  |  | www.bestbuy.com
[r1064] 2003-03-03 | Sony | PCV-RZ22G | 1799.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD+/-RW; CD-ROM | 15" Sony X52 flat panel | HP 3820 | CircuitCity Stores
[r1065] 2003-03-03 | Gateway | 700X | 2404.01 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1066] 2003-03-03 | Dell | Dimension 8250 | 2137 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1067] 2003-03-03 | Dell | Dimension 4550 | 1837 | Pentium 4 HT | 3.06 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1068] 2003-03-03 | HP | Pavilion 700 series | 2000 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX75 |  | www.hp.com
[r1069] 2003-03-03 | Sony | PCV-RZ26G | 2099.99 | Pentium 4 HT | 3.06 | 1GB DDR | 160 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
[r1070] 2003-03-03 | Alienware | Area 51 series | 3201 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW |  |  | www.alienware.com
[r1071] 2003-03-10 | eMachines | T2260 | 599.99 | Athlon 2200+ | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1072] 2003-03-10 | Compaq  | 6410NX | 569.97 | Althon 2000+ | 1.67 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Compaq MV7500 | HP 3420 | BestBuy Stores
[r1073] 2003-03-10 | Compaq | 6400NX | 479.97 | Athlon 1800+ | 1.53 | 128 DDR | 40 | CD-RW | 17" Compaq MV7500 | HP 3420 | BestBuy Stores
[r1074] 2003-03-10 | eMachines | T1842 | 389.97 | Celeron | 1.8 | 128 DDR | 40 | CD-ROM | 17" eMachines 17S | Lexmark Z25 | BestBuy Stores
[r1075] 2003-03-10 | eMachines | T2042 | 489.97 | Celeron | 2 | 128 DDR | 40 | CD-RW; DVD-ROM | 17" eMachines 17S | Lexmark Z25 | BestBuy Stores
[r1076] 2003-03-10 | HP | Pavilion 504n | 519.99 | Celeron | 2 | 256 DDR | 40 | CD-RW |  |  | www.bestbuy.com
[r1077] 2003-03-10 | eMachines | T2460 | 649.99 | Athlon 2400+ | 2 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1078] 2003-03-10 | HP | 734n | 749.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1079] 2003-03-10 | Compaq | 6420NX | 669.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1080] 2003-03-10 | HP | 514n | 679.97 | Celeron | 2.2 | 512 DDR | 60 | DVD-ROM; CD-RW | HP 17" MX70 | HP 3420 | CircuitCity Stores
[r1081] 2003-03-10 | Compaq | 6430US | 849.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1082] 2003-03-10 | eMachines | T4510 | 899.99 | Pentium 4 | 2.53 | 512 DDR | 100 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1083] 2003-03-10 | eMachines | T4480 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1084] 2003-03-10 | Dell | Dimension 2350 | 809 | Pentium 4 | 2.0A | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1085] 2003-03-10 | Compaq | 6470NX | 1049.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1086] 2003-03-10 | Dell | Dimension 4550 | 1119 | Pentium 4 | 2.66 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1087] 2003-03-10 | Dell | Dimension 4550 | 1019 | Pentium 4 | 2.53 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1088] 2003-03-10 | Sony | PCV-RX860 | 1049.97 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD+RW; CD-RW |  |  | www.compusa.com
[r1089] 2003-03-10 | Sony | PCV-RXA842 | 949.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.sonystyle.com
[r1090] 2003-03-10 | Compaq | 6450NX | 1199.97 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Compaq FP5017 LCD | HP 3820 | BestBuy Stores
[r1091] 2003-03-10 | HP | 754n | 1099.97 | Penitum 4 | 2.53 | 512 DDR | 80 | DVD+RW; CD-RW | 17" HP MX75 | HP 3820 | BestBuy Stores
[r1092] 2003-03-10 | Sony | PCV-RS100 | 1149.97 | Penitum 4 | 2.0A | 256 DDR | 60 | DVD-RW; CD-RW | 15" Sony X52 flat panel | Canon S330 | CircuitCity Stores
[r1093] 2003-03-10 | Compaq | 6000T series | 1369.99 | Pentium 4 HT | 3.06 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Compaq CV7500 | HP 3820 | BestBuy Stores
[r1094] 2003-03-10 | Dell | Dimension 4550 | 1329 | Pentium 4 | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1095] 2003-03-10 | Gateway | 500S  | 1270 | Pentium 4 | 2.4 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1096] 2003-03-10 | Gateway | 500X | 1500 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1097] 2003-03-10 | Sony | PCV-RZ22G | 1599.97 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD+/-RW; CD-ROM | 15" Sony SDM-S51 | HP 3820 | BestBuy Stores
[r1098] 2003-03-10 | Dell | Dimension 8250 | 2009 | Pentium 4 | 2.8 | 512 RDRAM 1066 | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1099] 2003-03-10 | Sony | PCV-RZ24G | 1699.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
[r1100] 2003-03-10 | Sony | PCV-RZ16G | 1649.99 | Pentium 4 | 2.66 | 1 GB DDR | 120 | DVD-RW; CD-RW; CD-ROM |  |  | www.sonystyle.com
[r1101] 2003-03-10 | Gateway | 700X | 1770 | Pentium 4 | 2.66 | 512 RDRAM | 120 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1102] 2003-03-10 | HP | 873n Media Center | 1649.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW |  |  | www.bestbuy.com
[r1103] 2003-03-10 | Gateway | 700X | 2390 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1104] 2003-03-10 | Dell | Dimension 8250 | 2249 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1105] 2003-03-10 | Dell | Dimension 4550 | 1849 | Pentium 4 HT | 3.06 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1106] 2003-03-10 | HP | Pavilion 700 series | 1938.99 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX75 |  | www.hp.com
[r1107] 2003-03-10 | Sony | PCV-RZ26G | 2299 | Pentium 4 HT | 3.06 | 1GB DDR | 160 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
[r1108] 2003-03-10 | Alienware | Area 51 series | 3201 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW |  |  | www.alienware.com
[r1109] 2003-03-10 | VPR Matrix | FT9100 | 1899.99 | Pentium 4 HT | 3.06 | 512 DDR | 100 | DVD-RW; DVD-ROM |  |  | www.bestbuy.com
[r1110] 2003-03-16 | eMachines | T2260 | 599.99 | Athlon 2200+ | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1111] 2003-03-16 | Compaq  | 6410NX | 589.99 | Althon 2000+ | 1.67 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1112] 2003-03-16 | Compaq | 6400NX | 599.99 | Athlon 1800+ | 1.53 | 128 DDR | 40 | CD-RW | 17" Compaq MV7500 | HP 3420 | CircuitCity Stores
[r1113] 2003-03-16 | eMachines | T1842 | 389.97 | Celeron | 1.8 | 128 DDR | 40 | CD-ROM | 17" eMachines 17S | Lexmark Z25 | BestBuy Stores
[r1114] 2003-03-16 | eMachines | T2042 | 489.97 | Celeron | 2 | 128 DDR | 40 | CD-RW; DVD-ROM | 17" eMachines 17S | Lexmark Z25 | BestBuy Stores
[r1115] 2003-03-16 | HP | 514n | 599.99 | Celeron | 2.2 | 512 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1116] 2003-03-16 | HP | Pavilion 504n | 519.99 | Celeron | 2 | 256 DDR | 40 | CD-RW |  |  | www.bestbuy.com
[r1117] 2003-03-16 | eMachines | T2460 | 649.99 | Athlon 2400+ | 2 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1118] 2003-03-16 | HP | 734n | 749.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1119] 2003-03-16 | Compaq | 6420NX | 669.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW | C17" Compaq MV7500 |  | CompUSA stores
[r1120] 2003-03-16 | Dell | Dimension 4550 | 888 | Pentium 4 | 2.66 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1121] 2003-03-16 | Dell | Dimension 4550 | 818 | Pentium 4 | 2.53 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1122] 2003-03-16 | Compaq | 6430US | 849.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1123] 2003-03-16 | eMachines | T4510 | 849.99 | Pentium 4 | 2.53 | 512 DDR | 100 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1124] 2003-03-16 | Compaq | 6473SA | 899.98 | Pentium 4 | 2.4 | 256 DDR | 40 | DVD-ROM; CD-RW | 17" Compaq FS7550 |  | Staples stores
[r1125] 2003-03-16 |  |  |  |  |  |  |  |  |  |  | 
[r1126] 2003-03-16 | eMachines | T4480 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1127] 2003-03-16 | Dell | Dimension 2350 | 758 | Pentium 4 | 2.0A | 256 DDR | 60 | CD-RW | 17" Dell E772 |  | www.dell.com
[r1128] 2003-03-16 | Sony | PCV-RS100 | 799.99 | Penitum 4 | 2.0A | 256 DDR | 60 | DVD-RW; CD-RW |  |  | www.circuitcity.com
[r1129] 2003-03-16 | HP | 754n | 1049.94 | Penitum 4 | 2.53 | 512 DDR | 80 | DVD+RW; CD-RW | 17" HP MX75 | HP 3820 | CompUSA stores
[r1130] 2003-03-16 | Compaq | 6470NX | 1049.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1131] 2003-03-16 | Compaq | 6450NX | 949.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1132] 2003-03-16 | eMachines | T4480 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1133] 2003-03-16 | Sony | PCV-RX860 | 1049.97 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD+RW; CD-RW |  |  | www.compusa.com
[r1134] 2003-03-16 | Sony | PCV-RXA842 | 949.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.sonystyle.com
[r1135] 2003-03-16 |  |  |  |  |  |  |  |  |  |  | 
[r1136] 2003-03-16 | Gateway | 500S  | 1199 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1137] 2003-03-16 | Dell | Dimension 4550 | 1298 | Pentium 4 | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1138] 2003-03-16 | Gateway | 500X | 1479 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1139] 2003-03-16 | Sony | PCV-RZ22G | 1449.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD+/-RW; CD-ROM |  |  | www.bestbuy.com
[r1140] 2003-03-16 | Dell | Dimension 8250 | 1748 | Pentium 4 | 2.8 | 512 RDRAM 1066 | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1141] 2003-03-16 | Sony | PCV-RZ24G | 1699.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
[r1142] 2003-03-16 | Sony | PCV-RZ16G | 1649.99 | Pentium 4 | 2.66 | 1 GB DDR | 120 | DVD-RW; CD-RW; CD-ROM |  |  | www.sonystyle.com
[r1143] 2003-03-16 | Gateway | 700X | 1729.01 | Pentium 4 | 2.66 | 512 RDRAM | 120 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1144] 2003-03-16 | HP | 873n Media Center | 1649.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW | 15" HP F50 LCD |  | CompUSA stores
[r1145] 2003-03-16 | Gateway | 700X | 2419.01 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1146] 2003-03-16 | Dell | Dimension 8250 | 2008 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1147] 2003-03-16 | Dell | Dimension 4550 | 1818 | Pentium 4 HT | 3.06 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1148] 2003-03-16 | HP | Pavilion 700 series | 1928.99 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX75 |  | www.hp.com
[r1149] 2003-03-16 | Sony | PCV-RZ26G | 2299.99 | Pentium 4 HT | 3.06 | 1GB DDR | 160 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
[r1150] 2003-03-16 | Alienware | Area 51 series | 2648 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW |  |  | www.alienware.com
[r1151] 2003-03-23 | eMachines | T2260 | 599.99 | Athlon 2200+ | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1152] 2003-03-23 | Compaq  | 6410NX | 589.99 | Althon 2000+ | 1.67 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1153] 2003-03-23 | Compaq | 6400NX | 529.99 | Athlon 1800+ | 1.53 | 128 DDR | 40 | CD-RW | 17" Compaq MV7500 | HP 3420 | CircuitCity Stores
[r1154] 2003-03-23 | eMachines | T1842 | 399.97 | Celeron | 1.8 | 128 DDR | 40 | CD-ROM | 17" eMachines 17S | Lexmark Z25 | BestBuy Stores
[r1155] 2003-03-23 | eMachines | T2042 | 489.97 | Celeron | 2 | 128 DDR | 40 | CD-RW; DVD-ROM | 17" eMachines 17S | Lexmark Z25 | BestBuy Stores
[r1156] 2003-03-23 | HP | 514n | 599.99 | Celeron | 2.2 | 512 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1157] 2003-03-23 | HP | 504n | 519.99 | Celeron | 2 | 256 DDR | 40 | CD-RW |  |  | www.bestbuy.com
[r1158] 2003-03-23 | Compaq | 6450NX | 749.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | CompUSA stores
[r1159] 2003-03-23 | eMachines | T2460 | 649.99 | Athlon 2400+ | 2 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1160] 2003-03-23 | HP | 734n | 749.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1161] 2003-03-23 | Compaq | 6420NX | 619.97 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW | C17" Compaq MV7500 |  | www.compusa.com
[r1162] 2003-03-23 | Compaq | 6430NX | 849.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hp.com
[r1163] 2003-03-23 | eMachines | T4510 | 849.99 | Pentium 4 | 2.53 | 512 DDR | 100 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1164] 2003-03-23 | eMachines | T4480 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1165] 2003-03-23 | Dell | Dimension 2350 | 779 | Pentium 4 | 2.0A | 256 DDR | 60 | CD-RW | 17" Dell E772 |  | www.dell.com
[r1166] 2003-03-23 | Compaq | 6470NX | 1049.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com & www.compusa.com
[r1167] 2003-03-23 | Sony | PCV-RS220 | 999.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.sonystyle.com
[r1168] 2003-03-23 | HP | 754n | 999.97 | Penitum 4 | 2.53 | 512 DDR | 80 | DVD+RW; CD-RW |  |  | www.compusa.com
[r1169] 2003-03-23 | Dell | Dimension 4550 | 1048 | Pentium 4 | 2.53 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1170] 2003-03-23 | Sony | PCV-RX860 | 1049.97 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD+RW; CD-RW |  |  | www.compusa.com
[r1171] 2003-03-23 | Sony | PCV-RXA842 | 929.99 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.pcconnection.com
[r1172] 2003-03-23 | HP | 764n | 1199.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.hpshopping.com
[r1173] 2003-03-23 | Dell | Dimension 4550 | 1148 | Pentium 4 | 2.66 | 512 DDR 333MHz | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1174] 2003-03-23 | HP | 754n | 1099.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R |  |  | www.hpshopping.com
[r1175] 2003-03-23 | Gateway | 500S  | 1199 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1176] 2003-03-23 | Dell | Dimension 4550 | 1378 | Pentium 4 | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1177] 2003-03-23 | HP | 854n Media Center | 1399.97 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW |  |  | www.compusa.com
[r1178] 2003-03-23 | Gateway | 500X | 1479 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1179] 2003-03-23 | Dell | Dimension 8250 | 1788 | Pentium 4 | 2.8 | 512 RDRAM 1066 | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1180] 2003-03-23 | HP | 864n Media Center | 2149.97 | Pentium 4 | 2.66 | 512 DDR | 160 | DVD+RW/+R; CD-RW | 15" HP F50 LCD | HP 3820 | Best Buy stores
[r1181] 2003-03-23 | Sony | PCV-RZ24G | 1949.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD+/-RW; CD-RW | 15" Sony X52 LCD | Canon S330 | BestBuy Stores
[r1182] 2003-03-23 | Sony | PCV-RZ16G | 1649.99 | Pentium 4 | 2.66 | 1 GB DDR | 120 | DVD-RW; CD-RW; CD-ROM |  |  | www.sonystyle.com
[r1183] 2003-03-23 | Gateway | 700X | 1889.01 | Pentium 4 | 2.66 | 512 RDRAM | 160 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1184] 2003-03-23 | Sony | PCV-RZ22G | 1729.97 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD+/-RW; CD-ROM | 15" Sony S51 LCD | Canon S330 | BestBuy Stores
[r1185] 2003-03-23 | Gateway | 700X | 2459.01 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-ROM; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1186] 2003-03-23 | Dell | Dimension 8250 | 2048 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1187] 2003-03-23 | Dell | Dimension 4550 | 1898 | Pentium 4 HT | 3.06 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r1188] 2003-03-23 | HP | Pavilion 700 series | 1928.99 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX75 |  | www.hp.com
[r1189] 2003-03-23 | Sony | PCV-RZ26G | 2299.99 | Pentium 4 HT | 3.06 | 1GB DDR | 160 | DVD+/-RW; CD-RW |  |  | www.bestbuy.com
