"row_id","article_seq","date","headline","publication","author","content_type","kastner_quotation","immediate_context","is_predictive","prescience_score","prescience_rationale","forecast_horizon_years","theme","decade","accuracy_outcome","verdict_rationale","verdict_sources","pipeline_route_reason"
"443","471","2006-05-01","Can Caspio Penetrate the Enterprise On Demand?","InternetNews.com","Michael Hickins","online-article","The challenge he has is getting his product enough visibility, so he can take a simple product and turn it into a mass-market phenomenon,","'"" Zamani also founded pioneering e-commerce site Autoweb.com, which Kastner says gives him a lot of credibility. But to succeed at the enterprise level, he will have to get himself noticed in an increasingly crowded marketplace. CNET Peter Kastner wrote ""The challenge he has is getting his product enough visibility, so he can take a simple product and turn it into a mass-market phenomenon,"" said Kastner. ""By comparison, take your typical laptop. Prospective buyers are able to see the exact spec","yes","medium","Kastner identified the core challenge of visibility for the product to become a mass-market phenomenon; this correctly diagnosed the obstacle many enterprise software entrants face.","2","e-commerce-and-internet","2000s","","","","pdf_format_mismatch"
"444","472","2009-05-10","Catalina588 comment on 'The iPhone's secret silicon: A need to know?'","CNET","Peter S. Kastner","authored-column","By comparison, take your typical laptop. Prospective buyers are able to see the exact specifications and make an informed buying decision.","vel, he will have to get himself noticed in an increasingly crowded marketplace. CNET Peter Kastner wrote ""The challenge he has is getting his product enough visibility, so he can take a simple product and turn it into a mass-market phenomenon,"" said Kastner. ""By comparison, take your typical laptop. Prospective buyers are able to see the exact specifications and make an informed buying decision."" No way do buyers see exact specifications at the chip level. What is the Ethernet chip in your desk","no","not-applicable","Observational — current-state analysis.","0","pcs-and-clients","2000s","","","","not_in_pdf"
"445","473","2003-01-07","Get Savv-""e"": Capture e-mail names!","ChannelMedia Retail Newsletter","","online-article",": Capture e-mail names!","may make a few happy customers who will come back and upgrade. No matter what, you are taking cost out of the equation. Get Savv-""e"": Capture e-mail names! ""If the brick and mortar guys are looking around for customers, they may be home online,"" said Peter Kastner, Chief Research Officer at Aberdeen Group, a market research firm based in Boston. He predicted that online sales would grow around 15 percent this holiday season compared to last, while sales at retail stores are only set to expand ab","yes","high","Kastner's advice to capture e-mail names proved prescient — email marketing became a cornerstone of digital commerce strategy throughout the 2000s and beyond.","5","it-spend-and-market-outlook","2000s","","","","pdf_format_mismatch"
"446","474","2002-12-06","Chip Makers No Longer 'Drowning'","InformationWeek","Larry Greenemeier","online-article","They're saying that they're not drowning anymore,","AMD says PC processor demand and flash memory products could push fourth-quarter sales to $700 million, better than originally expected but still well below the $952 million racked up a year ago. ""They're saying that they're not drowning anymore,"" says Peter Kastner, Aberdeen Group's chief research officer. What remains to be seen is whether buyers will buy more PCs and servers. ""We don't see any killer apps, but the Y2K generation of PCs is getting a little long in the tooth."" Reliable NT clust","no","not-applicable","Observational — current-state analysis.","0","os-and-platforms","2000s","","","","pdf_format_mismatch"
"447","480","1996-10-28","Cluster's Next Stand: Reliable NT","InformationWeek","","magazine-article","The beauty of ServerNet is that it moves data peripheral-to-peripheral,","mpaq, Dell, and HP. ServerNet is winning praise-- especially for the way it's implemented in Himalaya systems, which have a router inside to boost input/output performance. ""The beauty of ServerNet is that it moves data peripheral-to-peripheral,"" says Peter Kastner, an analyst at the Aberdeen Group, a research firm in Boston. ""ServerNet is a good infrastructure for building fast and extensible clusters."" The technology ""allows us to remove everything from the processor, except the computing,""","no","not-applicable","Observational — current-state analysis.","0","networking-and-comms","1990s","","","","not_in_pdf"
"448","481","2003-08-13","HP's push of new consumer products highlights its strength","CNN/Money","Paul R. La Monica","online-article","HP is finally showing leadership in the home consumer tech sector,","y proud of its bread-and-butter printing business, but that capitalizing on the digital photography wave can help lead the company forward to even higher levels of profitability. ""HP is finally showing leadership in the home consumer tech sector,"" said Peter Kastner, chief research officer for Aberdeen Group. ""By standing up and rallying consumers, HP has a very good chance of success."" Analysts quoted in this story do not own HP and their firms have no investment banking relationships with the","no","not-applicable","Observational — current-state analysis.","0","vendor-strategy-and-ma","2000s","","","","not_in_pdf"
"449","482","2003-05-21","Tech Investor: Deflation, the dropping dollar, and tech","CNN/Money","Eric Hellweg","authored-column","It's the 800-pound gorilla in the room, and no one's talking about it,","ion, but now must deal with the very real possibility that its ugly cousin could make an appearance. Many in the tech industry didn't even want to contemplate the prospect. ""It's the 800-pound gorilla in the room, and no one's talking about it,"" says Peter Kastner, chief research officer at Aberdeen Group. ""Hardware manufacturers have to produce and sell a lot more units at a lower price to keep up on the revenue treadmill. Units are up almost 30 percent at Dell (DELL: Research, Estimates), but","no","not-applicable","Observational — current-state analysis.","0","pcs-and-clients","2000s","","","","not_in_pdf"
"450","482","2003-05-21","Tech Investor: Deflation, the dropping dollar, and tech","CNN/Money","Eric Hellweg","authored-column","That's what Moore's Law is all about.","Kastner (CRO, Aberdeen Group) on why tech should be less terrified of deflation than other sectors: the industry is inherently deflationary, historically driven by innovation rather than downward pricing pressure; it could simply speed up Moore's Law a notch in its forecasts.","yes","high","Kastner's 2003 thesis that the tech industry is inherently deflationary via Moore's Law — and therefore more resilient to macro deflation than other sectors — was strongly vindicated over the following decade: compute, storage, and bandwidth unit costs continued their multi-decade decline while tech revenues and margins expanded.","5-10","storage","2000s","","","","not_in_pdf"
"451","483","2002-11-08","Tech Investor: Instant Messaging goes corporate","CNN/Money","Eric Hellweg","authored-column","It's quite likely that IM will grow up and into the existing corporate communications infrastructure, which includes calendar and e-mail and will eventually include WebEx services,","sers to start a WebEx meeting from the product's menu options. ""It's quite likely that IM will grow up and into the existing corporate communications infrastructure, which includes calendar and e-mail and will eventually include WebEx services,"" says Peter Kastner, chief research officer for Aberdeen Research. The major companies' push into corporate messaging offers ""some validation for WebEx,"" notes Michael Gartenberg, a research director at Jupiter Research. ""But it should be a cause for conc","yes","high","IM did grow into corporate communications infrastructure — unified communications platforms (Microsoft Teams/Lync","0","vendor-strategy-and-ma","2000s","","","","not_in_pdf"
"452","484","2003-04-10","Tech Investor: Is SARS sickening tech?","CNN/Money","Eric Hellweg","authored-column","Goods are moving freely, and we haven't seen changes in commodity spot prices, which might indicate a decrease in supply,","roved and that the tech execs he's spoken to say they've suffered no disruptions to their supply chains. ""Goods are moving freely, and we haven't seen changes in commodity spot prices, which might indicate a decrease in supply,"" he says. Still, Kastner says he is hearing a new concern about China's opaqueness with health information. Many companies outsource their manufacturing to China because it meets the three requirements for the tech supply chain: low cost, high quality, and dependability.","no","not-applicable","Observational — current-state analysis.","0","vendor-strategy-and-ma","2000s","","","","not_in_pdf"
"453","484","2003-04-10","Tech Investor: Is SARS sickening tech?","CNN/Money","Eric Hellweg","authored-column","This isn't the first time China has stiff-armed the world on a major global health issue,","its official SARS tally between mid-February and last week), many are now questioning whether the dependability factor has suffered an irreparable blow. ""This isn't the first time China has stiff-armed the world on a major global health issue,"" Kastner says. ""Tech companies, which heretofore had rushed to outsource to China because of the quality and low cost, are now rethinking whether they can put all their high-tech eggs in the China basket."" Comdex 2003: Sun Microsystems sets new, aggressive","no","not-applicable","Observational — current-state analysis.","0","vendor-strategy-and-ma","2000s","","","","not_in_pdf"
"454","485","2003-11-18","Comdex 2003: Sun Microsystems sets new, aggressive strategy","The Seattle Times","Kim Peterson","newspaper-article","McNealy said. The alliance is expected to give both companies more leverage in competing with larger rivals, including chip-making giant Intel, in AMD's case, and computer maker Dell in Sun's. The move is likely to attract attention of IBM, which said earlier this year it would use the Opteron chip.","ely to attract attention of IBM, which said earlier this year it would use the Opteron chip. ""Sun can use AMD's Opteron to compete directly against IBM in the head-to-head Opteron battle"" for price- conscious buyers of high-performance computers, said Peter Kastner, an analyst with The Aberdeen Group. Perhaps more significant for Sun, he said, is that the company's move also diversifies its product offerings, which could help retain its customer base. Without those customers, Sun doesn't stand m","yes","medium","The Sun-AMD alliance gave both companies more leverage against Intel and IBM in the Opteron market; however Sun's competitive position continued to decline despite the partnership.","3","pcs-and-clients","2000s","","","","pdf_format_mismatch"
"455","485","2003-11-18","Comdex 2003: Sun Microsystems sets new, aggressive strategy","The Seattle Times","Kim Peterson","newspaper-article","Perhaps more significant for Sun, the company's move also diversifies its product offerings, which could help retain its customer base. Without those customers, Sun doesn't stand much of a chance.","Kastner (Aberdeen Group analyst) on Sun's November 2003 Comdex announcement of AMD Opteron-based Sun Fire systems: the diversification away from SPARC/Solaris is existential customer-retention insurance.","yes","high","Kastner's read that Sun had to diversify off pure-SPARC to retain customers was accurate: the AMD Opteron-based Sun Fire x64 line did help Sun hold enterprise accounts in the mid-2000s, but Sun's broader inability to arrest SPARC/Solaris decline culminated in the 2010 Oracle acquisition — consistent with the warning 'without those customers, Sun doesn't stand much of a chance.'","5","databases-and-middleware","2000s","","","","pdf_format_mismatch"
"456","486","2006-09-08","Companies Reap Benefits from BPM Investments","Business Technology Asia","","online-article","The prime reason the market will accelerate is that 42% of the companies represented in our survey are in the planning stages of a BPM technology we call 'business process monitoring,' which allows companies to view certain business events,",". ""The prime reason the market will accelerate is that 42% of the companies represented in our survey are in the planning stages of a BPM technology we call 'business process monitoring,' which allows companies to view certain business events,"" says Peter S. Kastner, Aberdeen Vice President and Research Director for Enterprise Integration, who authored the report. ""Based on the excitement elicited in follow-up interviews as part of the survey, we believe BPM, and especially business process moni","yes","high","BPM market did accelerate significantly in the mid-to-late 2000s as process monitoring and automation tools gained widespread enterprise adoption.","3","it-spend-and-market-outlook","2000s","","","","pdf_format_mismatch"
"457","487","1998-01-21","Compaq Leads $25 Million Funding of CrossWorlds Software","PR Newswire","","press-release","CrossWorlds Software has locked up the attention and commitment of some of the industry's largest players. This is a huge barrier to entry for anyone else coming into this space,","tplace and continue to build demand for these solutions globally."" ""CrossWorlds Software has locked up the attention and commitment of some of the industry's largest players. This is a huge barrier to entry for anyone else coming into this space,"" said Peter Kastner, vice president of Aberdeen Group. ""CrossWorlds is well on its way to creating a new industry around Processware as an integration solution strategy for major global corporate IT organisations."" MAJOR CORPORATE INVESTORS The corporat","yes","low","CrossWorlds Software was acquired by IBM in 2001 and its technology absorbed into IBM's middleware portfolio; the claimed barrier to entry did not sustain CrossWorlds as an independent player.","2","databases-and-middleware","1990s","","","","pdf_format_mismatch"
"459","475","2002-10-16","Kabellos: Keyboard und Maus von Microsoft","Heise Online","Dusan Zivadinovic","online-article","The Bluetooth market has been off to a very ragged start. Microsoft products will add fuel to the fire,","hot in the arm to Bluetooth, an emerging standard aimed at replacing cables with short-range wireless links. ""The Bluetooth market has been off to a very ragged start. Microsoft products will add fuel to the fire,"" Aberdeen Group analyst Peter Kastner said. Microsoft to offer a $159 Bluetooth bundle including a keyboard, mouse and transponder device, that attaches to the back of a desktop or laptop computer to receive and send data. The keyboard and mouse work only with computers using Micros","yes","high","Bluetooth did indeed struggle early then gain adoption momentum as Microsoft and other major vendors incorporated it into their products; by mid-2000s Bluetooth became ubiquitous.","3","mobile-and-wireless","2000s","","","","not_in_pdf"
"460","490","2002-10-15","Microsoft launches wireless keyboard and mouse","Reuters","Reed Stevenson","online-article","Aberdeen's Kastner estimated that Microsoft would be disappointed if it did not sell at least 100,000 of the products during the holiday season.","ering could take time to sell in volume since people who have computers already have keyboards and mice too. But as more Bluetooth devices come on the market it will provide customers with more reasons to buy Bluetooth, he said. Aberdeen's Kastner estimated that Microsoft would be disappointed if it did not sell at least 100,000 of the products during the holiday season. IDC analyst Roger Kay said the price is high enough to allow Microsoft's competitors to viably introduce cheaper products.","yes","medium","The prediction of 100","1","mobile-and-wireless","2000s","","","","not_in_pdf"
"461","493","2004-10-04","Cool Stuff -- Apple","InformationWeek","Aaron Ricadela","magazine-article","Apple doesn't have the support and selling resources any longer to take on the entire global enterprise market,","customers involve basic server and storage technology. ""The bills are going to be paid with the one, two, three, four Xserves and a few terabytes of RAID storage,"" he says. Apple knows that and has been tweaking its enterprise strategy around it, Kastner says. ""Apple doesn't have the support and selling resources any longer to take on the entire global enterprise market,"" he explains. ""But since the introduction of the Xserve and Xserve RAID, they now have a very good story that they can take to","no","not-applicable","Observational — current-state analysis.","0","storage","2000s","","","","not_in_pdf"
"462","196","2004-06-08","AMD's Semprons Spare Athlon from Low-End Market","TechNewsWorld","Jay Lyman","online-article","Jay Lyman AMD's Semprons Spare Athlon from Low-End Market 06/08/04 10:24 AM PT | TechNewsWorld | 552 Words Aberdeen Group chief research officer Peter Kastner said there might not be increasing budget market demand in the United States, but in other parts of the world such as Thailand or Maylaysia, the so-called white-box market represents 40 percent of available sales...","ting , the Xgrid will be worth watching in the marketplace. As part of the conference,... Jay Lyman AMD's Semprons Spare Athlon from Low-End Market 06/08/04 10:24 AM PT | TechNewsWorld | 552 Words Aberdeen Group chief research officer Peter Kastner said there might not be increasing budget market demand in the United States, but in other parts of the world such as Thailand or Maylaysia, the so-called white-box market represents 40 percent of available sales... 1 2 3 4 5 6 Next Does Dell's Bui","yes","high","Global white-box PC markets in developing economies like Southeast Asia did represent 40%+ of sales and remained a significant segment through the 2000s.","3","pcs-and-clients","2000s","","","","pdf_format_mismatch"
"463","491","2002-07-30","Does Dell's Build-to-Order Model Still Work?","E-Commerce Times","Lou Hirsh","online-article","All of its competitors are trying to beat Dell at Dell's own game,","tential long-term hurdles as it seeks to boost its customer base and fend off challengers. ""All of its competitors are trying to beat Dell at Dell's own game,"" Aberdeen Group chief research officer Peter Kastner told the E-Commerce Times. But Kastner said rivals have found it hard to top Dell's strategy, which entails cutting costs by keeping inventory low and preventing the problems presented by unsold, obsolete products gathering dust on shelves. Capturing Market Share This build-to-order mode","no","not-applicable","Observational — current-state analysis.","0","e-commerce-and-internet","2000s","","","","pdf_format_mismatch"
"464","491","2002-07-30","Does Dell's Build-to-Order Model Still Work?","E-Commerce Times","Lou Hirsh","online-article","They're able to move the throttle much more quickly than the competition,","to-order model has worked not only with PCs, but in other segments where Dell has been capturing market share, including servers, workstations and notebook computers. In an atmosphere in which cutting spending remains a major competitive factor, Kastner said, Dell is poised to ride out tough times while positioning itself for the recovery, when corporate IT investment increases. ""They're able to move the throttle much more quickly than the competition,"" he noted. According to Dell spokesperson M","no","not-applicable","Observational — current-state analysis.","0","pcs-and-clients","2000s","","","","pdf_format_mismatch"
"465","492","2004-06-21","IBM Dominates Supercomputer List","E-Commerce Times","Keith Regan","online-article","This is an example of how the less expensive computing power can really become important.","Kastner (Aberdeen Group) on supercomputing democratization — cheap clustered commodity hardware enables scientific and military research applications that previously required purpose-built systems.","no","not-applicable","Observational — current-state analysis.","0","vendor-strategy-and-ma","2000s","","","","pdf_format_mismatch"
"466","492","2004-06-21","IBM Dominates Supercomputer List","E-Commerce Times","Keith Regan","online-article","There are applications in the military, in medical research, in all fields of science,","puter makers, striving to build ever-faster systems has important implications for research, Aberdeen Group analyst Peter Kastner told the E-Commerce Times. ""There are applications in the military, in medical research, in all fields of science,"" Kastner said. ""This is an example of how the less expensive computing power can really become important."" Customers Tire of Excuses for Rebates That Never Arrive By HOWARD MILLMAN – New York Times Published: Thursday, April 17, 2003 SHEROL DUVAL applied","no","not-applicable","Observational — current-state analysis.","0","e-commerce-and-internet","2000s","","","","pdf_format_mismatch"
"467","494","2003-04-17","Customers Tire of Excuses for Rebates That Never Arrive","The New York Times","Howard Millman","newspaper-article","It is a primary reason for using rebates instead of sales. It also boggles the mind that otherwise upstanding product companies would pursue this tawdry strategy, which can alienate their consumers.","Kastner (Aberdeen Group) in NYT 2003-04-17 — characterizes manufacturer dependence on low rebate redemption rates as a 'tawdry strategy.' Paired with his 'underregulated consumer swamp' framing in same article.","no","not-applicable","Moral/characterization claim ('tawdry strategy') about manufacturer reliance on low rebate-redemption rates — opinion, not a forecast.","0","it-spend-and-market-outlook","2000s","","","","pdf_format_mismatch"
"468","196","2003-06-01","Why You Need To Replace Those Windows 98 And NT Machines","Aberdeen Group (report)","Peter S. Kastner","authored-column","the Consumer Digital Technology Practice at Aberdeen Group, in his report titled, ‘Why You Need To Replace Those Windows* 98 And NT* Machines’ said, “Looking down the road, keeping Windows 98-era PCs around much longer will move from the executive’s prudent category to the stupid category.” Kastner says mid-2003 is a good time for starting or accelerating a PC replacement cycle.","deen Group, in his report titled, ‘Why You Need To Replace Those Windows* 98 And NT* Machines’ said, “Looking down the road, keeping Windows 98-era PCs around much longer will move from the executive’s prudent category to the stupid category.” Kastner says mid-2003 is a good time for starting or accelerating a PC replacement cycle. There are some good reasons for this. Windows XP Pro Service Pack 1 is already out in the field – KPMG sees an average three-year benefit of US$561 per user associate","yes","high","Windows 98/NT machines became increasingly unsupported and costly to maintain; companies that delayed PC refresh cycles into the mid-2000s indeed faced security and compatibility crises (e.g.","0","security","2000s","","","","pdf_format_mismatch"
"469","196","1981-03-20","Defense Industry Gearing Up","The New York Times","Pamela G. Hollie","newspaper-article","''With companies competing for scarce resources, in this case people, the use of computers to do the drafting, the design work and manufacturing is becoming increasingly important,'' said Peter Kastner, government market planner for Prime Computer Inc.","ill mean increased demand for computers to improve productivity. ''With companies competing for scarce resources, in this case people, the use of computers to do the drafting, the design work and manufacturing is becoming increasingly important,'' said Peter Kastner, government market planner for Prime Computer Inc. of Natick, Mass. The 10-year-old company, with sales of $267 million, has also been providing software for the cruise missile project. ''Weapons are more sophisticated,'' Mr. Kastner","no","not-applicable","Observational — current-state analysis.","0","it-spend-and-market-outlook","1980s","","","","pdf_format_mismatch"
"470","196","1981-03-20","Defense Industry Gearing Up","The New York Times","Pamela G. Hollie","newspaper-article","''Weapons are more sophisticated,'' Mr. Kastner said. ''Missiles have to be smart enough to fly from here to Moscow at 100 feet above the ground without human intervention.''","The 10-year-old company, with sales of $267 million, has also been providing software for the cruise missile project. ''Weapons are more sophisticated,'' Mr. Kastner said. ''Missiles have to be smart enough to fly from here to Moscow at 100 feet above the ground without human intervention.'' The military buildup presents other problems for contractors.","no","not-applicable","Observational — current-state analysis of Prime Computer defense software role.","0","vendor-strategy-and-ma","1980s","","","","pdf_format_mismatch"
"471","585","2003-11-14","Dell's shares ease in aftermath of Q3 earnings report","MarketWatch (CBS.MarketWatch.com)","Rex Crum","online-article","In the case of Dell, the enterprise sales show what their bread and butter is,","s, even though it and computing rivals such as Hewlett-Packard and Gateway launch efforts to gain pieces of the more publicly visible consumer electronics market. ""In the case of Dell, the enterprise sales show what their bread and butter is,"" said Peter Kastner, computing analyst with the Aberdeen Group. ""The recent announcements in consumer electronics signal next year's growth."" Gross margins remained flat on a year-over-year basis at 18.2 percent, leading to some initial market concerns abou","no","not-applicable","Observational — current-state analysis.","0","pcs-and-clients","2000s","","","","not_in_pdf"
"472","196","2004-06-08","Dell Debuts 64-bit Itanium Server","ServerWatch","Clint Boulton","online-article","A 4-way Itanium benchmarks commercial applications like many 8-way Xeon machines,","rdeen Group, said the 4-way Itanium will emerge as one of the important building blocks of both scale up and scale out commercial applications over the next year. ""A 4-way Itanium benchmarks commercial applications like many 8-way Xeon machines,"" Kastner said. ""Fewer processors are more efficient for an operating system to handle, and the Itanium processors just scream on commercial work if you give them plenty of memory and all those other good things."" With more than 100,000 chips installed, I","yes","medium","4-way Itanium did show strong benchmark performance relative to 8-way Xeon for commercial applications; however Itanium ultimately failed to dominate the market as hoped.","2","os-and-platforms","2000s","","","","pdf_format_mismatch"
"473","196","2004-06-08","Dell Debuts 64-bit Itanium Server","ServerWatch","Clint Boulton","online-article","As everyone knows, Dell seldom builds products that its customers said they won't buy,","ting system to handle, and the Itanium processors just scream on commercial work if you give them plenty of memory and all those other good things."" With more than 100,000 chips installed, Itanium is picking up market share at a pretty rapid clip, Kastner said, summing up the importance of Dell's PowerEdge 7250. ""As everyone knows, Dell seldom builds products that its customers said they won't buy,"" Kastner said. ""The fact that Dell is throwing its weight again behind Itanium would be a good pro","no","not-applicable","Observational — current-state analysis.","0","pcs-and-clients","2000s","","","","pdf_format_mismatch"
"474","196","2004-06-08","Dell Debuts 64-bit Itanium Server","ServerWatch","Clint Boulton","online-article","The fact that Dell is throwing its weight again behind Itanium would be a good proxy for the growing market acceptance of Itanium-based systems. Dell doesn't do small-volume products even if they're high profit. They want to go for the sweet spot in the mainstream.","ore than 100,000 chips installed, Itanium is picking up market share at a pretty rapid clip, Kastner said, summing up the importance of Dell's PowerEdge 7250. ""As everyone knows, Dell seldom builds products that its customers said they won't buy,"" Kastner said. ""The fact that Dell is throwing its weight again behind Itanium would be a good proxy for the growing market acceptance of Itanium-based systems. Dell doesn't do small-volume products even if they're high profit. They want to go for the s","yes","low","Kastner predicted Dell's support would validate Itanium's mainstream acceptance; in reality Itanium never achieved mainstream commercial adoption and Intel eventually discontinued it.","5","pcs-and-clients","2000s","","","","pdf_format_mismatch"
"475","196","2002-08-15","Dell Drops Windows From Some PCs","PC World","Tom Krazit (IDG News Service)","online-article","However, companies that wish to use other operating systems such as Linux find it easier to install that alternate operating system on a PC with a clean hard drive, said Peter Kastner, chief research officer at Aberdeen Group.","nsist that PC manufacturers ship all PCs with an OS installed, for piracy reasons. However, companies that wish to use other operating systems such as Linux find it easier to install that alternate operating system on a PC with a clean hard drive, said Peter Kastner, chief research officer at Aberdeen Group. PCs have to be wiped clean of the old OS before a new one can be installed, which requires time and labor by a company's IT staff, he said. By putting a copy of FreeDOS in a PC's shipping bo","no","not-applicable","Observational — current-state analysis.","0","os-and-platforms","2000s","","","","pdf_format_mismatch"
"476","156","2003-08-14","Dell's Q2 profit rises 24 percent","MarketWatch (CBS.MarketWatch.com)","Rex Crum","online-article","This is a very good quarter, again, for Dell,","e 46 percent to more than $1.5 billion. Peter Kastner, a personal computer analyst with Aberdeen Group, said Dell's performance supports the company's focus on standardized computing technologies. ""This is a very good quarter, again, for Dell,"" Kastner said. ""Profits continue to outpace revenue growth, (and) in spite of anemic economic conditions and relentless deflation in prices, Dell is leading the industry in performance on a percentage basis."" What the future holds Dell CFO Jim Schneider sa","no","not-applicable","Observational — current-state analysis.","0","pcs-and-clients","2000s","","","","pdf_format_mismatch"
"477","196","2003-03-25","Dell launches personal and workgroup printers","Computerworld","Tom Krazit (IDG News Service)","online-article","Dell's first foray into printers will be accepted as good-enough technology by Dell's many customers. As a result, we would expect Dell to quickly become a material player in the business printer marketplace,","bility, according to HP's Web site. ""Dell's first foray into printers will be accepted as good-enough technology by Dell's many customers. As a result, we would expect Dell to quickly become a material player in the business printer marketplace,"" said Peter Kastner, chief research officer at Aberdeen Group Inc. in Boston. Dell used to resell HP printers alongside its PCs, but it announced last year that it would enter the market in partnership with Lexmark International Inc. as part of a strateg","yes","medium","Dell did become a material player in the printer market for a period in the mid-2000s; however Dell eventually exited the printer business as HP retained market dominance.","3","e-commerce-and-internet","2000s","","","","pdf_format_mismatch"
"478","196","2003-03-25","Dell launches personal and workgroup printers","Computerworld","Tom Krazit (IDG News Service)","online-article","HP is the acknowledged leader in the printing business and commands a great deal of loyalty from its customers, Kastner said.","-level printers that come in both networked and non-networked versions. The S2500 costs $499, and the S2500n for networks costs $839. HP is the acknowledged leader in the printing business and commands a great deal of loyalty from its customers, Kastner said. The company wants to market itself as an innovation and technology leader, according to comments made by HP executives during a recent conference call. Dell's focus has always been on pricing and efficiency. ""[It] does not have to have the","no","not-applicable","Observational — current-state analysis.","0","pcs-and-clients","2000s","","","","pdf_format_mismatch"
"479","196","2003-03-25","Dell launches personal and workgroup printers","Computerworld","Tom Krazit (IDG News Service)","online-article","[It] does not have to have the world's most innovative technology to meet most users' needs most of the time,","according to comments made by HP executives during a recent conference call. Dell's focus has always been on pricing and efficiency. ""[It] does not have to have the world's most innovative technology to meet most users' needs most of the time,"" Kastner said. Besides price, Dell thinks the software included with the printers sets its new products apart from the competition, said Tim Peter, vice president and general manager of Dell's imaging and printing group. Users receive prompts to replace ca","no","not-applicable","Observational — current-state analysis.","0","pcs-and-clients","2000s","","","","pdf_format_mismatch"
"480","196","2003-08-01","Dell Decides to Diversify Into Consumer Electronics [UNVERIFIED]","The New York Times [UNVERIFIED]","Barnaby J. Feder [UNVERIFIED]","online-article","“Dell never makes strategic decisions without being sure there is a good profitable business in sight,” says Peter Kastner, executive vice president/chief research officer of Boston-based IT market research/positioning services firm Aberdeen Group.","continue to merchandise in that way.” LOW RISK, HIGH REWARD Dell's product expansion seems to have little potential downside for the company. “Dell never makes strategic decisions without being sure there is a good profitable business in sight,” says Peter Kastner, executive vice president/chief research officer of Boston-based IT market research/positioning services firm Aberdeen Group. “Dell continues to pick up market share in its traditional business. The consumer electronic business is rela","no","not-applicable","Observational — current-state analysis.","0","pcs-and-clients","2000s","","","","not_in_pdf"
"481","196","2003-08-01","Dell Decides to Diversify Into Consumer Electronics [UNVERIFIED]","The New York Times [UNVERIFIED]","Barnaby J. Feder [UNVERIFIED]","online-article","Kastner praises Dell, however, for “initially focusing on high- volume products like TVs and MP3 players.” Dell is clearly serious about its expansion efforts.","aises Dell, however, for “initially focusing on high- volume products like TVs and MP3 players.” Dell is clearly serious about its expansion efforts. “Do not overlook the fact that Dell Computer Inc. changed its name to Dell Inc.,” Kastner says. “That's a direct message from the board of directors that computers are not Dell's only business anymore.” That may be good news for consumers and bad news for other consumer electronics marketers. Russ Craig, director of research of semiconduct","no","not-applicable","Observational — current-state analysis.","0","pcs-and-clients","2000s","","","","not_in_pdf"
"482","196","2003-03-25","Dell launches personal and workgroup printers","Computerworld","Tom Krazit (IDG News Service)","online-article","This is a way to sell the contents of the cartridge without selling the cartridge itself,","reement. The use and return cartridges contain a chip that disables the cartridge if it is refilled and replaced in a Dell printer, the spokesperson said. ""This is a way to sell the contents of the cartridge without selling the cartridge itself,"" Kastner said. ""They're creating a legal barrier to the cartridge refilling business."" Lexmark similarly offers users a choice between standard cartridges or ones that feature the proprietary software at issue in its lawsuit. A 3,000 page-yield standard","no","not-applicable","Observational — current-state analysis.","0","pcs-and-clients","2000s","","","","pdf_format_mismatch"
"483","196","2003-03-25","Dell launches personal and workgroup printers","Computerworld","Tom Krazit (IDG News Service)","online-article","will be accepted as good-enough technology","'s cartridges are unique sizes and shapes, so aftermarket vendors won't be able to offer alternatives until they figure out how to reverse-engineer Dell's cartridges. Dell's printers ""will be accepted as good-enough technology"" by Dell customers, said Peter Kastner, an analyst at Aberdeen Group Inc. But analyst Peter Grant at Dataquest Inc. said it will be years before Dell has any significant impact on HP's installed base. Tom Krazit of IDG News Service contributed to this report. Dell seeks mo","yes","medium","Dell's printers were indeed accepted as good-enough by Dell's customer base initially; Dell gained some printer market share but later exited the consumer/business printer segment.","3","pcs-and-clients","2000s","","","","pdf_format_mismatch"
"484","196","2003-08-01","Dell Pushes Asset-Recovery Program for Corporate IT [UNVERIFIED]","Computerworld [UNVERIFIED]","[UNVERIFIED]","online-article","Arbogast says. Peter Kastner, an analyst at Boston-based research firm The Aberdeen Group Inc., says the asset recovery program isn't likely to generate the 30 percent profit margins that Dell typically seeks, but it will add to the bottom line in terms of customer retention and of the volume of recovered equipment.","ally seeks, but it will add to the bottom line in terms of customer retention and of the volume of recovered equipment. ""Dell will only make a few dollars on each recycled PC, but we see them making it up in volume of millions of PCs over time,"" Kastner says. The market for asset recovery for everything from computers to mobile phones is growing, with the market projected to reach $100 billion worldwide by 2005, up from $80 billion this year, according to D.F. Blumberg Associates Inc., a researc","yes","medium","Kastner correctly identified that Dell's asset recovery program would generate value through customer retention rather than high margins; Dell's recycling program did grow modestly but remained secondary to its core business.","3","mobile-and-wireless","2000s","","","","not_in_pdf"
