"row_id","article_seq","date","headline","publication","author","content_type","kastner_quotation","immediate_context","is_predictive","prescience_score","prescience_rationale","forecast_horizon_years"
"696","662","2002-10-28","Intel readies hyperthreading Pentium 4","Computerworld","Tom Krazit (IDG News Service)","online-article","You won't see a heck of a lot of difference in Word, but software like [Adobe Systems'] Photoshop or video- rendering software will benefit considerably,","difference in Word, but software like [Adobe Systems'] Photoshop or video- rendering software will benefit considerably,"" he said. Another benefit of hyperthreading is that it is a proven technology, having been in Xeon processors since February, Kastner said. Intel, based in Santa Clara, California, will likely include hyperthreading in all of its future Pentium 4 processors, he said. Joris Evers of the IDG News Service contributed to this report. Apr 15, 2003, 6:29 p.m. EST Intel shares gain o","yes","high","Accurate forecast: Photoshop and video-rendering workloads were among the clearest early beneficiaries of hyperthreading / SMT on the Pentium 4 platform and remain canonical SMT showcase workloads.","2"
"697","663","2003-04-15","Intel shares gain on results, outlook","MarketWatch","Chris Kraeuter","online-article","Unfortunately, the economic picture looks increasingly clouded and they will have to be extremely adroit to pull off another good quarter in an otherwise lousy economic environment.","C 15.88, +0.02, +0.13%) rose 91 cents to $18.04 on Island after closing at $17.13 during Tuesday's regular session. ""Given the global economic uncertainty, Intel has executed with some dexterity and deserves a lot of credit for their numbers,"" said Peter Kastner, chief research officer with Aberdeen Group. He was less optimistic, though, about overall conditions for the tech giant. ""Unfortunately, the economic picture looks increasingly clouded and they will have to be extremely adroit to pull o","yes","medium","Correct near-term caution: Intel faced an uneven 2003 macro environment; revenue ultimately recovered but the ""extremely adroit"" execution concern was valid for the balance of that year.","1"
"698","664","2008-09-23","Intel Targets SMBs With Revamped vPro","NewsFactor Network","Mark Long","online-article","will now work outside the firewall as well,","everal automated features pertaining to PC maintenance, repair and security Relevant Products/Services. Moreover, all the original vPro features that have delivered good performance within the firewall ""will now work outside the firewall as well,"" noted Peter Kastner, vice president and research director at the Aberdeen Group. ""No matter where in the world the device is, the corporate laptops that workers take home or on business trips are all now manageable, fixable, and diagnosable,"" Kastner e","no","not-applicable","Descriptive statement of the 2008 vPro release extending management features outside the firewall; observational not predictive.","0"
"699","664","2008-09-23","Intel Targets SMBs With Revamped vPro","NewsFactor Network","Mark Long","online-article","No matter where in the world the device is, the corporate laptops that workers take home or on business trips are all now manageable, fixable, and diagnosable,",","" noted Peter Kastner, vice president and research director at the Aberdeen Group. ""No matter where in the world the device is, the corporate laptops that workers take home or on business trips are all now manageable, fixable, and diagnosable,"" Kastner explained. ""As long as you can get to a network, vPro and related technology can help to solve the problem."" Huge Savings One of the primary goals of Intel's revamped vPro, which combines the chipmaker's quad-core or dual-core processors with a n","yes","high","Accurate early description of modern out-of-band endpoint management: remote manageability of off-network corporate laptops became a core enterprise-IT capability (now a foundation of modern endpoint-management and EDR platforms).","3"
"700","664","2008-09-23","Intel Targets SMBs With Revamped vPro","NewsFactor Network","Mark Long","online-article","the primary goals of Intel's revamped vPro, which combines the chipmaker's quad-core or dual-core processors with a new Intel chipset and gigabit network controller, is to enable small businesses to keep their PCs up and running while minimizing downtime and reducing the total cost of ownership, Kastner noted.","combines the chipmaker's quad-core or dual-core processors with a new Intel chipset and gigabit network controller, is to enable small businesses to keep their PCs up and running while minimizing downtime and reducing the total cost of ownership, Kastner noted. Five years ago, major service companies told Kastner that the TCO outcomes they saw were in the range of $700 to $3,000 per PC per year. On the low end, Intel's vPro technology has cut that down ""to under $500 per PC per year,","no","not-applicable","Product-positioning statement (Intel vPro chipset + gigabit NIC targeting small-business TCO reduction); observational not predictive.","0"
"701","664","2008-09-23","Intel Targets SMBs With Revamped vPro","NewsFactor Network","Mark Long","online-article","to under $500 per PC per year, and that's not all that much more than just the device itself,","d Kastner that the TCO outcomes they saw were in the range of $700 to $3,000 per PC per year. On the low end, Intel's vPro technology has cut that down ""to under $500 per PC per year, and that's not all that much more than just the device itself,"" Kastner said. On the high end, the vPro has pushed the cost to less than $2,000, Kastner noted. ""So that the not-quite-so- efficient companies have whacked out $1,000 per employee per year,"" which is a ""huge savings that can go right to the bottom line","no","medium","TCO benchmark data point ($500/PC/year for efficient vPro-managed fleets vs $700-$3000/PC/year baseline); the directional claim matches subsequent managed-endpoint TCO studies through the early-2010s.","0"
"702","664","2008-09-23","Intel Targets SMBs With Revamped vPro","NewsFactor Network","Mark Long","online-article","So that the not-quite-so- efficient companies have whacked out $1,000 per employee per year,","per year. On the low end, Intel's vPro technology has cut that down ""to under $500 per PC per year, and that's not all that much more than just the device itself,"" Kastner said. On the high end, the vPro has pushed the cost to less than $2,000, Kastner noted. ""So that the not-quite-so- efficient companies have whacked out $1,000 per employee per year,"" which is a ""huge savings that can go right to the bottom line,"" he explained. The technology's new IT Director ""dashboard Relevant Products/Servi","no","medium","TCO savings claim ($1,000/employee/year savings range); directionally consistent with subsequent managed-PC TCO research in the 2009-2012 timeframe.","0"
"703","665","2003-07-18","Intel turns 35: Now what?","InfoWorld","David L. Margulius","online-article","The number of speed bumps per year has decreased.","some extent Intel is still waiting for a new generation of software to come along,"" he says. In response to the demand slowdown, ""Intel is deliberately putting on the brakes of tech innovation"" by slowing the frequency of new technology releases, says Peter Kastner, chief research officer at the Aberdeen Group. ""The number of speed bumps per year has decreased."" That's not how Intel's Gelsinger sees it. ""Intel has made a huge bet that we can keep the pace of Moore's Law going,"" he explains, refe","no","not-applicable","Observational commentary on Intel's decelerating cadence of clock-speed advances in 2003; descriptive market-state observation.","0"
"704","666","2004-02-02","Intel Unveils Next-Generation Pentium 4 Processors","InformationWeek","Darrell Dunn","online-article","I have never seen Intel introduce a top-of-the-line part at such a low price,","ysts. The new processors, which were code-named Prescott, begin at $178 each in quantities of 1,000 for a 2.8-GHz device, and range to $417 for the 3.4-GHz version. ""I have never seen Intel introduce a top-of-the-line part at such a low price,"" says Peter Kastner, an analyst with the Aberdeen Group. The production of the devices on 300-mm wafers, with a die size that is about 30% smaller than rival Advanced Micro Devices Inc.'s processors currently manufactured on a 130-nanometer process and 200","no","not-applicable","Observational pricing commentary on Intel's unusually aggressive launch pricing for the 90nm Prescott Pentium 4; descriptive not predictive.","0"
"705","666","2004-02-02","Intel Unveils Next-Generation Pentium 4 Processors","InformationWeek","Darrell Dunn","online-article","That may be one of the reasons the chips are so attractively priced on announcement day, which is something they have never really done before,","heavily in both technology product development and manufacturing capacity during the downturn, and we've said repeatedly that is critical to continue to advance the products, the technology, and the state of the art in the industry,"" Siu says. Kastner says Intel's 300-mm manufacturing capability provides it with a huge advantage over AMD, which isn't expected to move to 300-mm production until 2005. ""That may be one of the reasons the chips are so attractively priced on announcement day, which i","no","not-applicable","Observational attribution of Prescott pricing to Intel's 300mm wafer manufacturing advantage; descriptive not predictive.","0"
"706","666","2004-02-02","Intel Unveils Next-Generation Pentium 4 Processors","InformationWeek","Darrell Dunn","online-article","More typical of Intel's introductory pricing was the $700 price tag placed on its first 3-GHz chip with 800-MHz front-side bus, according to Kastner.","chips are so attractively priced on announcement day, which is something they have never really done before,"" he says. More typical of Intel's introductory pricing was the $700 price tag placed on its first 3-GHz chip with 800-MHz front-side bus, according to Kastner. Intel also may have felt pressure to provide a lower cost structure because the Prescott chips were delayed from their original anticipated introduction, he says Siu declined to comment on continued rumors that Intel is working on","no","not-applicable","Historical comparison with Intel's prior 3-GHz launch pricing ($700); descriptive not predictive.","0"
"707","666","2004-02-02","Intel Unveils Next-Generation Pentium 4 Processors","InformationWeek","Darrell Dunn","online-article","The fact is 99.9% of all consumer users don't need 64-bit parts today,","on. ""Our position has always been that Intel will offer capabilities when the ecosystem, including operating system and other things, are there to support it,"" Siu says. ""The fact is 99.9% of all consumer users don't need 64-bit parts today,"" Kastner says, ""primarily because there is no operating system to run it on."" Intel, Aberdeen attack AMD speed ratings 27 Mar 2002 16:11 An Intel-funded report accuses AMD of confusing consumers with its 'beyond megahertz' campaign to downplay clock sp","yes","high","Spectacularly accurate consumer-adoption call: in Feb 2004 Kastner's ""99.9% of consumer users don't need 64-bit parts today"" framing proved correct for several years — mainstream consumer 64-bit OS adoption (Windows x64 / Vista / Windows 7) did not reach the installed base until 2009-2011, precisely tracking Kastner's concurrent 64-bit consumer forecasts captured at seq 651 (AMD.com column, Sept 2003).","5"
"708","361","","[EMPTY-REMNANT seq-361 mis-blob]","Kastner Blog","Peter S. Kastner","blog-post","","","","","",""
"709","362","1989-02-20","IBM seen rushing out high-end AS/400 CPU","Computerworld","Hamilton, Rosemary","press-article","several midrange and high-end AS/400 users have found that it takes more memory to drive the system than they originally anticipated","firm, said this week's introduction is not in response to DEC but rather is to appease some customers that are unhappy with the AS/400's performance. According to Kastner, several midrange and high-end AS/400 users have found that it takes more memory to drive the system than they originally anticipated. ""IBM doesn't react to DEC,"" Kastner said. ""Our guess is the customer base forced them to do th","no","not-applicable","This is a current-state observation about existing customer complaints regarding AS/400 memory requirements — no forward-looking forecast is made.","0"
"710","363","1989-07-24","Tesseract, Walker to be financial software allies","Computerworld","Moran, Robert","press-article","Aberdeen research indicates that the majority of large IBM sites have pinpointed DB2 as their strategic direction, making the database the de facto standard for large corporations","s. ""We are projecting a further consolidation of hardware vendors in the industry,"" Kastner said, ""and you will see it on the software side as well."" According to Kastner, Aberdeen research indicates that the majority of large IBM sites have pinpointed DB2 as their strategic direction, making the database the de facto standard for large corporations. As a result, Kastner said, ""it becomes a no-bra","yes","medium","The prediction that DB2 would be the de facto standard for large IBM sites was directionally correct — DB2 remained the dominant IBM enterprise database through the 1990s — but the broader landscape was complicated by Oracle's rise and the shift away from mainframes, limiting DB2's claim to universal enterprise dominance.","5"
"711","364","1990-04-30","Ingres unveils graphical 4GL;","Computerworld","Bozman, Jean S.","press-article","the Ingres 4GL would enable information systems departments and VARs to reduce their programming time and simplify the task of adapting existing applications for use on workstation platforms","one vendor will win the [graphical user interface] battles,"" said Peter Kastner, vice- president at Aberdeen Group, a Boston market research company. Kastner said the Ingres 4GL would enable information systems departments and VARs to reduce their programming time and simplify the task of adapting existing applications for use on workstation platforms. Ingres/Windows/4GL is being priced at 35% of ","no","not-applicable","This is an assessment of the product's current capabilities and positioning rather than a forward-looking forecast about outcomes.","0"
"712","365","1990-10-08","Sequoia rebounds with a vengeance;","Computerworld","Johnson, Maryfran","press-article","But Sequoia is leaping for the brass ring from on top of a house of cards.","ortune 500 accounts, company officials claimed. ""Clearly, Sequoia went from living to zombie to living again, and very few companies have done that,"" said Peter Kastner, an analyst at Aberdeen Group in Boston. ""But Sequoia is leaping for the brass ring from on top of a house of cards."" Kastner was referring to the fact that much of Sequoia's recent success is tied to OEM relationships with 10% sta","yes","high","Kastner's warning that Sequoia's revival rested on a fragile OEM-dependent foundation proved prescient: Sequoia continued to struggle with its narrow niche in fault-tolerant Unix and never achieved broad market dominance, remaining a small player while Tandem and Stratus dominated the fault-tolerant space.","3"
"713","366","1991-08-05","How low can mail-order firms go? Watch'em","Computerworld","Fitzgerald, Michael","press-article","a 386DX/ 25-MHz-based PC could sell for less than $1,000 before long","one chips from Advanced Micro Devices, Inc. A surplus of components such as 3 1/2 -in. hard drives is driving prices down as well, to the point where Kastner said a 386DX/ 25-MHz-based PC could sell for less than $1,000 before long. David Mack, a vice president at Workgroup Technologies, Inc. in Hampton, N.H., said depending on the company, mail-order vendors could cut another 10","yes","high","386DX/25 PCs did fall below $1,000 within months in the mail-order channel by late 1991 and early 1992, driven by component surpluses and AMD competition — a correct and timely call given rapid price erosion already underway.","1"
"714","367","1991-09-02","Bull forms systems integration unit","Computerworld","Cusack, Sally","press-article","it is also the most vulnerable to the lower costs of downsizing strategies, due in part to the costliness of migrating to DB2","market is not as outrageously ambitious as it may initially sound. Referring to CICS/VSAM users as the ""bread and butter"" of the IBM mainframe world, Kastner pointed out that it is also the most vulnerable to the lower costs of downsizing strategies, due in part to the costliness of migrating to DB2. Bull's open systems strategy is broader than IBM's, Kastner said. He noted that the Bull product l","yes","high","The CICS/VSAM mainframe base did prove highly vulnerable to client/server downsizing through the 1990s, and the high cost of DB2 migration was a real barrier that drove many shops to Oracle and other alternatives on distributed platforms — a non-obvious and accurate structural insight.","5"
"715","367","1991-09-02","Bull forms systems integration unit","Computerworld","Cusack, Sally","press-article","Bull has a reasonable opportunity to grow this service aggressively","sed on analysis of high-growth integrators already in place. Bull said it plans to subcontract to systems integrators as well as third-party vendors. Kastner said Bull has a reasonable opportunity to grow this service aggressively. ""The need for systems integration is so great, I don't see it changing significantly over the next five years,"" he said. ""There are enormous changes ","yes","medium","The systems integration market did continue to grow strongly for the next five years and beyond, making the forecast directionally correct; however, Bull specifically did not capitalize on this opportunity and remained marginal in North American integration services while IBM, EDS, and Andersen Consulting dominated.","5"
"716","368","1992-01-06","Sun will soon detail multimedia strategy","Computerworld","Bozman, Jean S.","press-article","he did not think the add-on chips would significantly add to a Sun workstation's cost"," the Sun developer camp from getting restless,"" explained Peter Kastner, a vice president at the Aberdeen Group, a Boston-based market research firm. Kastner said he did not think the add-on chips would significantly add to a Sun workstation's cost. Third-party software developers are preparing packages to complement Sun's hardware support for multimedia. ""We've reached a critical mass in interes","no","not-applicable","This is a current-state technical assessment about pricing impact of add-on multimedia chips — no directional forecast about future outcomes is made.","0"
"717","369","1992-02-17","Compaq cleans up its act in battery disposal","Computerworld","Computing Fitzgerald, Michael","press-article","Compaq's release was . . . great PR, but eventually, it's quite possible that corporations will have to sort out their own toxic waste from ordinary office trash.","Industry observers said they think disposal of toxic nickel cadmium batteries could become more of an issue. ""Compaq's release was . . . great PR, but eventually, it's quite possible that corporations will have to sort out their own toxic waste from ordinary office trash,"" said Peter Kastner, a senior analyst at Aberdeen Group in Boston. Kastner cited a similar program sponsored by Hewlett-Packard Co. to reclaim toner cartridges for laser printers.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"718","370","1992-03-30","AIX database stuck in lab; users express little concern","Computerworld","Bozman, Jean S.","press-article","I do have the idea it's delayed,","ness because the RS/6000 is two years old, the statement of intent about an AIX database was made in February 1990, and users have many alternatives. ""I do have the idea it's delayed,"" said Peter Kastner, an analyst at the Aberdeen Group in Boston. ""I can get any one of several independent databases today, and they all have good, strong implementation","no","not-applicable","This is an observation about a current situation — IBM's AIX database being delayed — rather than a prediction about future outcomes.","0"
"719","370","1992-03-30","AIX database stuck in lab; users express little concern","Computerworld","Bozman, Jean S.","press-article","I can get any one of several independent databases today, and they all have good, strong implementations under AIX.","rs old, the statement of intent about an AIX database was made in February 1990, and users have many alternatives. ""I do have the idea it's delayed,"" said Peter Kastner, an analyst at the Aberdeen Group in Boston. ""I can get any one of several independent databases today, and they all have good, strong implementations under AIX."" Information systems managers at some large RS/6000 sites say they ma","no","not-applicable","This is a current-state observation about the availability of third-party databases on AIX — no forward-looking prediction is made.","0"
"720","371","1992-06-08","Oracle hires consultant to steer sales","Computerworld","Bozman, Jean S.","press-article","Oracle's basic business model is changing,","riven to provide more services to complement a slowdown in the rate of selling new licenses for databases and software tools, industry analysts said. ""Oracle's basic business model is changing,"" said Peter Kastner, vice president of Aberdeen Group in Boston. ""They will be more applications- and services-driven, and Ray's credentials with EDS and Booz Allen are ","yes","high","Oracle did make a decisive and sustained pivot toward applications (ERP, CRM) and professional services through the 1990s and 2000s, eventually becoming the second-largest enterprise software company largely on the strength of its applications suite — a structural forecast that proved substantially correct.","8"
"721","371","1992-06-08","Oracle hires consultant to steer sales","Computerworld","Bozman, Jean S.","press-article","They will be more applications- and services-driven, and Ray's credentials with EDS and Booz Allen are perfect for an organization that is highly service-oriented.","a slowdown in the rate of selling new licenses for databases and software tools, industry analysts said. ""Oracle's basic business model is changing,"" said Peter Kastner, vice president of Aberdeen Group in Boston. ""They will be more applications- and services-driven, and Ray's credentials with EDS and Booz Allen are perfect for an organization that is highly service-oriented."" CW Staff Users leery","yes","high","Oracle's transformation into an applications and services powerhouse through the mid-to-late 1990s validated Kastner's forecast; the hire referenced (Ray Lane from Booz Allen) became Oracle's president and was indeed central to building its services and applications business.","8"
"722","372","1992-07-13","Intel to unleash DX2, claims strongest chip yet","Computerworld","Fitzgerald, Michael","press-article","The 66-MHz DX2 vs. a 50-MHz chip should not be that much faster,","Analysts said users may not see much of a performance increase. Moreover, the new chip's pricing is expected to be close to that of the 50-MHz 486DX. ""The 66-MHz DX2 vs. a 50-MHz chip should not be that much faster,"" said Peter Kastner, a vice president at market research firm Aberdeen Group in Boston. ""You'll get the delta between a 50 MHz and a 66 MHz. However, as soon as you go t","yes","medium","The 486 DX2/66 did deliver roughly proportional clock-speed gains versus the 50 MHz chip, and Kastner was correct that users were less impressed than Intel claimed; however, the DX2 did prove notably faster in integer-bound workloads and sold well — the prediction was directionally correct but slightly undersold the real-world gain.","1"
"723","373","1992-08-03","Streamlining restores Informix to health","Computerworld","Bozman, Jean S.","press-article","They had a database, some office automation tools and [Innovative Software, Inc.'s] Wingz [graphical spreadsheet]. The synergy of those products wasn't all that obvious, and the company wasn't big enough to keep all those major product areas up to snuff,","id. ""A lot of companies hit $150 million in annual revenue, as Informix did, and they have to stop and re-evaluate what business they are really in,"" said Peter Kastner, a software analyst at Aberdeen Group in Boston. ""They had a database, some office automation tools and [Innovative Software, Inc.'s] Wingz [graphical spreadsheet]. The synergy of those products wasn't all that obvious, and the com","no","not-applicable","This is a retrospective explanation of why Informix had struggled — a post-mortem observation about past decisions — rather than a prediction about future direction.","0"
"724","374","1992-11-02","Legent increases options, flexibility in desktop line","Computerworld","Anthes, Gary H.","press-article","These things let Legent write and maintain one set of code and then say, `Let many blossoms bloom.","nd we want to be positioned for that,"" he said. ""The open systems planning arena is one where users are crying for planning directions and products,"" said Peter Kastner, a vice president at Aberdeen Group in Boston. ""These things let Legent write and maintain one set of code and then say, `Let many blossoms bloom.""' ""Legent is actually making it possible to restrict the number of options users hav","no","not-applicable","This is a technical characterization of Legent's cross-platform code strategy — a description of current product design approach rather than a forecast.","0"
"725","375","1992-11-23","Microsoft lays out tiered DBMS plan Comdex","Computerworld","Bozman, Jean S.","press-article","The bad news is that Access alone should not be viewed as a tool that can craft all the applications in an enterprise.","e was delayed until Comdex last week for technical reasons. ""The good news is that it will empower users who are demanding access to corporate data,"" said Peter Kastner, a vice president at the Aberdeen Group in Boston. ""The bad news is that Access alone should not be viewed as a tool that can craft all the applications in an enterprise."" Programmers may need to write C programs or use database-sp","yes","low","Access did empower end users but confirmed Kastner's warning that it was not an enterprise tool — however, this was an obvious limitation visible to any analyst given Access was a desktop DBMS from the start; the observation was accurate but trivially apparent.","3"
"726","376","1992-11-30","Peter Page, a top executive and product visionary at Software AG of Germany, parent of the U.S.","Computerworld","Anthes, Gary H.","press-article","To say there will be no ripple in the water is specious."," he added. Other observers were not so sure. ""It's never transparent or insignificant when the founder of a long-term and successful company leaves,"" said Peter Kastner, vice president at Boston-based Aberdeen Group. ""To say there will be no ripple in the water is specious."" Page was the original developer of Natural, a fourth-generation language and one of the company's two flagship products. The","yes","low","Kastner predicted organizational disruption from the founder's departure, which is a reasonable but generic observation — Software AG did face product direction challenges in the 1990s, but the prediction was not specific enough nor non-obvious to warrant a higher score.","3"
"727","377","1992-12-21","Middleware speeds client connection","Computerworld","Bozman, Jean S.","press-article","That means that users are getting their sleeves rolled up to do client/server applications.","y widely used, and many users are writing custom software to do the job. ""We're finding that gateway technology is definitely going into production,"" said Peter Kastner, a senior analyst at the Aberdeen Group in Boston. ""That means that users are getting their sleeves rolled up to do client/server applications."" Because middleware is scarce, some users have already taken matters into their own han","no","not-applicable","This is a current-state observation about what users are currently doing with gateway/middleware technology — not a forward-looking prediction.","0"
"728","378","1993-02-08","Ross moves ahead with flexible product strategy","Computerworld","Ballou, Melinda-Caro","press-article","Promix has done very well,","cess manufacturing arena for Unix-based platforms, according to Tinley. He said 43% of Ross' software revenue resulted from Promix licensing revenue. ""Promix has done very well,"" agreed Peter Kastner, a vice president at Aberdeen Group, a market research firm in Boston. ""Promix helped turn Ross' financial results around and gave them a shot in the","no","not-applicable","This is an observation confirming current financial performance of Promix — no forward prediction is made about future market position or outcomes.","0"
"729","379","1993-02-22","CA's Unicenter outlines plans to go distributed","Computerworld","Hoffman, Thomas","press-article","Our research shows that enterprise buyers who are looking at distributed systems view Unix as a difficult and expensive operating system. They want the same quality of tools they're used to using in the corporate data center,","tributed management issues while strategically placing Unicenter as a lever to increase CA's installed base of customers outside the mainframe arena. ""Our research shows that enterprise buyers who are looking at distributed systems view Unix as a difficult and expensive operating system. They want the same quality of tools they're used to using in the corporate data center,"" noted Peter Kastner, v","yes","medium","Enterprise buyers' preference for familiar management tools and discomfort with Unix complexity did persist and shaped demand for Windows NT-based alternatives — this was directionally correct and explains part of NT's enterprise success through the 1990s, though Unix ultimately proved manageable at scale.","5"
"730","380","1993-03-15","Software AG extends Unix tools strategy","Computerworld","Anthes, Gary H.","press-article","That takes time. Software AG is going about it very methodically."," strengths. ""Bringing these products over to Unix means not only a port but also opening them up to work in the interoperable world of open systems,"" said Peter Kastner, vice president at Aberdeen Group in Boston. ""That takes time. Software AG is going about it very methodically."" The products are available for Unix workstations from IBM, HP, Sun Microsystems, Inc., NCR Corp. and those running The","no","not-applicable","This is a current-state characterization of Software AG's pace and approach to porting products to Unix — not a prediction about future success or failure.","0"
"731","381","1993-03-22","DEC moves to VAX, Alpha mixed clusters","Computerworld","Ballou, Melinda-Caro","press-article","probably the most important thing [DEC] could do for their customers this year.","The announcement is aimed at users who are eager to test the performance advantages of Alpha by bringing in a few systems gradually, according to analysts and company officials. The announcement is ""probably the most important thing [DEC] could do for their customers this year,"" said Peter Kastner, a vice president at the Aberdeen Group, a market research firm in Boston. ""It means that those customers can plan to install mixed clusters almost immediately and that their investment in clustering has been protected,"" he said.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"732","382","1993-04-12","PowerBuilder may add Intersolv tools","Computerworld","Ray, Garry","press-article","If users want to enter into enterprisewide development projects, version control is mandatory,","d programmers like me forgetting to move their code to a new build,"" Brooks said. The move could also point to a larger trend in client/server tools, said Peter Kastner, vice president at Aberdeen Group in Boston. ""If users want to enter into enterprisewide development projects, version control is mandatory,"" he said. ""Users have been saying they can't go forward with client/server because the sup","yes","high","Version control integration became a genuine prerequisite for enterprise client/server development through the 1990s, and tools like PVCS/Intersolv became standard components of enterprise software toolchains — this was a non-obvious and accurate prediction at a time when version control was not yet mainstream in client/server shops.","3"
"733","383","1993-04-19","CA gets on Microsoft bandwagon","Computerworld","Hoffman, Thomas","press-article","would at least want to kick the tires of Unicenter on NT,","f interest in downsizing by CA customers during the past year leads Aberdeen Group to conclude that more than 50% of CA's Unicenter mainframe clients ""would at least want to kick the tires of Unicenter on NT,"" said Peter Kastner, a vice president at the Boston consultancy. Analysts said they believe CA has more than 1,000 CA-Unicenter sites, most of which are in large MVS dat","yes","medium","CA did successfully port Unicenter to NT and it became a meaningful NT-era product, and mainframe customers did explore NT-based management tools — directionally correct; however the actual conversion rate of mainframe Unicenter customers to NT was lower than 50%, and many stayed on mainframe tools.","3"
"734","384","1993-04-19","DEC closes in on profitability","Computerworld","Ballou, Melinda-Caro","press-article","This is much better than we thought they might do,","illion, from the comparable quarter last year. DEC reported a net loss of $30 million, compared with a $311 million deficit for the year-ago quarter. ""This is much better than we thought they might do,"" said Peter Kastner, a vice president at Aberdeen Group, a Boston market research firm. Users ""are gradually thinking that DEC is worth looking at again, whereas previou","no","not-applicable","This is a reaction to a reported quarterly financial result — a current-state observation and sentiment read rather than a prediction about future performance.","0"
"735","385","1993-04-19","IMRS TO PUSH CLIENT/SERVER","Computerworld","Vizard, Michael","press-article","The client/server application market is wide open. A lot of companies haven't delivered products yet, and the reality is that purchases won't be made until 1994,","ging its installed base of PC software _ 1,000 corporations _ in its bid to become a force in the emerging client/server financial accounting market. ""The client/server application market is wide open. A lot of companies haven't delivered products yet, and the reality is that purchases won't be made until 1994,"" said Peter Kastner, a vice president at Aberdeen Group in Boston. For example, Paramou","yes","high","Client/server application purchasing did accelerate sharply in 1994-1995 as products matured and enterprises began broad rollouts — Kastner correctly identified both the market immaturity in 1993 and the 1994 inflection point, which was a precise and non-obvious near-term forecast.","1"
"736","386","1993-05-03","Sybase sets its own direction","Computerworld","Bozman, Jean S.","press-article","Clearly, they can differentiate themselves by finding a better model for distributed enterprise computing, and that's what they believe they've got with System 10.","client/server"" database. ""Sybase has always been known for blazing their own technology path and not necessarily following the rest of the industry,"" said Peter Kastner, a vice president at Aberdeen Group in Boston. ""Clearly, they can differentiate themselves by finding a better model for distributed enterprise computing, and that's what they believe they've got with System 10."" Announced in Novem","yes","low","Sybase System 10 did not successfully differentiate Sybase in distributed enterprise computing — Sybase lost significant market share to Oracle and Microsoft SQL Server through the mid-to-late 1990s, and System 10's replication and distributed features did not deliver the hoped-for competitive advantage.","4"
"737","387","1993-05-17","NCR adds 3270 features to OLTP monitor","Computerworld","Hoffman, Thomas","press-article","The 3270 support is clearly unique,","he 3270 support will enable Top End to help IBM mainframe shops downsize to distributed platforms while retaining their investment in 3270 terminals. ""The 3270 support is clearly unique,"" said Peter Kastner, vice president at Aberdeen Group, a consultancy in Boston. He noted that competitors such as Unix System Laboratories, Inc.'s Tuxedo, IBM's CICS/600","no","not-applicable","This is a current-state competitive assessment of a product feature — noting that a specific capability is distinctive compared to rivals — without making a prediction about outcomes.","0"
"738","388","1993-06-14","USL makes microkernel move","Computerworld","Bozman, Jean S.","press-article","A microkernel approach may in fact allow a lot of differences to be papered over.","vell and USL software. ""It is quite likely that the engineers at Novell and USL are struggling to merge two highly different operating system cores,"" said Peter Kastner, a vice president at Aberdeen Group in Boston. ""A microkernel approach may in fact allow a lot of differences to be papered over."" USL will sell the microkernel operating system directly to systems vendors such as Unisys Corp. and ","yes","low","The microkernel approach did not paper over the fundamental incompatibilities between Novell's NetWare and USL's Unix — the SuperNOS project was never completed and Novell sold Unix to SCO in 1995, making this an optimistic forecast that proved wrong.","2"
"739","389","1993-09-20","Windows-to-DOS tools get boost","Computerworld","Ballou, Melinda-Caro","press-article","There's no doubt that if you have a DOS-to-Windows problem today, Wingate sure looks like it beats rolling your own code. But over the long term, Microsoft's stated direction is to make this [connection] nearly transparent with Chicago,","ols. Industry analysts said the Wingate product may be useful as an interim tool until Microsoft ships Chicago, its next-generation operating system. ""There's no doubt that if you have a DOS-to-Windows problem today, Wingate sure looks like it beats rolling your own code. But over the long term, Microsoft's stated direction is to make this [connection] nearly transparent with Chicago,"" said Peter ","yes","high","Windows 95 (Chicago) did make the DOS-to-Windows transition substantially transparent for end users when it shipped in August 1995, vindicating Kastner's framing of Wingate as an interim tool with a clearly bounded useful life — a precise and correct forecast with a specific named catalyst.","2"
"740","390","1993-09-27","NCR eyes software growth with new unit","Computerworld","Hoffman, Thomas","press-article","software sales currently account for only 7% of total revenue, or less than $500 million","arket research firm. However, although NCR's services revenue is growing at a faster pace than that of IBM, Digital Equipment Corp. and Unisys Corp., Kastner estimated that software sales currently account for only 7% of total revenue, or less than $500 million. This sales figure includes NCR's version of the Unix System V Release 4 operating system. With the new software division, Kastner said he","no","not-applicable","This is a current-state financial measurement rather than a forward-looking prediction — Kastner is estimating NCR's existing software revenue share at the time of the article.","0"
"741","390","1993-09-27","NCR eyes software growth with new unit","Computerworld","Hoffman, Thomas","press-article","he believes NCR will be better positioned to expand and develop its product cache"," or less than $500 million. This sales figure includes NCR's version of the Unix System V Release 4 operating system. With the new software division, Kastner said he believes NCR will be better positioned to expand and develop its product cache. ""NCR's software products have, to a certain extent, been languishing in different product groups. They may well do better in the full sunshine of the","yes","low","The prediction that a dedicated software division would improve NCR's software performance proved wrong — NCR (as AT&T GIS) continued posting large losses through 1993–1996, with its software unit failing to gain traction before being spun back out in 1997. The forecast was also fairly generic boosterism.","3"
