obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,verification_method,methodology_code,source_page,notes,collection,thread_tag,section,legacy_obs_id,_study_type,_study_prescience,_bucket
aberdeen-1995-commercial-messaging-OBS-028,aberdeen-1995-commercial-messaging,ibm,ibm-mqseries,strategy-classification,1995,IBM MQSeries strategic market positioning,"market leader in core Commercial Messaging; full-service bundled solution with deep training, consulting, and support",high,ingest-extraction,industry-analysis,p.3-4,IBM taking leadership role in core Commercial Messaging market; Aberdeen recommends MQSeries as primary product for enterprise IS buyers,,,,,white-paper,high,white-paper
10ibmiss-f66945-OBS-011,10ibmiss-f66945,ibm,ibm-db2,,,,,high,ingest-extraction,,,IMS migration cancellation impact,,,,10ibmiss-f66945.011,white-paper,high,white-paper
amd-profile01-64e43b-OBS-012,amd-profile01-64e43b,advanced-micro-devices,sysmark-2001,risk-assessment,2002,I/O Inclusion in Processor Benchmark,Business Winstone 2001 (I/O-intensive system benchmark) included to measure processor performance,high,ingest-extraction,benchmark-analysis,7,"I/O benchmarks measure system vs. system (Dell vs. Compaq), not processor vs. processor",,,,,white-paper,high,white-paper
aberdeen-1995-hp-softbench-OBS-051,aberdeen-1995-hp-softbench,,distributed-computing,actual-outcome,2000,Distributed computing adoption outcome,"Distributed computing became foundational: client-server, web services, SOA, cloud computing all represent successive waves validating this prediction. Ubiquitous by 2000.",verified,web-source,document-review,,"Prediction confirmed. Internet boom, SOA, and cloud represent the realization of distributed computing imperative Aberdeen foresaw.",,,,,white-paper,medium,white-paper
aberdeen-1997-lawson-insight-process-orientation-business-management-OBS-008,aberdeen-1997-lawson-insight-process-orientation-business-management,lawson-software,lawson-webdesktop,technology-assessment,1997,WebDesktop maturity,Second release; full BMS functionality from browser; Insight screens as JAVA forms; supports JavaScript and Microsoft Office integration,high,ingest-extraction,competitive-profiling,p.4,Phase II to add JAVA Server support for true dynamic B2B and B2C electronic commerce,,,,,white-paper,medium,white-paper
planningforemergingindustry-6-40decb-OBS-007,planningforemergingindustry-6-40decb,intel,intel-nocona,actual-outcome,2003,nocona-lindenhurst-actual,"Intel Nocona (64-bit Xeon DP with EM64T) launched June 28, 2004, with Lindenhurst chipset platform released August 2, 2004. This was approximately on schedule with the prediction.",partially-verified,ingest-extraction,framework-development,p2,"Verify Nocona shipped 2004 as predicted. | Nocona shipped June 2004 as predicted. Source: https://www.tomshardware.com/news/intel-launches-32,108.html; https://www.intel.com/pressroom/archive/releases/2004/20040802comp.htm",,,,,white-paper,high,white-paper
aberdeen-1996-advanced-planning-engines-white-paper-OBS-008,aberdeen-1996-advanced-planning-engines-white-paper,FACT-INC,ENSYNC,market-data,1996,revenue_1995,10m_estimated_180_sites,high,ingest-extraction,vendor-claim,4,FACT Inc. 1995 estimated revenues $10M; 180 installed sites,,,,,white-paper,high,white-paper
2003-dell-ars-white-paper-53d13d-OBS-017,2003-dell-ars-white-paper-53d13d,digital-equipment-corporation,business-intelligence,viability-prediction,2003,recycler_consolidation,predicted,high,ingest-extraction,qual,1,Small regional recyclers predicted to struggle competing without partnerships; high compliance costs and capital requirements favor large operators,,,,2003-dell-ars-white-paper-53d13d.017,white-paper,high,white-paper
aberdeen-1995-commercial-messaging-OBS-017,aberdeen-1995-commercial-messaging,,store-and-forward-messaging,expert-opinion,1995,Primary visible use of store-and-forward,e-mail is by far most frequent use; technology invisible to users,high,ingest-extraction,industry-analysis,p.2,E-mail is the dominant visible form of store-and-forward; developers not exploiting the underlying technology directly in enterprise applications,,,,,white-paper,high,white-paper
oracleroiwhitepaperprod-7023c3-OBS-013,oracleroiwhitepaperprod-7023c3,,,benchmark-result,2001,erp-suite-implementation-time,18-24 months,medium,ingest-extraction,interview-research,,Full integrated enterprise suite implementation: 18-24 months.,,,,,white-paper,high,white-paper
1992-tpc-benchmarks-vp-ed0e0d-OBS-030,1992-tpc-benchmarks-vp-ed0e0d,aberdeen-group,tpc-benchmark,market-analysis,1992,TPC-A measure definition,90% of transactions complete in <2 seconds; 10+ connected users per TPS-A,high,ingest-extraction,standard-definition,1,Users submit transactions at average rate of every 10 seconds.,,,,1992-tpc-vp-030,white-paper,high,white-paper
aberdeen-1996-moving-effectively-next-gen-client-server-OBS-023,aberdeen-1996-moving-effectively-next-gen-client-server,oracle-corporation,three-tier-architecture,strategy-classification,1996,CADE market taxonomy: High-end next-gen from RDBMS suppliers,"Oracle, Sybase, Informix, CA-Ingres, Progress CADEs; useful for installed RDBMS base for upgrading from 4GL and data-intensive applications",high,ingest-extraction,industry-analysis,Section V,CADE category 3 of 4.,,,,,white-paper,medium,white-paper
aberdeen-1996-spider-technologies-netdynamics-OBS-017,aberdeen-1996-spider-technologies-netdynamics,spider-technologies,netdynamics,market-data,1996,Spider enterprise customer base,"Large corporate customers include Merrill Lynch, ABB, and Harvard Medical School",high,ingest-extraction,document-review,p.3 (Financials),Strong enterprise validation for 45-person startup,,,,,white-paper,high,white-paper
intel-ia2004-pk4-kc-edits-de9c37-OBS-021,intel-ia2004-pk4-kc-edits-de9c37,intel,ia-architecture,competitive-position,2003,IA server market share trend,gaining share in depressed global market,high,ingest-extraction,primary-source,p1,"Over 18-month period of renewed Intel enterprise chipset emphasis, IA servers continued to gain market share.",,,,,white-paper,high,white-paper
10ibmiss-f66945-OBS-003,10ibmiss-f66945,ibm,ibm-mainframe-zarch,,,,,high,ingest-extraction,,,Migration entry costs,,,,10ibmiss-f66945.003,white-paper,high,white-paper
2004-03-intelitaniummfewp11.doc-618d4a-OBS-007,2004-03-intelitaniummfewp11.doc-618d4a,intel,itanium,viability-prediction,2004,cost-parity-pledge,Xeon/Itanium cost parity planned,verified,outcome-linkage,industry-analysis,Section I,Intel pledges to achieve cost parity between Xeon and Itanium lines,,,,2004-03-intelitaniummfewp11.doc-618d4a.007,white-paper,low,white-paper
ft-mitfor~1-a56a9d-OBS-011,ft-mitfor~1-a56a9d,,,benchmark-result,1995,Downtime at 99.9999% uptime,0.5 minutes per year,high,ingest-extraction,expert-opinion,slide 8,Six nines availability,,,,,white-paper,high,white-paper
aberdeen-1997-as400-nt-server-ibm-microsoft-working-together-OBS-014,aberdeen-1997-as400-nt-server-ibm-microsoft-working-together,ibm,ibm-as400,actual-outcome,2025,AS/400 platform long-term viability outcome,"AS/400 survived and evolved: renamed iSeries (2000), System i, then IBM i; still active as IBM Power Systems in 2025 with active installed base globally; Aberdeen's prediction confirmed",verified,web-source,document-review,post-publication,Verified via multiple 2024-2025 sources on IBM i/Power Systems active status,,,,,white-paper,high,white-paper
aberdeen-impact-desktop-pc-sirens-1998-14b40c-OBS-001,aberdeen-impact-desktop-pc-sirens-1998-14b40c,intel-corp,intel-pentium-ii,market-data,1998,pii-speed,Pentium II up to 450 MHz,verified,ingest-extraction,dr,p.1,,,,,,white-paper,high,white-paper
aberdeen-1996-tandem-vision-21st-century-electronic-business-OBS-019,aberdeen-1996-tandem-vision-21st-century-electronic-business,tandem-computers,himalaya-nonstop,viability-prediction,1996,Tandem viability as reinvigorated enterprise computing company,Aberdeen sees Tandem as reinvigorated company with new message worthy of attention; recommends IS planners evaluate ServerNet,verified,outcome-linkage,expert-opinion,p.3 (Aberdeen Observations),Overall assessment of Tandem's strategic position,,,,,white-paper,high,white-paper
intel-ia2004-pk4-kc-edits-de9c37-OBS-004,intel-ia2004-pk4-kc-edits-de9c37,intel,titanium-ia64,competitive-position,2003,Itanium 2 market position,winning commercial and scientific benchmarks; gaining share vs. RISC/Unix/mainframe,high,ingest-extraction,expert-analysis,p2,Madison Itanium 2 winning numerous benchmark tests; picking up market share against high-end RISC/Unix.,,,,,white-paper,high,white-paper
oracle-wp-prod-6-a42b4b-OBS-007,oracle-wp-prod-6-a42b4b,ariba,,market-data,2001,ariba-i2-ibm-partnership,Ariba/i2/IBM partnership launched with $1M ad campaign; dissolved in less than 6 months.,high,ingest-extraction,industry-analysis,risk-of-integration,,,,,,white-paper,high,white-paper
1997-the-business-value-of-applications-hosting-e92e09-OBS-007,1997-the-business-value-of-applications-hosting-e92e09,interliant,,framework-factor,1997,NSP value proposition factor 4,Focus on core competencies — frees CIOs and MIS directors from network build-out complexity to focus on productivity benefits of Notes,high,ingest-extraction,field-research,Preface,Core competency rationale for outsourcing; central theme throughout document,,,,,white-paper,medium,white-paper
aberdeen-1996-object-oriented-three-tier-plus-computing-OBS-021,aberdeen-1996-object-oriented-three-tier-plus-computing,novell,windows-nt-server,actual-outcome,2000,NT vs Novell LAN market actual outcome,Microsoft Windows 2000 Server completely displaced Novell NetWare as dominant LAN OS by 2000; Novell market share collapsed from >70% to <10%,verified,web-source,document-review,Post-publication verification,Aberdeen's directional prediction understated the speed and completeness of Novell's displacement,,,,,white-paper,high,white-paper
aberdeen-1996-object-oriented-three-tier-plus-computing-OBS-022,aberdeen-1996-object-oriented-three-tier-plus-computing,,three-tier-architecture,expert-opinion,1996,Aberdeen verdict: sufficient evidence to proceed with 3-Tier,We have sufficient evidence for IS executives to proceed with confidence. Technology direction is clearer now. Products are more powerful and less expensive than ever.,high,ingest-extraction,field-research,Executive Summary,Aberdeen's definitive endorsement; marks 3-Tier as mainstream from emerging technology,,,,,white-paper,high,white-paper
planningforemergingindustry-6-40decb-OBS-014,planningforemergingindustry-6-40decb,,memory-mirroring,actual-outcome,2003,mainframe-ras-actual,"Mainframe RAS features (memory mirroring, memory sparing, memory scrubbing) did migrate to industry-standard server platforms 2004-2006. Intel's Xeon MP platforms incorporated these features. HP's Superdome and IBM's x3950 added advanced RAS features to x86 servers by 2005-2006.",partially-verified,ingest-extraction,framework-development,p4,Verify memory-mirror/spare/scrub migration 2004-2006. | Mainframe RAS migration to x86 servers confirmed; Intel Xeon MP platforms added enterprise RAS by 2005-2006. Source: Intel Xeon MP platform specifications.,,,,,white-paper,high,white-paper
aberdeen-1997-picks-right-tools-year-2000-OBS-009,aberdeen-1997-picks-right-tools-year-2000,,legacy-mainframe-apps,actual-outcome,2000,Y2K scale and cost actual outcome,Worldwide Y2K spending totaled approximately $100 billion ($365 per US resident); spending peaked 1998-1999; transition on 1/1/2000 passed without major systemic failures; Aberdeen's scale estimates proved directionally accurate,verified,web-source,document-review,post-publication,Verified via US Commerce Dept. report and Wikipedia Y2K article,,,,,white-paper,medium,white-paper
aberdeen-1996-debunking-ntsmp-scalability-myth-OBS-010,aberdeen-1996-debunking-ntsmp-scalability-myth,microsoft,nt-wolfpack-clusters,strategy-classification,1996,NT clustering strategy sequence,"HA clusters first (1997 Wolfpack), then performance clusters (late 1997 to 1999)",high,ingest-extraction,industry-analysis,The Advent of NT Clusters,IS managers demand reliability before performance in mission-critical deployments,,,,,white-paper,high,white-paper
software-market-safegu~1-ea7453-OBS-005,software-market-safegu~1-ea7453,microsoft,windows-nt,actual-outcome,2000,Windows NT enterprise ascendancy — outcome,Confirmed — Windows NT (evolved to 2000/XP/Server) swept enterprise market by early 2000s,verified,web-source,,,NT/Windows 2000 did surpass Unix in server shipments by late 1990s,,,,,white-paper,high,white-paper
1997-the-business-value-of-applications-hosting-e92e09-OBS-005,1997-the-business-value-of-applications-hosting-e92e09,interliant,,framework-factor,1997,NSP value proposition factor 2,Technology leadership — Service Provider maintains expertise in latest software/hardware versions eliminating enterprise technology obsolescence,high,ingest-extraction,field-research,Preface,Outsourcing benefit: perpetual technology refresh,,,,,white-paper,medium,white-paper
1997-automating-and-managing-internal-op-e69e64-OBS-018,1997-automating-and-managing-internal-op-e69e64,remedy-corporation,ar-system,expert-opinion,1997,AR System extended use cases cited by customers,"Inventory management, purchase order management, stock reordering, password/network address tracking, asset tracking, change management",high,ingest-extraction,field-research,Remedy's Action Request System,Multiple customers interviewed by Aberdeen used AR System well beyond original help desk purpose.,,,,,white-paper,high,white-paper
aberdeen-1996-evaluating-system36-migration-strategies-OBS-013,aberdeen-1996-evaluating-system36-migration-strategies,ibm,os400,technology-assessment,1996,OS/400 Year 2000 compliance status,OS/400 Version 3 Release 6 and Version 3 Release 7 are Year 2000 compliant; growing number of AS/400 applications also Year 2000 compliant,high,ingest-extraction,document-review,Migrate to the Traditional AS/400 — Summary,Y2K compliance was a major driver for migration urgency in 1996,,,,,white-paper,high,white-paper
1997-the-business-value-of-applications-hosting-e92e09-OBS-018,1997-the-business-value-of-applications-hosting-e92e09,interliant,lotus-domino,technology-assessment,1997,Domino hosting service scope,24x7 customer support for network connectivity; Notes administration; security; maintenance; server maintenance; ISP-level infrastructure,high,ingest-extraction,industry-analysis,Notes Hosting,Service catalog documented — essentially what modern SaaS companies provide,,,,,white-paper,medium,white-paper
1997-tme-10-security-management-8178c6-OBS-017,1997-tme-10-security-management-8178c6,,racf,technology-assessment,1997,RACF as gold standard for security,RACF described as proven mainframe security; enterprise desire is RACF-equivalent for distributed computing,high,ingest-extraction,expert-opinion,Preface,RACF used as benchmark reference throughout document,,,,,white-paper,high,white-paper
aberdeen-1997-picks-right-tools-year-2000-OBS-003,aberdeen-1997-picks-right-tools-year-2000,aberdeen-group,,expert-opinion,1997,Y2K solution buyer skepticism,IS buyers have a right to be skeptical about Y2K solutions; hard to understand why a two-digit date causes massive problems; fog of supplier hype and expert alarmism,high,ingest-extraction,expert-opinion,p.1,Core framing of the briefing,,,,,white-paper,medium,white-paper
midline-storage-white-paper-jun2003-OBS-024,midline-storage-white-paper-jun2003,aberdeen-group,ilm,viability-prediction,2003,Data migration to midline tier — minimum estimate,At least 20% of enterprise data fits the definition of inactive/seldom-used online storage appropriate for high-capacity/low-cost ATA,verified,outcome-linkage,expert-opinion,Page 4,Conservative floor estimate for midline addressable data,,,,,white-paper,high,white-paper
2004-03-intelitaniummfewp11.doc-618d4a-OBS-042,2004-03-intelitaniummfewp11.doc-618d4a,,itanium,actual-outcome,2021,surround-strategy-outcome,Partially correct via x86-64,verified,ingest-extraction,document-review,,Enterprises did adopt Intel for new workloads (surround strategy) but via x86-64 not Itanium,,,,2004-03-intelitaniummfewp11.doc-618d4a.042,white-paper,low,white-paper
aberdeen-1996-advanced-planning-engines-white-paper-OBS-027,aberdeen-1996-advanced-planning-engines-white-paper,RED-PEPPER,RESPONSEAGENT,strategy-classification,1996,partnerships,peoplesoft_oracle_sap_baan_computer_associates,high,ingest-extraction,vendor-claim,5,"Red Pepper partnerships: PeopleSoft, Oracle, SSA, SAP, Computer Associates, American Software, Andersen Consulting, Price Waterhouse, CSC",,,,,white-paper,high,white-paper
1997-tandem-object-relational-data-mining-architecture-2d8139-OBS-015,1997-tandem-object-relational-data-mining-architecture-2d8139,tandem-computers,tandem-himalaya,benchmark-result,1994,Tandem TPC-C scalability benchmark,98.8% scalability across 112 CPUs in TPC-C benchmark — cited from Aberdeen 1994 Product Viewpoint on Himalaya K10000,high,ingest-extraction,benchmarking,Market Position,Referenced to establish Tandem's parallel computing credibility,,,,,white-paper,medium,white-paper
2004-09-intel-64bit-tipping-point-b21860-OBS-002,2004-09-intel-64bit-tipping-point-b21860,,,market-data,2003,IDC Itanium server market size (base year),Itanium-based server market less than $1 billion in 2003,high,ingest-extraction,market-tracking,p.2,IDC Server group forecast; Al Gillen and Jean Bozman IDC Analysts June 2004,,,,,white-paper,high,white-paper
1997-automating-and-managing-internal-op-e69e64-OBS-021,1997-automating-and-managing-internal-op-e69e64,remedy-corporation,consolidated-operations-mgmt,actual-outcome,2005,COM market growth actual outcome,ITSM market grew substantially; Gartner ITSM predictions for $9.4B by 2000 were directionally correct; ServiceNow founded 2004 on same COM premise; market reached $14B+ by 2015,verified,web-source,document-review,Post-publication research,The ITSM/COM market growth prediction proved accurate. ServiceNow vindicated Aberdeen's thesis about unified internal operations automation platforms.,,,,,white-paper,high,white-paper
aberdeen-impact-desktop-pc-sirens-1998-14b40c-OBS-005,aberdeen-impact-desktop-pc-sirens-1998-14b40c,,,benchmark,1998,kastner-memory-usage,'Virtual memory usage on my own PC is about 60MB',high,ingest-extraction,bm,p.2,Kastner personal measurement,,,,,white-paper,high,white-paper
1992-tpc-benchmarks-vp-ed0e0d-OBS-023,1992-tpc-benchmarks-vp-ed0e0d,digital-equipment,digital-vax,market-analysis,1992,Digital TPC-A price-performance range across full VAX line,Within 20% from MicroVAX 3100 entry-level to VAX 6000-640,high,ingest-extraction,analyst-assessment,3,March 15 1992 realignment; described as one-price-performance-fits-all strategy.,,,,1992-tpc-vp-023,white-paper,high,white-paper
mid-line-storage-white-paper-06-13-03-3-7a2c62-OBS-039,mid-line-storage-white-paper-06-13-03-3-7a2c62,aberdeen-group,storage-management-software,recommendation,2003,qos_sla_recommendation,IT must adopt QoS perspective and formal/informal SLAs to differentiate storage tiers,high,ingest-extraction,document-extraction,14,Not all applications require same service levels; QoS and SLAs are key management framework for midline,,,,mid-line-storage-white-paper-06-13-03-3-7a2c62-039,white-paper,high,white-paper
the-business-value-in-it-outsourcing-7d5f23-OBS-008,the-business-value-in-it-outsourcing-7d5f23,,outsourcing-maturity-model,benchmark-result,2006,Laggard companies ROI measurement frequency,0% after each upgrade; 10% sometimes; 20%+ never,high,ingest-extraction,survey,2,"Laggard IT maturity = 30% of respondents; majority never measure ROI. Source: AberdeenGroup, Achieving More Value from Enterprise Integration, May 2006.",,,,,white-paper,high,white-paper
aberdeen-1996-evaluating-system36-migration-strategies-OBS-017,aberdeen-1996-evaluating-system36-migration-strategies,ibm,ibm-advanced-36,framework-factor,1996,Migration criteria 3: Lowest MIS transition cost,"Priority #3; Advanced 36 rated Best (1-day migration via TDL), AS/400 Acceptable, PC-LAN Unacceptable (cannot reuse any S/36 skills or data)",high,ingest-extraction,field-research,Evaluating the Options / Table 3,"Criteria 3 of 5; PC-LAN required retraining all staff, rewriting all applications, converting all data",,,,,white-paper,high,white-paper
aberdeen-1996-spider-technologies-netdynamics-OBS-007,aberdeen-1996-spider-technologies-netdynamics,spider-technologies,tp-monitor,framework-factor,1996,NetDynamics TP-monitor criteria: Scalability,Eliminates CGI process start/stop overhead; multithreaded; load balances across multiple DB servers; query optimization on SQL construction,high,ingest-extraction,competitive-profiling,p.2-3 (Scalability),Second of three TP-monitor evaluation criteria,,,,,white-paper,high,white-paper
carepo-kastner-unicenter-jasmine-1996-1d5ffe-OBS-003,carepo-kastner-unicenter-jasmine-1996-1d5ffe,computer-associates,ca-unicenter,strategic-recommendation,1997,advertising-venues,"business-executive ads in Business Week, Forbes",high,ingest-extraction,eo,p.1,,,,,,white-paper,medium,white-paper
2003-dell-asset-recovery-services-white--142827-OBS-004,2003-dell-asset-recovery-services-white--142827,,pentium-iii-pc,benchmark-result,2003,Do-it-yourself disposal cost per PC,At least $387 per PC for proper do-it-yourself disposal,high,ingest-extraction,statistical-analysis,p.3,Includes staff time + data destruction + logistics + environmental disposal fees,,,,,white-paper,high,white-paper
midline-storage-white-paper-jun2003-OBS-004,midline-storage-white-paper-jun2003,,serial-ata,technology-benchmark,2003,ATA vs FC/SCSI capacity advantage,ATA disks have 2-8x storage capacity of FC/SCSI; up to 300 GB per ATA disk compared to 142/72/36 GB per FC/SCSI disk,high,ingest-extraction,primary-research,Page 4,Fundamental economic advantage driving midline adoption,,,,,white-paper,high,white-paper
intelitaniummfewp1[1]-773ea2-OBS-005,intelitaniummfewp1[1]-773ea2,intel,madison-itanium,viability-prediction,2004,Itanium performance improvement over 3 years,7x improvement planned,refuted,outcome-linkage,vendor-claim,p2,Intel plans to improve Itanium performance by more than 7x over next three years,,,,,white-paper,medium,white-paper
1996-electronic-commerce-25d31b-OBS-001,1996-electronic-commerce-25d31b,aberdeen-group,internet-ec,market-sizing,1996,Planned EC IT investment (3-year),$7.2 billion,medium,ingest-extraction,survey,p1,Aberdeen research projects $7.2B in EC IT investment over next three years.,,,,,white-paper,high,white-paper
aberdeen-1995-hp-softbench-OBS-003,aberdeen-1995-hp-softbench,,,expert-opinion,1995,OO benefits,Aberdeen's field research consistently shows OO development delivers real long-term benefits but only with the right mix of advanced tools and training,high,ingest-extraction,document-review,1,Section: Why Objects; Evidence: field-research,,,,,white-paper,medium,white-paper
intel-infiband-wp--edit-psk-5-22f-a2c551-OBS-010,intel-infiband-wp--edit-psk-5-22f-a2c551,,infiniband,viability-prediction,2002,IBA production deployment timeline,enterprise production beginning 2003,verified,outcome-linkage,expert-analysis,p5,Aberdeen: IBA can begin enterprise production in 2003 with careful planning.,,,,,white-paper,high,white-paper
vulnerability-assessment-empowering-is-754d9a-OBS-018,vulnerability-assessment-empowering-is-754d9a,internet-security-systems,safesuite,strategy-classification,1997,ISS SAFESuite market position,Leading supplier of third-generation detection and assessment tools; pole position ahead of several other suppliers,high,ingest-extraction,expert-opinion,ISS section,Aberdeen's editorial endorsement of ISS as category leader,,,,,white-paper,high,white-paper
psk-misc-speech-agendas-5965a3-OBS-007,psk-misc-speech-agendas-5965a3,,,expert-opinion,1996,Customer-driven information systems,Customer-driven information systems identified as key trend requiring IT adaptation,high,ingest-extraction,expert-opinion,slide from Major Computing Trends presentation,"Part of 100,000 meter view agenda",,,,,white-paper,high,white-paper
2003-sars-electronics-supply-chain-ec0375-OBS-017,2003-sars-electronics-supply-chain-ec0375,peoples-republic-of-china,,strategic-assessment,2003,Japan/Korea vs Western response to SARS PRC exposure,Japanese/Korean firms will slow their rush to PRC; Western firms face disrupted chains now,medium,ingest-extraction,expert-opinion,p.4,,,,,,white-paper,high,white-paper
oracle-middleware-fragment-5-d3d774-OBS-010,oracle-middleware-fragment-5-d3d774,,xml,actual-outcome,2001,xml-actual-outcome,"XML/SOA/REST APIs emerged as the dominant integration layer as predicted. By 2005-2010, XML-based web services (SOAP/WSDL) and then REST/JSON APIs became the universal enterprise integration standard. SOA adoption was mainstream by 2006-2008.",partially-verified,ingest-extraction,expert-opinion,conclusion,XML/SOA/REST APIs did emerge as dominant integration layer. | XML/SOA/REST dominance validated. SOA became mainstream by 2006-2008; REST/JSON emerged by 2010. Source: General industry consensus; Aberdeen SOA research confirms trajectory.,,,,,white-paper,medium,white-paper
10ibmiss-f66945-OBS-028,10ibmiss-f66945,ibm,ibm-mainframe-zarch,,,,,high,ingest-extraction,,,Upgrade lock-in strategy,,,,10ibmiss-f66945.028,white-paper,high,white-paper
software-market-safegu~1-ea7453-OBS-024,software-market-safegu~1-ea7453,,eism,trend-analysis,1995,Distributed systems management pain,Distributed systems are rapidly causing administrative chaos; huge interest in alleviating IS pain,high,ingest-extraction,expert-opinion,Slide: Enterprise Information Systems Management,Large suppliers driving consolidation of many niche players,,,,,white-paper,high,white-paper
2002-beyond-windows-8-way-servers-why-businesses-are-de-6828b2-OBS-008,2002-beyond-windows-8-way-servers-why-businesses-are-de-6828b2,,server-recentralization,framework-factor,2002,Re-centralization benefit: reliability,Highly reliable servers reduce downtime vs. distributed small servers,high,ingest-extraction,industry-analysis,abstract,Factor 4: reliability of large enterprise-class server vs. many commodity servers,,,,,white-paper,high,white-paper
1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776-OBS-005,1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776,tandem-computers,tandem-himalaya,benchmark-result,1994,Tandem TPC-C scalability benchmark,98.8% scalability efficiency across 112 CPUs in TPC-C benchmark (Himalaya K10000); cited from Aberdeen Product Viewpoint July 15 1994,high,ingest-extraction,benchmarking,Market Position,Establishes Tandem's parallel scalability credentials as foundation for NT clustering claim,,,,,white-paper,high,white-paper
2010-intel-ia-continuum-wp-1-2-fc5653-OBS-022,2010-intel-ia-continuum-wp-1-2-fc5653,intel,atom-processor,actual-outcome,2019,Smartphone market penetration (actual),[UNVERIFIED],verified,web-source,,,,,,,,white-paper,high,white-paper
2002-amd-s-gigahertz-equiva-nexperienced-buyers-accept--6f6050-OBS-005,2002-amd-s-gigahertz-equiva-nexperienced-buyers-accept--6f6050,advanced-micro-devices,gigahertz-equivalency,technology-assessment,2002,Methodology flaw: I/O in processor benchmark,Uses system-level I/O benchmarks not used by industry for processor-only measurement,high,ingest-extraction,benchmarking,abstract,Flaw 4: including I/O in benchmark inflates apparent processor performance vs. CPU-only tests,,,,,white-paper,high,white-paper
midline-storage-white-paper-jun2003-OBS-007,midline-storage-white-paper-jun2003,,serial-ata,technology-benchmark,2003,Midline system cost savings vs high-performance disk,Midline solutions can be as much as half the price of high-performance disk-based systems,high,ingest-extraction,industry-analysis,Pages 13-14,System-level cost savings beyond just disk unit cost,,,,,white-paper,high,white-paper
infiniband-data-center-wp-2002-OBS-010,infiniband-data-center-wp-2002,,rdma,technology-assessment,2002,RDMA capability description,Offloads transport from host CPU via InfiniBand processor organizing I/O into packets,high,ingest-extraction,ta,p3,Contrasted with TCP/IP where host OS handles all packet processing; RDMA reduces CPU overhead dramatically.,,,,,white-paper,high,white-paper
aberdeen-1995-hp-softbench-OBS-012,aberdeen-1995-hp-softbench,hewlett-packard,softbench-5,technology-assessment,1995,HP-UX and Solaris,SoftBench supports not only HP-UX but also runs on Sun Solaris,medium,ingest-extraction,document-review,2,Section: SoftBench Overview; Evidence: product-description,,,,,white-paper,medium,white-paper
1992-tpc-benchmarks-vp-ed0e0d-OBS-004,1992-tpc-benchmarks-vp-ed0e0d,aberdeen-group,tpc-benchmark,market-analysis,1992,Price-performance improvement since 1990,79% industry drop in K$/TPS-A,high,ingest-extraction,analyst-assessment,2,Five-fold improvement over two years; 35% in Q1 1992 alone.,,,,1992-tpc-vp-004,white-paper,high,white-paper
aberdeen-1996-computer-telephony-integration-OBS-023,aberdeen-1996-computer-telephony-integration,,cade,actual-outcome,1998,CADE Java support outcome,"CADEs (PowerBuilder, Delphi, Forte etc.) added Java support by 1997-1998; CADEs largely displaced by Java IDE tools (Eclipse, NetBeans) by 2000",verified,web-source,document-review,Post-publication verification,Prediction directionally correct on timing; Java ultimately displaced CADEs rather than augmenting them,,,,,white-paper,high,white-paper
aberdeen-1995-hp-softbench-OBS-007,aberdeen-1995-hp-softbench,,,expert-opinion,1995,enterprise application management,When a business rule changes enterprise-wide it will become cost-prohibitive to have programming staff hand-code all occurrences without integrated distributed software methods,medium,ingest-extraction,document-review,1,Section: Why Distributed Computing; Evidence: analyst-assertion,,,,,white-paper,medium,white-paper
04-mid-line-storage-v2-whitepaper-7db9bc-OBS-022,04-mid-line-storage-v2-whitepaper-7db9bc,,ilm,framework-component,2003,ILM Principle 4 — Redundancy,More copies being made of content to ensure faster access and better data protection,high,ingest-extraction,expert-opinion,ILM Section,Fourth ILM principle — redundancy increases storage capacity demands,,,,04-wp-OBS-022,white-paper,high,white-paper
1997-the-business-value-of-applications-hosting-e92e09-OBS-003,1997-the-business-value-of-applications-hosting-e92e09,interliant,,strategy-classification,1997,Competitive differentiation vs other NSPAPs,Low up-front cost of connection; willingness to meet customer-specific requirements; network independence via multiple public carriers; global reach,high,ingest-extraction,competitive-profiling,Market Position,Four differentiators vs competing NSPAPs,,,,,white-paper,medium,white-paper
infiniband-data-center-wp-2002-OBS-005,infiniband-data-center-wp-2002,,infiniband,actual-outcome,2010,IBA enterprise adoption — actual outcome,[UNVERIFIED],medium,ingest-extraction,wv,,IBA became dominant HPC interconnect (>70% TOP500 by 2010s) but did not broadly replace PCI-X in general enterprise; became critical for AI/ML training and HPC.,,,,,white-paper,high,white-paper
software-market-safegu~1-ea7453-OBS-008,software-market-safegu~1-ea7453,,unix,competitive-position,1995,UNIX market status,Mature market; variants capable of single enterprise-size applications,high,ingest-extraction,expert-opinion,Slide: Operating Systems,,,,,,white-paper,high,white-paper
aberdeen-1996-advanced-planning-engines-white-paper-OBS-009,aberdeen-1996-advanced-planning-engines-white-paper,i2-technologies,RHYTHM-I2,market-data,1996,revenue_1995,27m_estimated_300_sites,high,ingest-extraction,vendor-claim,4,i2 Technologies 1995 estimated revenues $27M; 300+ installed sites,,,,,white-paper,high,white-paper
