"study_id","old_prescience","new_prescience","n_total_obs","n_prefilter","n_used","mean","distribution","new_rationale"
"q4svccmsolselguide-marketingslick-070605a-98b07c","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"ra-21stcen-3863-65fedd","[DEFERRED]","low","75","4","71","1.9155","35x0, 9x3, 26x4, 1x5","Pass C cloud rollup (rule A, mean=1.92 over 71 obs; distribution: 35x0, 9x3, 26x4, 1x5). 4 additional obs were prefiltered as non-forward-looking."
"ra-advancedsourcing-3857-9ede9d","[DEFERRED]","low","38","3","35","1.0571","25x0, 1x2, 1x3, 8x4","Pass C cloud rollup (rule A, mean=1.06 over 35 obs; distribution: 25x0, 1x2, 1x3, 8x4). 3 additional obs were prefiltered as non-forward-looking."
"ra-bpsecinfoaccess-jh-8c3eaa","[DEFERRED]","medium","50","4","46","2.0000","20x0, 1x1, 9x3, 16x4","Pass C cloud rollup (rule A, mean=2.00 over 46 obs; distribution: 20x0, 1x1, 9x3, 16x4). 4 additional obs were prefiltered as non-forward-looking."
"ra-bpsop-se-134043","[DEFERRED]","low","25","3","22","1.5455","13x0, 2x3, 7x4","Pass C cloud rollup (rule A, mean=1.55 over 22 obs; distribution: 13x0, 2x3, 7x4). 3 additional obs were prefiltered as non-forward-looking."
"ra-bptransmgmt-be-5977ec","[DEFERRED]","low","34","3","31","0.6129","26x0, 1x3, 4x4","Pass C cloud rollup (rule A, mean=0.61 over 31 obs; distribution: 26x0, 1x3, 4x4). 3 additional obs were prefiltered as non-forward-looking."
"ra-cimss-la-2851-7ea2a2","[DEFERRED]","low","29","3","26","0.9231","20x0, 6x4","Pass C cloud rollup (rule A, mean=0.92 over 26 obs; distribution: 20x0, 6x4). 3 additional obs were prefiltered as non-forward-looking."
"ra-clicks-jl-3710-3cb22d","[DEFERRED]","low","63","4","59","1.5763","34x0, 2x2, 3x3, 20x4","Pass C cloud rollup (rule A, mean=1.58 over 59 obs; distribution: 34x0, 2x2, 3x3, 20x4). 4 additional obs were prefiltered as non-forward-looking."
"ra-cmo-smemme-la-3607-20a587","[DEFERRED]","low","78","21","57","1.4035","36x0, 5x3, 15x4, 1x5","Pass C cloud rollup (rule A, mean=1.40 over 57 obs; distribution: 36x0, 5x3, 15x4, 1x5). 21 additional obs were prefiltered as non-forward-looking."
"ra-compositeapps-rs-pk-3716-05cbff","[DEFERRED]","low","56","6","50","1.6200","26x0, 1x1, 2x2, 8x3, 13x4","Pass C cloud rollup (rule A, mean=1.62 over 50 obs; distribution: 26x0, 1x1, 2x2, 8x3, 13x4). 6 additional obs were prefiltered as non-forward-looking."
"ra-custanalyticsssg-gb-jl-3709-b60131","[DEFERRED]","medium","12","4","8","2.2500","3x0, 1x2, 1x3, 2x4, 1x5","Pass C cloud rollup (rule A, mean=2.25 over 8 obs; distribution: 3x0, 1x2, 1x3, 2x4, 1x5). 4 additional obs were prefiltered as non-forward-looking."
"ra-final-endpointnac-bg-3723-84f1e0","[DEFERRED]","low","82","27","55","1.1091","37x0, 2x2, 7x3, 9x4","Pass C cloud rollup (rule A, mean=1.11 over 55 obs; distribution: 37x0, 2x2, 7x3, 9x4). 27 additional obs were prefiltered as non-forward-looking."
"ra-governance-jh-1e6241","[DEFERRED]","low","40","3","37","1.8919","18x0, 1x1, 4x3, 13x4, 1x5","Pass C cloud rollup (rule A, mean=1.89 over 37 obs; distribution: 18x0, 1x1, 4x3, 13x4, 1x5). 3 additional obs were prefiltered as non-forward-looking."
"ra-indbpinrevlog-rg-3865-b61078","[DEFERRED]","low","48","7","41","0.9024","30x0, 1x2, 5x3, 5x4","Pass C cloud rollup (rule A, mean=0.90 over 41 obs; distribution: 30x0, 1x2, 5x3, 5x4). 7 additional obs were prefiltered as non-forward-looking."
"ra-lbs-sd-3599-736223","[DEFERRED]","low","81","8","73","1.0822","50x0, 1x2, 11x3, 11x4","Pass C cloud rollup (rule A, mean=1.08 over 73 obs; distribution: 50x0, 1x2, 11x3, 11x4). 8 additional obs were prefiltered as non-forward-looking."
"ra-lean-jb-2845-f319f8","[DEFERRED]","low","76","13","63","1.5079","37x0, 1x2, 8x3, 16x4, 1x5","Pass C cloud rollup (rule A, mean=1.51 over 63 obs; distribution: 37x0, 1x2, 8x3, 16x4, 1x5). 13 additional obs were prefiltered as non-forward-looking."
"ra-mfsupdate-mvsd-3719-dda2ac","[DEFERRED]","low","57","11","46","1.3913","29x0, 4x3, 13x4","Pass C cloud rollup (rule A, mean=1.39 over 46 obs; distribution: 29x0, 4x3, 13x4). 11 additional obs were prefiltered as non-forward-looking."
"ra-ntgenproddoc-3706-0a56e7","[DEFERRED]","low","84","20","64","1.1719","43x0, 2x2, 5x3, 14x4","Pass C cloud rollup (rule A, mean=1.17 over 64 obs; distribution: 43x0, 2x2, 5x3, 14x4). 20 additional obs were prefiltered as non-forward-looking."
"ra-pointsofservice-pr-2858-838bf8","[DEFERRED]","medium","30","4","26","2.2308","12x0, 2x3, 8x4, 4x5","Pass C cloud rollup (rule A, mean=2.23 over 26 obs; distribution: 12x0, 2x3, 8x4, 4x5). 4 additional obs were prefiltered as non-forward-looking."
"ra-procurementoutsourcing-rs-sb-3100-b7f944","[DEFERRED]","low","48","11","37","1.6216","20x0, 8x3, 9x4","Pass C cloud rollup (rule A, mean=1.62 over 37 obs; distribution: 20x0, 8x3, 9x4). 11 additional obs were prefiltered as non-forward-looking."
"ra-rfidmfg-3758-c43b7f","[DEFERRED]","low","48","9","39","1.8718","19x0, 1x2, 5x3, 14x4","Pass C cloud rollup (rule A, mean=1.87 over 39 obs; distribution: 19x0, 1x2, 5x3, 14x4). 9 additional obs were prefiltered as non-forward-looking."
"ra-scinnovator-be-3028-140f1e","[DEFERRED]","medium","48","12","36","2.1667","15x0, 1x2, 6x3, 12x4, 2x5","Pass C cloud rollup (rule A, mean=2.17 over 36 obs; distribution: 15x0, 1x2, 6x3, 12x4, 2x5). 12 additional obs were prefiltered as non-forward-looking."
"ra-sctippingpt-be-abr2844-49af82","[DEFERRED]","high","3","1","2","3.5000","1x2, 1x5","Pass C cloud rollup (rule A, mean=3.50 over 2 obs; distribution: 1x2, 1x5). 1 additional obs were prefiltered as non-forward-looking."
"ra-sno-mvmt-2859-790aed","[DEFERRED]","low","48","9","39","1.5641","23x0, 3x3, 13x4","Pass C cloud rollup (rule A, mean=1.56 over 39 obs; distribution: 23x0, 3x3, 13x4). 9 additional obs were prefiltered as non-forward-looking."
"ra-sro-mvrg-2860-edc995","[DEFERRED]","medium","22","7","15","2.4667","5x0, 3x3, 7x4","Pass C cloud rollup (rule A, mean=2.47 over 15 obs; distribution: 5x0, 3x3, 7x4). 7 additional obs were prefiltered as non-forward-looking."
"ra-supplierenablement-rs-2869-3e06ef","[DEFERRED]","medium","44","9","35","2.0286","15x0, 9x3, 11x4","Pass C cloud rollup (rule A, mean=2.03 over 35 obs; distribution: 15x0, 9x3, 11x4). 9 additional obs were prefiltered as non-forward-looking."
"ra-ttcmwireless-2855-027da7","[DEFERRED]","low","51","6","45","1.2667","29x0, 1x2, 5x3, 10x4","Pass C cloud rollup (rule A, mean=1.27 over 45 obs; distribution: 29x0, 1x2, 5x3, 10x4). 6 additional obs were prefiltered as non-forward-looking."
"ra-wan-pb-3854-d0b6ab","[DEFERRED]","low","76","8","68","1.4412","41x0, 1x2, 10x3, 14x4, 2x5","Pass C cloud rollup (rule A, mean=1.44 over 68 obs; distribution: 41x0, 1x2, 10x3, 14x4, 2x5). 8 additional obs were prefiltered as non-forward-looking."
"ra-warehouseautomation-3867-89c99f","[DEFERRED]","low","93","15","78","1.4231","49x0, 1x2, 4x3, 23x4, 1x5","Pass C cloud rollup (rule A, mean=1.42 over 78 obs; distribution: 49x0, 1x2, 4x3, 23x4, 1x5). 15 additional obs were prefiltered as non-forward-looking."
"ra-web-site-search-3910-5f9297","[DEFERRED]","low","71","12","59","1.7966","30x0, 1x2, 9x3, 18x4, 1x5","Pass C cloud rollup (rule A, mean=1.80 over 59 obs; distribution: 30x0, 1x2, 9x3, 18x4, 1x5). 12 additional obs were prefiltered as non-forward-looking."
"rb-cmcfo-vp-3500-97dcdd","[DEFERRED]","high","3","1","2","4.0000","2x4","Pass C cloud rollup (rule A, mean=4.00 over 2 obs; distribution: 2x4). 1 additional obs were prefiltered as non-forward-looking."
"rb-enablingb2bcollaboration-3890-56c184","[DEFERRED]","low","3","0","3","1.0000","2x0, 1x3","Pass C cloud rollup (rule A, mean=1.00 over 3 obs; distribution: 2x0, 1x3). 0 additional obs were prefiltered as non-forward-looking."
"rb-indtract-rg-2595-2652df","[DEFERRED]","low","3","2","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 2 additional obs were prefiltered as non-forward-looking."
"rb-procindus-4020-1a618f","[DEFERRED]","low","13","0","13","1.1538","9x0, 1x3, 3x4","Pass C cloud rollup (rule A, mean=1.15 over 13 obs; distribution: 9x0, 1x3, 3x4). 0 additional obs were prefiltered as non-forward-looking."
"rb-re-thinking-ibm-mainframe-psk-3052-cec46c","[DEFERRED]","medium","4","0","4","2.5000","1x0, 2x3, 1x4","Pass C cloud rollup (rule A, mean=2.50 over 4 obs; distribution: 1x0, 2x3, 1x4). 0 additional obs were prefiltered as non-forward-looking."
"rb-retailersusebidata-gb-3174-7cf5d4","[DEFERRED]","low","13","1","12","1.9167","6x0, 2x3, 3x4, 1x5","Pass C cloud rollup (rule A, mean=1.92 over 12 obs; distribution: 6x0, 2x3, 3x4, 1x5). 1 additional obs were prefiltered as non-forward-looking."
"rb-soarfidxterprise-jfjb-2872-ff1c28","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"rb-tmsinnovate-be-3459-d564f4","[DEFERRED]","medium","10","1","9","2.2222","4x0, 5x4","Pass C cloud rollup (rule A, mean=2.22 over 9 obs; distribution: 4x0, 5x4). 1 additional obs were prefiltered as non-forward-looking."
"rb-truesource-fitzgerald-2158-cc0580","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"rb-visibility-be-3694-181ec7","[DEFERRED]","low","5","0","5","1.4000","3x0, 1x3, 1x4","Pass C cloud rollup (rule A, mean=1.40 over 5 obs; distribution: 3x0, 1x3, 1x4). 0 additional obs were prefiltered as non-forward-looking."
"retail-2006-research-agenda-9b6ba9","[DEFERRED]","low","9","0","9","1.3333","6x0, 1x3, 1x4, 1x5","Pass C cloud rollup (rule A, mean=1.33 over 9 obs; distribution: 6x0, 1x3, 1x4, 1x5). 0 additional obs were prefiltered as non-forward-looking."
"rp-appsec-mp-060927-6bae07","[DEFERRED]","low","3","0","3","1.0000","2x0, 1x3","Pass C cloud rollup (rule A, mean=1.00 over 3 obs; distribution: 2x0, 1x3). 0 additional obs were prefiltered as non-forward-looking."
"rp-idandaccmgmt-hd-061130-4791a9","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"rp-sim-hd-070104-506e96","[DEFERRED]","high","2","1","1","4.0000","1x4","Pass C cloud rollup (rule A, mean=4.00 over 1 obs; distribution: 1x4). 1 additional obs were prefiltered as non-forward-looking."
"rr-businessintelligencecustmgmt-gb-3697-5bf0f4","[DEFERRED]","low","53","11","42","1.6429","24x0, 3x3, 15x4","Pass C cloud rollup (rule A, mean=1.64 over 42 obs; distribution: 24x0, 3x3, 15x4). 11 additional obs were prefiltered as non-forward-looking."
"salesforce-d77b13","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"sample-personal-benchmark-94cc2b","[DEFERRED]","low","22","6","16","0.9375","12x0, 1x3, 3x4","Pass C cloud rollup (rule A, mean=0.94 over 16 obs; distribution: 12x0, 1x3, 3x4). 6 additional obs were prefiltered as non-forward-looking."
"sap-f4603b","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"sc-05-06-supplychain-globaltrade-100505b-856b09","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"sell-siderptabridged-5cc8e7","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"sipp-speech-florida-06-30-03-5776a8","[DEFERRED]","low","7","2","5","0.4000","4x0, 1x2","Pass C cloud rollup (rule A, mean=0.40 over 5 obs; distribution: 4x0, 1x2). 2 additional obs were prefiltered as non-forward-looking."
"snapappliancesnapshot-0c0757","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"snapshots-20market-20visibility-20collateral-34f703","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"solution-provider-introduction-3cd92e","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"solution-provider-introduction-wb061005a-af380e","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"solution-providers-creating-demand-49b049","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"solution-providers-creating-demand-wb060905a-b72e30","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"spotlightakamai-b83de6","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"spotlightavotus-997b04","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"spotlightdigitalfountain-3a7ed2","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"spotlightdigitalreliance-8246bd","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"spotlightmirrorimage-3ee2aa","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"spotlightprofitline-f0b7b5","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"spotlightstratacache-970c06","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"spotlightteldata-3e83bb","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"spotlightvalicert-cff98a","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"streamingmediatoc-d6b5cc","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"supply-chain-research-snapshot-7bc490","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"svcchmgt-2006agenda-expanded-mwv-434c1f","[DEFERRED]","low","6","0","6","1.3333","4x0, 2x4","Pass C cloud rollup (rule A, mean=1.33 over 6 obs; distribution: 4x0, 2x4). 0 additional obs were prefiltered as non-forward-looking."
"tfc2002-20reporttoc-c584fa","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"tfcbuyingintentions2003toc-e9e578","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"top10cpc-8ae27e","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"top10crm-185a2a","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"v12n1-70fd0c","[DEFERRED]","medium","24","5","19","2.3684","7x0, 1x2, 1x3, 10x4","Pass C cloud rollup (rule A, mean=2.37 over 19 obs; distribution: 7x0, 1x2, 1x3, 10x4). 5 additional obs were prefiltered as non-forward-looking."
"voiptoc-7206c3","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"webglobalization-9a3e89","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"westerneuropereporttoc-6d43c8","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"wfms-research-preview-q406-cce768","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"written-1996-electronic-commerce-9cdeba","[DEFERRED]","medium","2","0","2","2.0000","1x0, 1x4","Pass C cloud rollup (rule A, mean=2.00 over 2 obs; distribution: 1x0, 1x4). 0 additional obs were prefiltered as non-forward-looking."
"written-2004-05dell-storage-profile-editpk-051704f-8b106e","[DEFERRED]","high","3","1","2","3.5000","1x3, 1x4","Pass C cloud rollup (rule A, mean=3.50 over 2 obs; distribution: 1x3, 1x4). 1 additional obs were prefiltered as non-forward-looking."
"written-all-aberdeen-publications-6332de","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"written-amd-profile01-677733","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"written-computerworld-ilm-article-b063f3","[DEFERRED]","medium","2","0","2","2.0000","1x0, 1x4","Pass C cloud rollup (rule A, mean=2.00 over 2 obs; distribution: 1x0, 1x4). 0 additional obs were prefiltered as non-forward-looking."
"written-copy-of-hp-camera-lab-journal-prod-b8b75a","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"written-dct-oct-4-hot-topic-13a344","[DEFERRED]","low","6","0","6","0.6667","5x0, 1x4","Pass C cloud rollup (rule A, mean=0.67 over 6 obs; distribution: 5x0, 1x4). 0 additional obs were prefiltered as non-forward-looking."
"written-dell-ars-white-paper-prod-7-11m-343063","[DEFERRED]","low","30","0","30","1.6333","15x0, 2x2, 7x3, 6x4","Pass C cloud rollup (rule A, mean=1.63 over 30 obs; distribution: 15x0, 2x2, 7x3, 6x4). 0 additional obs were prefiltered as non-forward-looking."
"written-dell-asset-recovery-services-2-0abe18","[DEFERRED]","low","30","0","30","1.4000","17x0, 3x2, 4x3, 6x4","Pass C cloud rollup (rule A, mean=1.40 over 30 obs; distribution: 17x0, 3x2, 4x3, 6x4). 0 additional obs were prefiltered as non-forward-looking."
"written-dell-sd2-final-330962","[DEFERRED]","medium","3","0","3","2.6667","1x0, 2x4","Pass C cloud rollup (rule A, mean=2.67 over 3 obs; distribution: 1x0, 2x4). 0 additional obs were prefiltered as non-forward-looking."
"written-desktop-virtualization-roi-aberdeen-f059d8","[DEFERRED]","low","13","1","12","0.9167","7x0, 4x2, 1x3","Pass C cloud rollup (rule A, mean=0.92 over 12 obs; distribution: 7x0, 4x2, 1x3). 1 additional obs were prefiltered as non-forward-looking."
"written-goremote-profile-5-2a-78ab20","[DEFERRED]","medium","7","0","7","2.8571","2x2, 4x3, 1x4","Pass C cloud rollup (rule A, mean=2.86 over 7 obs; distribution: 2x2, 4x3, 1x4). 0 additional obs were prefiltered as non-forward-looking."
"written-hp-can-boost-soa-offerings-with-acquisition-of-mercury-2006-4f11c1","[DEFERRED]","high","3","0","3","4.0000","3x4","Pass C cloud rollup (rule A, mean=4.00 over 3 obs; distribution: 3x4). 0 additional obs were prefiltered as non-forward-looking."
"written-hp-compaq-kastner-insight1-753142","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"written-ibm-webify-industry-soa-application-jumpstart-2006-a0301e","[DEFERRED]","high","3","1","2","3.5000","1x3, 1x4","Pass C cloud rollup (rule A, mean=3.50 over 2 obs; distribution: 1x3, 1x4). 1 additional obs were prefiltered as non-forward-looking."
"written-iha-full-report-draft-jul-28-075611","[DEFERRED]","medium","21","2","19","2.3684","9x0, 5x4, 5x5","Pass C cloud rollup (rule A, mean=2.37 over 19 obs; distribution: 9x0, 5x4, 5x5). 2 additional obs were prefiltered as non-forward-looking."
"written-intel-centrino-pk-b43168","[DEFERRED]","medium","3","0","3","2.3333","1x0, 1x3, 1x4","Pass C cloud rollup (rule A, mean=2.33 over 3 obs; distribution: 1x0, 1x3, 1x4). 0 additional obs were prefiltered as non-forward-looking."
"written-intel-consumer-lt-10-5-03-df2e9c","[DEFERRED]","low","3","1","2","0.0000","2x0","Pass C cloud rollup (rule A, mean=0.00 over 2 obs; distribution: 2x0). 1 additional obs were prefiltered as non-forward-looking."
"written-intel-ia2004-pk4-kc-edits-752232","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"written-intel-infiband-wp-edit-psk-5-22f-c7606f","[DEFERRED]","low","11","4","7","0.0000","7x0","Pass C cloud rollup (rule A, mean=0.00 over 7 obs; distribution: 7x0). 4 additional obs were prefiltered as non-forward-looking."
"written-intelitaniummfewp1-1-204e5f","[DEFERRED]","low","14","5","9","1.4444","5x0, 2x2, 1x4, 1x5","Pass C cloud rollup (rule A, mean=1.44 over 9 obs; distribution: 5x0, 2x2, 1x4, 1x5). 5 additional obs were prefiltered as non-forward-looking."
"written-ma-unisyswipro-rs-3747-355001","[DEFERRED]","medium","3","2","1","3.0000","1x3","Pass C cloud rollup (rule A, mean=3.00 over 1 obs; distribution: 1x3). 2 additional obs were prefiltered as non-forward-looking."
"written-mirror-image-profile-v2-050404-384513","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"written-oracleroiwhitepaperprod-235e19","[DEFERRED]","low","16","3","13","0.6154","11x0, 2x4","Pass C cloud rollup (rule A, mean=0.62 over 13 obs; distribution: 11x0, 2x4). 3 additional obs were prefiltered as non-forward-looking."
"written-outsourcing-application-development-and-maintenance-0877e6","[DEFERRED]","low","40","9","31","1.5161","19x0, 3x3, 7x4, 2x5","Pass C cloud rollup (rule A, mean=1.52 over 31 obs; distribution: 19x0, 3x3, 7x4, 2x5). 9 additional obs were prefiltered as non-forward-looking."
"written-perspective-041304-eb8c4a","[DEFERRED]","medium","3","1","2","3.0000","1x2, 1x4","Pass C cloud rollup (rule A, mean=3.00 over 2 obs; distribution: 1x2, 1x4). 1 additional obs were prefiltered as non-forward-looking."
"written-sars2-hot-topic-1eeb5c","[DEFERRED]","low","3","1","2","0.0000","2x0","Pass C cloud rollup (rule A, mean=0.00 over 2 obs; distribution: 2x0). 1 additional obs were prefiltered as non-forward-looking."
"written-snap-appliances-snapshot-10-15pk-a7b49c","[DEFERRED]","medium","2","1","1","2.0000","1x2","Pass C cloud rollup (rule A, mean=2.00 over 1 obs; distribution: 1x2). 1 additional obs were prefiltered as non-forward-looking."
"written-technology-themes-4d6f14","[DEFERRED]","low","2","0","2","0.0000","2x0","Pass C cloud rollup (rule A, mean=0.00 over 2 obs; distribution: 2x0). 0 additional obs were prefiltered as non-forward-looking."
"written-the-business-value-in-it-outsourcing-d9a0f9","[DEFERRED]","low","6","2","4","1.2500","2x0, 1x2, 1x3","Pass C cloud rollup (rule A, mean=1.25 over 4 obs; distribution: 2x0, 1x2, 1x3). 2 additional obs were prefiltered as non-forward-looking."
"written-webex-taking-conferencing-to-the-business-communications-summit-2b6842","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"wwstoragereporttoc-2ba9ad","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"xignsnapshot-4553de","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
