"code_id","code_type","label","definition"
"metric","observation_type","Metric","Study-specific code: metric"
"metric-value","observation_type","Metric Value","Study-specific code: metric-value"
"miami_dade_use_case","observation_type","Miami_Dade_Use_Case","Study-specific code: miami_dade_use_case"
"microsoft-collaborator","observation_type","Microsoft Collaborator","Study-specific code: microsoft-collaborator"
"midrange_market_size","observation_type","Midrange_Market_Size","Study-specific code: midrange_market_size"
"migration-complexity","observation_type","Migration Complexity","Study-specific code: migration-complexity"
"migration-profile","observation_type","Migration Profile","Study-specific code: migration-profile"
"migration-strategy","observation_type","Migration Strategy","Approach for technology migration or transition"
"missing_2pc","observation_type","Missing_2Pc","Study-specific code: missing_2pc"
"mission","observation_type","Mission","Study-specific code: mission"
"mktdata","methodology","Market Data","Published market data including pricing, volumes, and industry statistics"
"mobile-platform","tech_category","Mobile Platform","Integrated hardware and software platform for portable computing devices"
"multi-stage-model","observation_type","Multi Stage Model","Study-specific code: multi-stage-model"
"multi_vendor_diagram","observation_type","Multi_Vendor_Diagram","Study-specific code: multi_vendor_diagram"
"mw","methodology_code","Mw","Market/field research methodology used by Aberdeen"
"naming-critique","observation_type","Naming Critique","Study-specific code: naming-critique"
"negative","sentiment","Negative","Observation conveys an unfavorable or weak result"
"network-computing","technology-era","Network Computing","IBM term for distributed computing over networks; the 1997 successor to client-server paradigm."
"network-infrastructure","subject_domain","Network Infrastructure","Enterprise networking infrastructure including NOS VPN intranet"
"networking","tech_category","Networking","Network protocols and transmission technologies"
"neutral","sentiment","Neutral","Observation is factual with no evaluative tone"
"new-market-approach","observation_type","New Market Approach","Study-specific code: new-market-approach"
"news","methodology","News/Reported Event","Publicly reported incident or event cited as evidence in the study"
"news-report","methodology","News Report","Study-specific code: news-report"
"news-reporting","methodology","News Reporting","Study-specific code: news-reporting"
"newsletter-cross-reference","methodology","Newsletter Cross Reference","Study-specific code: newsletter-cross-reference"
"newsletter-direct-mention","methodology","Newsletter Direct Mention","Study-specific code: newsletter-direct-mention"
"newsletter-direct-quote","methodology","Newsletter Direct Quote","Study-specific code: newsletter-direct-quote"
"newsletter-vendor-supplied-data","methodology","Newsletter Vendor Supplied Data","Study-specific code: newsletter-vendor-supplied-data"
"niche","tech_lifecycle","Niche","Technology persists in specialized or niche markets"
"niche-production","lifecycle","Niche Production","Technology is in production but serving a niche market segment."
"normal_environment_factor","observation_type","Normal_Environment_Factor","Study-specific code: normal_environment_factor"
"not-applicable","importance","Not Applicable","Importance assessment is not applicable"
"nurture-strategy","observation_type","Nurture Strategy","Study-specific code: nurture-strategy"
"obsolete","lifecycle","Obsolete","Technology no longer in active use or commercial support; superseded by successor technologies"
"offer","observation_type","Offer","Study-specific code: offer"
"oh","methodology","Oh","Study-specific code: OH"
"olap","technology-category","Online Analytical Processing","Multi-dimensional analytical database operations: drill-down, roll-up, slicing."
"old_vs_new_role_of_it","observation_type","Old_Vs_New_Role_Of_It","Study-specific code: old_vs_new_role_of_it"
"oltp","technology-category","Online Transaction Processing","High-volume real-time database transaction workloads."
"open-standards","observation_type","Open Standards","Information about open standards compliance or API design"
"openvms-alpha","platform","OpenVMS Alpha","Digital's OpenVMS on Alpha architecture"
"openvms-vax","platform","OpenVMS VAX","Digital's OpenVMS on VAX architecture"
"operating-system","tech_category","Operating System","System software managing computer hardware and providing services for application software"
"operational-event","observation_type","Operational Event","Study-specific code: operational-event"
"operational-metric","observation_type","Operational Metric","Study-specific code: operational-metric"
"operational-threshold","observation_type","Operational Threshold","Study-specific code: operational-threshold"
"oral","methodology","Oral","Study-specific code: ORAL"
"oral-history","methodology","Oral History","First-person spoken or written recollection of events"
"org-attribute","observation_type","Organizational Attribute","Non-financial attribute of an organization"
"org-fact","observation_type","Org Fact","Study-specific code: org-fact"
"org-metric","observation_type","Organizational Metric","Metric about an organization such as headcount or revenue"
"org-profile","observation_type","Org Profile","Study-specific code: org-profile"
"org-role","observation_type","Org Role","Study-specific code: org-role"
"org-structure","observation_type","Org Structure","Study-specific code: org-structure"
"organization","entity_type","Organization","A company, consortium, or standards body"
"organizational","observation_type","Organizational","Study-specific code: organizational"
"organizational-characteristic","observation_type","Organizational Characteristic","Study-specific code: organizational-characteristic"
"organizational-fact","observation_type","Organizational Fact","Study-specific code: organizational-fact"
"os2","platform","OS/2","IBM OS/2"
"os400","platform","OS/400","IBM AS/400 OS/400 (forthcoming in v2.6)"
"ot-001","observation_type","strategy-classification","Classifies a company's strategic positioning, business model archetype, or competitive approach as observed or assessed by the analyst"
"ot-002","observation_type","viability-prediction","A forward-looking prediction made at time of study about future market direction, technology adoption, or company success; enables retrospective accuracy assessment"
"ot-003","observation_type","actual-outcome","A documented real-world outcome that occurred after the study's publication date; used to assess predictive accuracy and historical impact; sourced from post-publication record"
"ot-004","observation_type","technology-assessment","An evaluative statement about a specific technology's capabilities, limitations, architecture, or competitive differentiation based on research or analysis"
"ot-005","observation_type","benchmark-result","A quantitative or qualitative performance measurement result from a formal benchmark, test, or structured evaluation methodology"
"ot-006","observation_type","framework-factor","A component or level within an analytical framework, model, or taxonomy presented in the study; captures structured multi-part analytical constructs"
"ot-007","observation_type","market-data","Quantitative or factual market information including customer counts, growth rates, market share, pricing, adoption statistics, and competitive landscape facts"
"ot-008","observation_type","expert-opinion","An interpretive or evaluative statement representing the analyst's or a cited expert's informed judgment, not directly derived from quantitative data"
"ot-expt","observation_type","expert-opinion","An interpretive or analytical statement by the study author or research team"
"ot-frmk","observation_type","framework","A conceptual model, research framework, or analytical classification scheme"
"ot-kpi","observation_type","key-performance-indicator","A named metric used to evaluate organizational performance against benchmarks"
"ot-mrkt","observation_type","market-data","Quantitative data about market size, scope, or industry participation"
"ot-pred","observation_type","prediction","A forward-looking forecast or projection about future trends or adoption rates"
"ot-rank","observation_type","ranking","An ordered comparison or prioritized list of items by measured criteria"
"ot-stat","observation_type","statistic","A quantitative measurement or percentage derived from survey data or benchmark analysis"
"ot-surv","observation_type","survey-finding","A finding or data point derived from primary survey research"
"ot-tech","observation_type","technology-assessment","An evaluation of a technology's maturity, adoption, or strategic positioning"
"outcome","observation_type","Outcome","Study-specific code: outcome"
"outcome-assessment","observation_type","Outcome Assessment","Study-specific code: outcome-assessment"
"pain-point","observation_type","Pain Point","Study-specific code: pain-point"
"partner-profile","observation_type","Partner Profile","Study-specific code: partner-profile"
"partnership","obs_type","Partnership","Business partnership or alliance information"
"partnership-assessment","observation_type","Partnership Assessment","Evaluation of the importance or status of a vendor partnership or alliance."
"partnership-metric","observation_type","Partnership Metric","Information about partnerships or alliances"
"partnership-model","observation_type","Partnership Model","Study-specific code: partnership-model"
"partnership-observation","observation_type","Partnership Observation","Study-specific code: partnership-observation"
"partnership-type","observation_type","Partnership Type","Type and nature of a partnership arrangement"
"performance-assessment","observation_type","Performance Assessment","Subjective or qualitative evaluation of system performance."
"performance-claim","observation_type","Performance Claim","Assertion about technology performance improvement"
"performance-model","observation_type","Performance Model","Study-specific code: performance-model"
"performance-tuning-finding","observation_type","Performance Tuning Finding","Study-specific code: performance-tuning-finding"
"person","entity_type","Person","Individual contributor or author."
"personal-attribute","observation_type","Personal Attribute","Study-specific code: personal-attribute"
"personal-opinion","methodology","Personal Opinion","Study-specific code: personal-opinion"
"personal-recollection","observation_type","Personal Recollection","First-person memory or anecdote from Kastner"
"personal-statement","methodology","Personal Statement","Study-specific code: personal-statement"
"planned-feature","observation_type","Planned Feature","Announced but not yet available product feature"
"planning-parameter","observation_type","Planning Parameter","Organizational planning assumption or target."
"platform-support","obs_type","Platform Support","Description of supported operating systems, hardware platforms, or environments"
"platform-vendor-referenced","entity_role","Platform Vendor Referenced","Vendor whose platform is mentioned as supported"
"point-solution","tech_category","Point Solution","Standalone application addressing a single functional domain"
"policy-endorsement","observation_type","Policy Endorsement","Study-specific code: policy-endorsement"
"policy-recommendation","observation_type","Policy Recommendation","Study-specific code: policy-recommendation"
"political-statement","methodology","Political Statement","Study-specific code: political-statement"
"positioning-context","observation_type","Positioning Context","Study-specific code: positioning-context"
"positioning-recommendation","observation_type","Positioning Recommendation","Study-specific code: positioning-recommendation"
"positive","sentiment","Positive","Observation conveys a favorable or strong result"
"post-hoc","methodology","Post Hoc","Study-specific code: post-hoc"
"pr","methodology_code","Pr","Aberdeen Vendor Profile report methodology"
"practice-areas","observation_type","Practice Areas","Study-specific code: practice-areas"
"practice-attribution","observation_type","Practice Attribution","Study-specific code: practice-attribution"
"practice-framework","observation_type","Practice Framework","Study-specific code: practice-framework"
"practitioner-experience","methodology","Practitioner Experience","Study-specific code: practitioner-experience"
"pre-001","prescience","high","Study's predictions and assessments proved largely accurate; key forecasts confirmed by subsequent events"
"pre-002","prescience","medium","Study's predictions proved partially accurate; mixed record of confirmed and failed forecasts"
"pre-003","prescience","low","Study's key predictions proved inaccurate or the analysis fundamentally misread the market direction"
"pre-release","lifecycle_status","Pre-Release","Product announced but not yet commercially available at time of assessment"
"prediction","observation_type","Prediction","Study-specific code: prediction"
"prediction-audit","methodology","Prediction Audit","Study-specific code: prediction-audit"
"prediction-outcome-analysis","methodology","Prediction outcome analysis","Assessment of earlier strategic claims against later outcomes."
"prediction-verified","methodology","Prediction Verified","Study-specific code: prediction-verified"
"prediction-vs-outcome-scorecard","methodology","Prediction vs Outcome Scorecard","Tabulation of viability predictions against actual outcomes"
"predictive_agents_promise","observation_type","Predictive_Agents_Promise","Study-specific code: predictive_agents_promise"
"prescience-assessment","observation_type","Prescience Assessment","Study-specific code: prescience-assessment"
"prescience-retrospective","methodology","Prescience Retrospective","Study-specific code: prescience-retrospective"
"prescience-vindication","observation_type","Prescience Vindication","Retrospective evidence that an earlier prediction was borne out"
"prescriptive-framework","methodology","Prescriptive Framework","Study-specific code: prescriptive-framework"
"presentation","methodology","Presentation","Study-specific code: presentation"
"presentation-format","observation_type","Presentation Format","Study-specific code: presentation-format"
"preservation-note","observation_type","Preservation Note","Study-specific code: preservation-note"
"press-quote","methodology","Press Quote","Study-specific code: press-quote"
"press-relations","observation_type","Press Relations","Study-specific code: press-relations"
"press-release","methodology","Press Release","Study-specific code: press-release"
"previous-generation","lifecycle","Previous Generation","Technology was one generation behind at study time."
"price-point","observation_type","Price Point","Study-specific code: price-point"
"price-tracking","methodology","Price Tracking","Study-specific code: price-tracking"
"pricing","observation_type","Pricing","Product or service pricing information"
"pricing-data","observation_type","Pricing Data","Study-specific code: pricing-data"
"primary","methodology","Primary","Study-specific code: primary"
"primary-archival","methodology","Primary Archival","Study-specific code: primary-archival"
"primary-doc","methodology","Primary Doc","Study-specific code: primary-doc"
"primary-document","methodology","Primary Document","Study-specific code: primary-document"
"primary-observation","observation_type","Primary Observation","Study-specific code: primary-observation"
"primary-research","methodology","Primary Research","Study-specific code: primary-research"
"primary-source","methodology","Primary Source","Study-specific code: primary-source"
"primary-source-benchmark","methodology","Primary Source Benchmark","Study-specific code: primary-source-benchmark"
"primary-source-quote","methodology","Primary Source Quote","Study-specific code: primary-source-quote"
"primary-source-spec","methodology","Primary Source Spec","Study-specific code: primary-source-spec"
"primary-source-translation","methodology","Primary Source Translation","Study-specific code: primary-source-translation"
"primary-source-vendor","methodology","Primary Source Vendor","Study-specific code: primary-source-vendor"
"primary-survey","methodology","Primary Survey","Study-specific code: primary-survey"
"primary-vendor","entity_role","Primary Vendor","The vendor whose product is the subject of the study"
"primary-via-wsj-1993-01-18","methodology","Primary Via Wsj 1993 01 18","Study-specific code: primary-via-WSJ-1993-01-18"
"primary_drivers_europe","observation_type","Primary_Drivers_Europe","Study-specific code: primary_drivers_europe"
"primary_drivers_japan","observation_type","Primary_Drivers_Japan","Study-specific code: primary_drivers_japan"
"primary_drivers_us","observation_type","Primary_Drivers_Us","Study-specific code: primary_drivers_us"
"primer-text","methodology","Primer Text","Study-specific code: primer-text"
"process-record","observation_type","Process Record","Study-specific code: process-record"
"processor","tech_category","Processor","Central processing unit microchip executing computer program instructions"
"procurement","observation_type","Procurement","Study-specific code: procurement"
"procurement-behavior","observation_type","Procurement Behavior","Organizational purchasing decisions or patterns."
"product-analysis","methodology","Product Analysis","Study-specific code: product-analysis"
"product-announcement","methodology","Product Announcement","Study-specific code: product-announcement"
"product-comparison","methodology","Product Comparison","Side-by-side comparison of competing products"
"product-context","observation_type","Product Context","Contextual details about a product's positioning or presence"
"product-decision","methodology","Product Decision","Study-specific code: product-decision"
"product-demo","methodology_code","Product Demo","Findings based on direct product demonstration evaluation"
"product-description","obs_type","Product Description","Factual description of a product's features or capabilities"
"product-division","entity_type","Product Division","A business division focused on specific products"
"product-documentation","methodology","Product Documentation","Study-specific code: product-documentation"
"product-eval","methodology","Product Eval","Direct evaluation of vendor product capabilities"
"product-evaluation","observation_type","Product Evaluation","Analysis based on product feature assessment by Aberdeen analysts"
"product-fact","observation_type","Product Fact","Study-specific code: product-fact"
"product-feature","methodology_code","Product Feature","Methodology: Documented product feature from vendor materials"
"product-introduction","observation_type","Product Introduction","Study-specific code: product-introduction"
"product-launch","observation_type","Product Launch","Study-specific code: product-launch"
"product-module","obs_type","Product Module","Named functional module within a product suite"
"product-positioning","observation_type","Product Positioning","Study-specific code: product-positioning"
"product-profile","study_type","Product Profile","A detailed evaluation of a specific vendor's product, including features, competitive positioning, and buying recommendations"
"product-profiling","methodology","Product Profiling","In-depth examination of a specific product's features and positioning"
"product-reference","methodology","Product Reference","Study-specific code: product-reference"
"product-release","methodology","Product Release","Study-specific code: product-release"
"product-review","methodology_code","Product Review","Product capability assessment based on product evaluation"
"product-roadmap","observation_type","Product Roadmap","Study-specific code: product-roadmap"
"product-spec","observation_type","Product Specification","Technical specification or product capability detail"
"product-specification","methodology","Product Specification","Study-specific code: product-specification"
"product-testing","methodology_code","Product Testing","Hands-on evaluation of a specific product through direct use, installation, and functionality testing by the researcher"
"production","lifecycle","Production","Technology is in active production use."
"productivity","methodology","Productivity","Study-specific code: productivity"
"productivity-suite","tech_category","Productivity Suite","Bundled office application software for document creation and business tasks"
"profit","obs_type","Profit Data","Company financial profit figure"
"program-benefit","observation_type","Program Benefit","Articulated benefit of a program or initiative"
"project-assessment","observation_type","Project Assessment","Study-specific code: project-assessment"
"project-deliverable","observation_type","Project Deliverable","Study-specific code: project-deliverable"
"project-timeline","observation_type","Project Timeline","Study-specific code: project-timeline"
"protocol-support","obs_type","Protocol Support","Description of supported networking or communication protocols"
"ps2_lan_for_case","observation_type","Ps2_Lan_For_Case","Study-specific code: ps2_lan_for_case"
"psychometric-assessment","methodology","Psychometric Assessment","Study-specific code: psychometric-assessment"
"public-financials","methodology_code","Public Financials","Publicly available financial statements or SEC filings"
"public-health-data","methodology","Public Health Data","Study-specific code: public-health-data"
"public-record","methodology","Public Record","Fact verified from public records, press releases, or historical sources"
"public-statement","methodology","Public Statement","Study-specific code: public-statement"
"publication","observation_type","Publication","Study-specific code: publication"
"publication-metadata","methodology","Publication Metadata","Study-specific code: publication-metadata"
"publication-process","observation_type","Publication Process","Study-specific code: publication-process"
"publication-types","observation_type","Publication Types","Study-specific code: publication-types"
"published-data","methodology","Published Data","Study-specific code: published-data"
"publisher","role_in_study","Publisher","Organization responsible for distribution of the study"
"publishing-channels","observation_type","Publishing Channels","Study-specific code: publishing-channels"
"publishing-workflow","observation_type","Publishing Workflow","Study-specific code: publishing-workflow"
"purchase-intent","observation_type","Purchase Intent","Study-specific code: purchase-intent"
"qual","methodology_code","Qualitative Analysis","Expert judgment, interview-based findings, and qualitative interpretation of survey data and industry trends"
"qual-expert","methodology","Qualitative Expert Assessment","Observation derived from expert qualitative judgment, analyst opinion, or focus-group-informed estimates"
"qualitative","methodology","Qualitative","Study-specific code: qualitative"
"qualitative-analysis","methodology","Qualitative Analysis","Study-specific code: qualitative-analysis"
"qualitative-assessment","observation_type","Qualitative Assessment","Study-specific code: qualitative-assessment"
"qualitative-focus-group","methodology","Qualitative Focus Group","Study-specific code: qualitative-focus-group"
"qualitative-interviews","methodology","Qualitative Interviews","Study-specific code: qualitative-interviews"
"quality-standard","observation_type","Quality Standard","Study-specific code: quality-standard"
"quant-survey","methodology","Quantitative Survey","Observation derived from structured quantitative survey data or statistical analysis"
"quantitative-analysis","methodology","Quantitative Analysis","Study-specific code: quantitative-analysis"
"quantitative-survey","methodology","Quantitative Survey","Study-specific code: quantitative-survey"
"quantitative-tracking-2004-2006","methodology","Quantitative Tracking 2004 2006","Study-specific code: quantitative-tracking-2004-2006"
"queue-manager","domain","Queue Manager","Core Commercial Messaging component handling queues, connections between Queue Managers, and message routing across the enterprise network"
"ramp-interview","methodology","Ramp Interview","Study-specific code: ramp-interview"
"ramp-methodology","methodology","Ramp Methodology","Study-specific code: RAMP-methodology"
"ramp-survey-design","methodology","Ramp Survey Design","Study-specific code: ramp-survey-design"
"ranked-allocation","methodology","Ranked Allocation","Study-specific code: ranked-allocation"
"rdb_role","observation_type","Rdb_Role","Study-specific code: rdb_role"
"rebranded","entity_status","Rebranded","Company changed its name or was absorbed under a different brand"
"rec","methodology","Recommendation","Prescriptive recommendation from the study authors for enterprise strategy or process"
"recommendation","obs_type","Buying Recommendation","Advice to IS buyers on when or why to consider a product"
"red_dress_problem","observation_type","Red_Dress_Problem","Study-specific code: red_dress_problem"
"redundancy-framework","observation_type","Redundancy Framework","Study-specific code: redundancy-framework"
"refuted","confidence","Refuted","Contradicted by subsequent events or independent sources"
"reg","methodology","Regulatory/Legal","Information derived from legislation, regulation, or legal requirements"
"regulator-statistic","methodology","Regulator Statistic","Study-specific code: regulator-statistic"
"regulatory-action","methodology","Regulatory Action","Study-specific code: regulatory-action"
"regulatory-commentary","methodology","Regulatory Commentary","Study-specific code: regulatory-commentary"
"regulatory-disclosure","methodology","Regulatory Disclosure","Study-specific code: regulatory-disclosure"
"regulatory-framework","observation_type","Regulatory Framework","Study-specific code: regulatory-framework"
"regulatory-record","methodology","Regulatory Record","Study-specific code: regulatory-record"
"rel-001","relevance","high","Study addresses technologies or dynamics that are directly applicable to current practice or research questions"
"rel-002","relevance","medium","Study addresses technologies or dynamics with partial current applicability; significant historical context required to interpret"
"rel-003","relevance","low","Study addresses technologies or dynamics that are largely obsolete or superseded; primarily archival interest"
"relational-database-management","domain","Relational Database Management","Market domain covering relational database management systems (RDBMS) and related data management technologies"
"relationship","observation_type","Relationship","Study-specific code: relationship"
"renamed","entity_status","Renamed","Organization continues under different name"
"research-agenda","methodology","Research Agenda","Study-specific code: research-agenda"
"research-author","entity_role","Research Author","The organization that authored the study"
"research-design","methodology","Research Design","Study-specific code: research-design"
"research-firm","entity_type","Research Firm","Industry analyst and research organization"
"research-firm-finding","methodology","Research Firm Finding","Study-specific code: research-firm-finding"
"research-method","observation_type","Research Method","Study-specific code: research-method"
"research-methodology","observation_type","Research Methodology","Study-specific code: research-methodology"
"research-process","observation_type","Research Process","Study-specific code: research-process"
"research-publication","observation_type","Research Publication","Study-specific code: research-publication"
"resource-commitment","observation_type","Resource Commitment","Study-specific code: resource-commitment"
"resource-demand","observation_type","Resource Demand","Assessment of computing resource consumption trends."
"response_time_spec","observation_type","Response_Time_Spec","Study-specific code: response_time_spec"
"retro","methodology","Retrospective Validation","Post-hoc assessment of prediction accuracy performed during archival ingest, comparing study predictions to known outcomes"
"retrospective-analysis","methodology","Retrospective Analysis","Study-specific code: retrospective-analysis"
"retrospective-grading","methodology","Retrospective Grading","Study-specific code: retrospective-grading"
"revenue","obs_type","Revenue Data","Company financial revenue figure"
"revenue-benchmark","methodology","Revenue Benchmarking","Measurement and comparison of entity revenues against market total and peers; core methodology of Aberdeen's annual RISC/Unix survey"
"revenue-dependency","observation_type","Revenue Dependency","Study-specific code: revenue-dependency"
"revenue-estimate","observation_type","Revenue Estimate","Study-specific code: revenue-estimate"
"revenue-source","observation_type","Revenue Source","Study-specific code: revenue-source"
"risk-assessment","obs_type","Risk Assessment","Analyst evaluation of risks or challenges facing a company or product"
"roadmap","obs_type","Product Roadmap","Description of announced or upcoming product features"
"roi-finding","observation_type","Roi Finding","Study-specific code: roi-finding"
"role-definition","observation_type","Role Definition","Study-specific code: role-definition"
"sag_interoperability","observation_type","Sag_Interoperability","Study-specific code: sag_interoperability"
"sales-challenge","observation_type","Sales Challenge","Study-specific code: sales-challenge"
"sales-channel","obs_type","Sales Channel","Description of how a product is sold or distributed"
"sales-methodology","observation_type","Sales Methodology","Study-specific code: sales-methodology"
"scalability-claim","observation_type","Scalability Claim","Study-specific code: scalability-claim"
"scalability-improvements","methodology"," Scalability Improvements","Study-specific code:  scalability improvements"
"scd","data-warehousing","Slowly Changing Dimensions","Technique for tracking historical changes to dimension data in warehouses."
"scope-finding","observation_type","Scope Finding","Study-specific code: scope-finding"
"sec","strategy","Simplified Enterprise Computing","HP/Microsoft joint enterprise NT initiative announced March 1997."
"sec-filing","methodology","Sec Filing","Study-specific code: sec-filing"
"second-gen-cade","domain","Second-Generation CADE","Client-server application development environment with integrated Commercial Messaging, repository/directory, and application partitioning (e.g., Forte, Seer*HPS)"
"secondary-citation","methodology","Secondary Citation","Study-specific code: secondary-citation"
"secondary-data","methodology","Secondary Data","Study-specific code: secondary-data"
"secondary-source","methodology","Secondary Source","Study-specific code: secondary-source"
"secondary-via-stratus","methodology","Secondary Via Stratus","Study-specific code: secondary-via-stratus"
"secondary-via-wainhouse","methodology","Secondary Via Wainhouse","Study-specific code: secondary-via-Wainhouse"
"security-are-nos-strengths","methodology"," Security Are Nos Strengths","Study-specific code:  security are NOS strengths"
"security-assessment","observation_type","Security Assessment","Assessment of security vulnerabilities or threat landscape for specific technologies"
"security-feature","observation_type","Security Feature","Study-specific code: security-feature"
"self-report","methodology","Self Report","Study-specific code: self-report"
"self-reported","methodology","Self Reported","Study-specific code: self-reported"
"sell-side-forecast","methodology","Sell Side Forecast","Study-specific code: sell-side-forecast"
"seminar-event","observation_type","Seminar Event","Study-specific code: seminar-event"
"seminar_sponsorship","observation_type","Seminar_Sponsorship","Study-specific code: seminar_sponsorship"
"sensitivity-analysis","methodology","Sensitivity Analysis","Study-specific code: sensitivity-analysis"
"server-os","tech_category","Server Operating System","Operating system designed for server hardware and network service workloads"
"service-deliverables","observation_type","Service Deliverables","Study-specific code: service-deliverables"
"service-description","observation_type","Service Description","Study-specific code: service-description"
"service-model","observation_type","Service Model","Study-specific code: service-model"
"service-offering","observation_type","Service Offering","Study-specific code: service-offering"
"service-portfolio","observation_type","Service Portfolio","Study-specific code: service-portfolio"
"service-reference","observation_type","Service Reference","Study-specific code: service-reference"
"service-value","observation_type","Service Value","Study-specific code: service-value"
"services-list","observation_type","Services List","Study-specific code: services-list"
"sgi-irix","platform","Silicon Graphics IRIX","Silicon Graphics IRIX Unix (forthcoming in v2.6)"
"shareholder-claim","methodology","Shareholder Claim","Study-specific code: shareholder-claim"
"shareholder-proposal","methodology","Shareholder Proposal","Study-specific code: shareholder-proposal"
"si-partner","entity_type","Systems Integrator / Partner","Professional services or systems integration firm"
"six_tech_combinations","observation_type","Six_Tech_Combinations","Study-specific code: six_tech_combinations"
"sla-profile","observation_type","Sla Profile","Study-specific code: sla-profile"
"smart-contact-components","observation_type","Smart ContAct Components","Components of HP Smart ContAct program"
"smp","technology-category","Symmetric Multiprocessing","Multi-processor architecture with shared memory."
"snr_first_appearance","observation_type","Snr_First_Appearance","Study-specific code: snr_first_appearance"
"software-vendor","entity_type","Software Vendor","Company producing software products (databases; operating systems; middleware)"
"solaris","platform","Solaris","Sun Microsystems Solaris Unix"
"speaking-engagement","observation_type","Speaking Engagement","Study-specific code: speaking-engagement"
"spec-and-memo","methodology","Spec And Memo","Study-specific code: spec-and-memo"
"spec-discussion","methodology","Spec Discussion","Study-specific code: spec-discussion"
"spec-quotation","methodology","Spec Quotation","Study-specific code: spec-quotation"
"spec_ambiguity_warning","observation_type","Spec_Ambiguity_Warning","Study-specific code: spec_ambiguity_warning"
"specification","observation_type","Specification","Industry specification or standard."
"split","entity_status","Split","Entity was split into two or more successor organizations."
"sr","methodology_code","Secondary Research","Analysis based on publicly available information and secondary sources"
"standard","obs_type","Standards Compliance","Description of compliance with industry or de facto standards"
"standard-adoption","observation_type","Standard Adoption","Status of technology standard adoption"
"standard-definition","methodology","Standard Definition","Study-specific code: standard-definition"
"standards-alignment","observation_type","Standards Alignment","Study-specific code: standards-alignment"
"standards-body","entity_type","Standards Body","Industry consortium or organization developing technical standards"
"standards-insight","observation_type","Standards Insight","Study-specific code: standards-insight"
"statistical-analysis","methodology","Statistical Analysis","Quantitative analysis of survey data including frequency distributions, cross-tabulations, and trend analysis"
"storage-architecture","observation_type","Storage Architecture","Study-specific code: storage-architecture"
"storage-buying-framework","observation_type","Storage Buying Framework","Study-specific code: storage-buying-framework"
"storage-capacity","observation_type","Storage Capacity","Study-specific code: storage-capacity"
"storage-growth-projection","observation_type","Storage Growth Projection","Study-specific code: storage-growth-projection"
"storage-staffing","observation_type","Storage Staffing","Study-specific code: storage-staffing"
"storage-utilization","observation_type","Storage Utilization","Study-specific code: storage-utilization"
"store-and-forward","domain","Store-and-Forward","Messaging paradigm where data is stored at intermediate nodes until recipient is available; key to robust distributed computing"
"strategic-analogy","observation_type","Strategic Analogy","Study-specific code: strategic-analogy"
"strategic-assessment","observation_type","Strategic Assessment","Qualitative evaluation of a strategic position, capability, or initiative."
"strategic-claim","observation_type","Strategic Claim","Study-specific code: strategic-claim"
"strategic-decision","observation_type","Strategic Decision","Study-specific code: strategic-decision"
"strategic-direction","observation_type","Strategic Direction","Study-specific code: strategic-direction"
"strategic-finding","observation_type","Strategic Finding","Study-specific code: strategic-finding"
"strategic-frame","observation_type","Strategic Frame","Study-specific code: strategic-frame"
"strategic-framework","observation_type","Strategic Framework","Study-specific code: strategic-framework"
"strategic-framing","observation_type","Strategic Framing","Study-specific code: strategic-framing"
"strategic-imperative","observation_type","Strategic Imperative","Study-specific code: strategic-imperative"
"strategic-insight","observation_type","Strategic Insight","Study-specific code: strategic-insight"
"strategic-objective","observation_type","Strategic Objective","Study-specific code: strategic-objective"
"strategic-positioning","observation_type","Strategic Positioning","Study-specific code: strategic-positioning"
"strategic-priority","observation_type","Strategic Priority","Study-specific code: strategic-priority"
"strategic-question","observation_type","Strategic Question","Study-specific code: strategic-question"
"strategic-recommendation","observation_type","Strategic Recommendation","Advisory recommendation for a specific strategic action."
"strategy-assessment","observation_type","Strategy Assessment","Assessment of strategic approach or direction"
"strategy-classification","observation_type","Strategy Classification","Categorization of organizational approach within the Aberdeen Competitive Framework tiers (Laggard, Industry Norm, Best in Class)"
"strategy-observation","observation_type","Strategy Observation","Study-specific code: strategy-observation"
"strategy-recommendation","observation_type","Strategy Recommendation","Study-specific code: strategy-recommendation"
"stratus_120_estimate","observation_type","Stratus_120_Estimate","Study-specific code: stratus_120_estimate"
"stratus_encina_node","observation_type","Stratus_Encina_Node","Study-specific code: stratus_encina_node"
"stratus_journaling_cap","observation_type","Stratus_Journaling_Cap","Study-specific code: stratus_journaling_cap"
"study-design","observation_type","Study Design","Study-specific code: study-design"
"study-summary","observation_type","Study Summary","Study-specific code: study-summary"
"style_1_definition","observation_type","Style_1_Definition","Study-specific code: style_1_definition"
"style_3_recommended","observation_type","Style_3_Recommended","Study-specific code: style_3_recommended"
"style_3_routing","observation_type","Style_3_Routing","Study-specific code: style_3_routing"
"subject","role_in_study","Subject","Entity discussed in the study without specific leadership designation"
"subject-leader","role_in_study","Subject Leader","Entity identified as a market leader in the study"
"subsidiary","entity_type","Subsidiary","Corporate subsidiary organization"
"success-rate","observation_type","Success Rate","Study-specific code: success-rate"
"sunos","platform","SunOS","Sun Microsystems SunOS Unix"
"superseded","tech_lifecycle","Superseded","Technology replaced by alternative approaches; original largely unused"
"supplier-alliance-taxonomy","observation_type","Supplier Alliance Taxonomy","Study-specific code: supplier-alliance-taxonomy"
