LAYER A failures (by study)
  obs[aberdeen-1995-digital-objectbroker-OBS-027] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-028] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-029] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-030] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-031] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-032] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-033] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-034] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-035] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-036] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-037] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-038] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-039] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-040] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-041] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-042] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-043] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-044] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-045] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-046] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-047] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-048] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-049] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-050] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-1996] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-1997] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-1998] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-1999] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-2000] observation_type='actual-outcome' not in codes.csv

other-authors/aberdeen-1995-hp-customer-interaction-software
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-001] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-002] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-003] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-004] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-005] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-006] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-007] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-008] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-009] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-010] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-011] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-012] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-013] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-014] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-015] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-016] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-017] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-018] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-019] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-020] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-021] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-022] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-023] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-024] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-025] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-026] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-027] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-028] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-029] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-030] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-031] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-032] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-033] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-034] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-035] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-036] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-037] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-038] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-039] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-040] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-041] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-042] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-043] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-044] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-045] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-046] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-047] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-048] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-049] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-050] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-1996] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-1997] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-1998] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-1999] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-2000] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-2001] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-2002] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-hp-customer-interaction-software-OBS-2003] observation_type='actual-outcome' not in codes.csv

other-authors/aberdeen-1995-ibm-db2-common-server
  obs[aberdeen-1995-ibm-db2-common-server-OBS-036] entity_id='lotus-notes' not in entities.csv

other-authors/aberdeen-1995-limd-technology
  obs[aberdeen-1995-limd-technology-OBS-005] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-006] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-009] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-010] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-011] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-012] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-013] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-014] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-015] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-016] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-017] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-018] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-019] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-028] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-029] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-030] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-031] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-032] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-033] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-035] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-036] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-038] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-limd-technology-OBS-046] observation_type='benchmark-result' not in codes.csv

other-authors/aberdeen-1995-rdbms-cray-research-inc
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-001] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-002] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-003] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-004] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-005] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-006] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-007] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-008] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-009] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-010] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-011] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-012] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-013] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-014] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-015] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-016] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-017] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-018] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-019] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-020] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-021] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-022] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-023] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-024] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-025] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-026] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-027] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-rdbms-cray-research-inc-OBS-028] observation_type='expert-opinion' not in codes.csv

other-authors/aberdeen-1995-sun-microsystems-computer-company
  obs[aberdeen-1995-sun-microsystems-computer-company-OBS-006] observation_type='benchmark-result' not in codes.csv
  obs[aberdeen-1995-sun-microsystems-computer-company-OBS-022] observation_type='framework-factor' not in codes.csv

other-authors/aberdeen-1995-upgrading-isv-methodology-enterprise-application-development
  obs[aberdeen-1995-upgrading-isv-methodology-enterprise-application-development-OBS-015] observation_type='framework-factor' not in codes.csv

other-authors/aberdeen-1996-3com-reconciling-clientserver-development-internet
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-001] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-002] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-003] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-004] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-005] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-006] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-007] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-008] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-009] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-010] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-011] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-012] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-013] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-014] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-015] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-016] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-017] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-018] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-019] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-020] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-021] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-022] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-023] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-024] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-3com-reconciling-clientserver-development-internet-OBS-025] observation_type='expert-opinion' not in codes.csv

other-authors/aberdeen-1996-advanced-planning-engines-white-paper
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-001] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-002] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-003] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-004] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-005] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-006] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-007] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-008] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-009] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-010] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-011] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-012] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-013] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-014] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-015] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-016] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-017] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-018] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-019] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-020] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-021] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-022] observation_type='framework-factor' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-023] observation_type='framework-factor' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-024] observation_type='framework-factor' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-025] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-026] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-027] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-028] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-029] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-030] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-031] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-advanced-planning-engines-white-paper-OBS-032] observation_type='viability-prediction' not in codes.csv

other-authors/aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-001] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-002] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-003] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-004] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-005] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-006] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-007] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-008] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-009] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-010] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-011] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-012] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-013] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-014] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-015] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-016] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-017] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-018] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-019] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-020] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-021] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-022] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-023] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-024] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-025] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-026] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-027] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-028] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-029] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better-OBS-030] observation_type='market-data' not in codes.csv

other-authors/aberdeen-1996-as400-year-2000-ibm-leading-users
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-001] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-002] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-003] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-004] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-005] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-006] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-007] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-008] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-009] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-010] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-011] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-012] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-013] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-014] observation_type='framework-factor' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-015] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-016] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-017] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-018] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-019] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-020] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-021] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-022] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-023] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-024] observation_type='framework-factor' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-025] observation_type='framework-factor' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-026] observation_type='strategy-classification' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-027] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-028] observation_type='market-data' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-029] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1996-as400-year-2000-ibm-leading-users-OBS-030] observation_type='actual-outcome' not in codes.csv


LAYER B failures (by study)
==============================================================================

kastner-author/1996-electronic-commerce-25d31b
