"entity_id","study_id"
"immersion-technology-inc","wsj-mcwilliams-private-label-pcs-2002-05-bdab0a"
"inacom","kastner-ie-v-andersen-expert-report-3de98a"
"indian-motorcycle","oracle-wp-prod-6-a42b4b"
"indian-motorcycle","oracleroiwhitepaperprod-7-bcf73f"
"industryweek","ibmfinal1-3-720230"
"infiniband-trade-association","infiniband-and-beyond-computerworld-supp-200261"
"infiniband-trade-association","infiniband-data-center-wp-2002"
"infiniband-trade-association","intel-infiband-wp--edit-psk-5-22f-a2c551"
"infinium-software","erpv2p~1-b15573"
"inflow","08011974-195886"
"infonet-services","manage~1-b299e4"
"informatica","2001-aberdeen-group-recent-publications-psk-2be54d"
"informix","1997-oracle-designer-2000-3201a7"
"informix","1997-oracle-developer-2000-client-server-development-en-5f98ce"
"informix","aberdeen-1995-data-warehouse-olap"
"informix","aberdeen-1996-computer-telephony-integration"
"informix","aberdeen-1996-distributed-open-rdbms-buying-guide"
"informix","dbmspr~1-7c854e"
"informix","nti-6-rdbms-technology-48f4aa"
"informix","rdbms-for-ibm-powera~1-7a44be"
"informix","safeway-damages-report-draft-b502f4"
"informix","sap-sybase-face-off-f2612e"
"informix","volume-1-ch04-prime-computer-1979-1981"
"informix-corp","upgrades-boost-database-market-iweek-fol-f19804"
"informix-corporation","1997-ibm-information-integration-family--29351c"
"informix-corporation","aberdeen-1995-data-warehouse-olap"
"informix-corporation","cab199-1-2-0cb163"
"informix-software","1997-industry-matematik-international-co-c398bc"
"informix-software","1998-hp-high-availability-and-metadata-7d1276"
"informix-software","aberdeen-dops-distributed-open-prod-syst-cbae77"
"informix-software","aberdeen-dors-buying-guide-1996-web-5ee808"
"informix-software","datamation-informix-dsa-ad-aberdeen-cite-a9f18d"
"infoworld","seven-ways-to-prepare-for-the-economic-u-0a7d35"
"infoworld-magazine","infoworld-dell-sharpens-blade-attack-nee-f9cb9c"
"ingram-micro","kastner-ie-v-andersen-expert-report-3de98a"
"ingres","nti-5-development-toolsets-0e71c5"
"ingres","nti-6-rdbms-technology-48f4aa"
"inovant","inovant-ramp-interview-for-maxtor-projec-e7f75d"
"inslaw","volume-1-ch04-prime-computer-1979-1981"
"institutional-venture-partners","businessweek-stratus-launch-fail-safe-ba-82c028"
"intel","1992-tpc-benchmarks-vp-745fa1"
"intel","1997-microsoft-nt-scalability-day--the-e-6460e2"
"intel","1998-microsoft-windows-nt-5-0-a-planning-guide-cd9d08"
"intel","1998as400-1-146289"
"intel","2002-802-11a-b-wireless-comes-of-age-6a071d"
"intel","2002-amd-s-gigahertz-equiva-nexperienced-buyers-accept--6f6050"
"intel","2002-does-intel-s-decision-not-to-manufactur-iniband-si-0bd64b"
"intel","2002-hp-s-consumer-pc-business-will-shrink-psk-ef3cd5"
"intel","2002-performance-breakthroughs-the-benchmarking-fanatic-6d41fa"
"intel","2004-03-intelitaniummfewp11.doc-618d4a"
"intel","2005-fall-idf-schedule-b5e6c4"
"intel","2006-amd-ati-acquisition-cf19ff"
"intel","2010-intel-ia-continuum-wp-1-2-fc5653"
"intel","2010-intel-vpro-daily-globe-6f615e"
"intel","2026-kastner-core-arguments-framework-0b0c6b"
"intel","aberdeen-1996-dec-manageworks-22"
"intel","amd-profile01-64e43b"
"intel","andersen-report-cover-letter-to-weber-4-4d17ee"
"intel","dct-apple-powermac-g5-2003-06"
"intel","dct-dceit-observations-2002-06"
"intel","dct-dceit-practice-v6-2002"
"intel","dct-intel-processor-prices-2003-01"
"intel","dct-memoir-athlon-64-prescience-2003"
"intel","dct-memoir-ramp-vs-dct-prescience-2026"
"intel","dct-pc-replacement-insight1-2003-04"
"intel","dct-segment-priorities-matrix-2003"
"intel","dct-supplier-list-2002"
"intel","dct-traveling-with-centrino-2003-05"
"intel","dct-webinar-nov-2002"
"intel","dell-precision-workstations-3-581e89"
"intel","intel-2010-vpro-daily-globe-42697e"
"intel","intel-centrino-pk-8ecf9a"
"intel","intel-consumer-lt-10-5-03-580af7"
"intel","intel-dss99-42b2bc"
"intel","intel-ia2004-pk4-kc-edits-de9c37"
"intel","intel-idf-2005-spring-delegate-confirmat-0de810"
"intel","intel-idf-pk-notes-3-6666da"
"intel","intel-longlivedualcore-revised-5-fa8298"
"intel","intel-renewal1017-9-0d4419"
"intel","intelitaniummfewp1[1]-773ea2"
"intel","kastner-technology-breadth-memoir-2026"
"intel","marathon-d186ab"
"intel","nti-2-open-systems-1dd3af"
"intel","peter-kastner-10-bde195"
"intel","planningforemergingindustry-6-40decb"
"intel","server-benchmarks-2007-sept-7-862cf0"
"intel","topic-semiconductor-practice-definition-2002"
"intel","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"intel-capital","2005-fall-idf-schedule-b5e6c4"
"intel-corp","aberdeen-impact-desktop-pc-sirens-1998-14b40c"
"intel-corp","bapco-sysmark-2012-benchmark-post-a40084"
"intel-corp","cnet-shankland-ibm-itanium-x450-2003-c91608"
"intel-corp","informationweek-videoconferencing-boost--b62ff4"
"intel-corp","intel-pulse-check-ia-continuum-2013-3a693f"
"intel-corp","intel-quad-core-outlook-newsfactor-garre-c32252"
"intel-corp","internetnews-will-sars-infect-high-tech--8569ea"
"intel-corp","kastner-jrl-trends-1999-pk-responses-f4c5a4"
"intel-corp","kastner-letter-to-craig-barrett-intel-2008-1ea221"
"intel-corp","marketwatch-weeks-top-apr17-2003-intel-k-429978"
"intel-corp","otellini-intel-techpinions-2013-917213"
"intel-corp","otellini-preview-how-it-changed-2013-604cfb"
"intel-corp","otellini-preview-on-the-impact-2013-a50192"
"intel-corp","purchasing-mag-high-tech-supply-chains-2-fc2a91"
"intel-corp","tighten-disease-tracking-sars-latimes-20-0568b4"
"intel-corp","youtube-channelintel-anti-theft-tech-200-73a093"
"intel-corp","youtube-kastner-intel-vpro-tco-2008-cb1733"
"intel-corporation","2026-kastner-enterprise-ai-arc"
"intel-corporation","2026-kastner-intel-longitudinal-776f7e"
"intel-corporation","linuxplanet-reports-opteron-s-first-year-40c423"
"intel-corporation","networ~1-96462b"
"intel-corporation","ntserv~1-56bd94"
"intel-corporation","omnibox97-53bcfe"
"intel-corporation","power-macs-won-t-hit-3ghz-this-year-anal-73ad0f"
"intel-corporation","rbj-pc-reseller-slump-psk-2002-07-05-9cb170"
"intel-corporation","remarks-of-peter-kastner-to-the-massachu-96335b"
"intel-corporation","sars-high-tech-monday-update-monday-apri-ac0cb5"
"intel-corporation","sars-puts-an-end-to-business-as-usual-in-6b0471"
"intel-corporation","sars-wirft-schatten-uber-elektronische-b-bf33b6"
"intel-corporation","small-business-intel-targets-smbs-with-r-2cd3ec"
"intel-corporation","supreme-court-orders-intel-documents-rel-e6e110"
"intel-corporation","tech-investor-is-sars-sickening-tech-apr-850937"
"intel-corporation","techno-news-blog-6-713812"
"intel-corporation","technology-news-future-tech-microsoft-la-625f49"
"intel-corporation","technology-news-hardware-amd-s-opteron-a-ecf5a9"
"intel-corporation","technology-news-hardware-intel-ships-gra-47f656"
"intel-corporation","technology-news-hardware-intel-unveils-l-1f420a"
"intel-corporation","technology-news-hardware-intel-updates-i-a018d7"
"intel-corporation","technology-news-hardware-samsung-unveils-e689dd"
"intel-corporation","trends99-18726b"
"intel-corporation","usatoday-kessler-itanium-mckinley-kastne-77362b"
"intel-corporation","usatoday-maney-pentium-fdiv-kastner-1994-13a035"
"intel-corporation","wsj-mcwilliams-private-label-pcs-2002-05-bdab0a"
"intelligent-electronics","kastner-ie-v-andersen-expert-report-3de98a"
"intelligent-electronics","psk-litigation-b452e6"
"intelligent-electronics","volume-1-ch09-expert-witness-technology-on-trial-1992-2015"
"interbiz-solutions","ca-interbiz-bizworks-profile-054f3c"
"intercontinental-hotels","volume-1-ch01-waiting-for-automation-1960-1969"
"intergraph-computer","workst~1-d22401"
"interliant","1997-the-business-value-of-applications-hosting-e92e09"
"international-resource-development","computerworld-fault-tolerant-market-1987-fc3dca"
"internet-home-alliance","iha-full-report---draft-jul-28-41de81"
"internet-security-systems","aberdeen-1996-iss-internet-security-systems"
"internet-security-systems","vulnerability-assessment-empowering-is-754d9a"
"internet-shopping-network","1998-internet-sales-report-4cde3f"
"internetnews-com","supreme-court-orders-intel-documents-rel-e6e110"
"internetweek-magazine","techno-news-blog-6-713812"
"intersil","2002-802-11a-b-wireless-comes-of-age-6a071d"
"intersolv","1998-y2k-report-f512fb"
"intersolv","develo~1-d25652"
"intersolv-inc","aberdeen-1995-intersolv-virtual-data-warehouse"
"intertrust","1999-digitalcash-the-dash-to-digital-cash-enabling-inte-23732b"
"interworld-technology","1997-commerce-exchange-pvp-250db8"
"ipmi-forum","planningforemergingindustry-6-40decb"
"ipsilon-networks","1997-cabletron-and-ipsilon--linking-secu-adba48"
"iq-software","aberdeen-1996-iq-software-www-reporting"
"isaac-ro","dct-webinar-announcement-2002-11"
"isaac-ro","microsoft-s-future-paths-6-f86f30"
"isaac-ro","watchit-psk-aberdeen-cro-presenter-2002--5843bc"
"isoft-group","ra-soa-2007-97c147"
"isoft-group","soa-web-services-2007-c3297b"
"isource-business","ibmfinal1-3-720230"
"isv-community","aberdeen-1996-ibm-aix-4-not-your-fathers-325"
"it-organizations","2002-it-purchasing-the-view-from-the-end-of-the-tunnel--f63cde"
"it-suppliers","2002-it-purchasing-the-view-from-the-end-of-the-tunnel--f63cde"
"itko","ra-soa-2007-97c147"
"ixos-software","sequent-sap-sequen~1-7f70e4"
"j-d-edwards","erppsp~1-31f088"
"j-d-edwards","erpv2p~1-b15573"
"j-m-andrade","aberdeen-open-online-transaction-process-ea272f"
"jack-maynard","aberdeen-practice-definitions-compendium-2000-b7a001"
"jack-smith-dec","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"jackson-shaw","microsoft-s-future-paths-6-f86f30"
"jackson-shaw","watchit-psk-aberdeen-cro-presenter-2002--5843bc"
"james-gruener","aberdeen-practice-definitions-compendium-2000-b7a001"
"james-lees","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"james-osterhoff","boston-globe-dec-steul-cfo-resigns-1994-4013c6"
"jamie-bedard","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"jay-erikson","07-pools-of-storage-functional-spec-597fa5"
"jba-international","ie-appendix-jones-wms-memo-2e5d6c"
"jd-edwards","2003-the-new-peoplesoft-long-term-strategy-near-term-be-5cb14f"
"jd-edwards","aberdeen-1997-lawson-insight-process-orientation-business-management"
"jd-edwards","decision-maker-erp-services-805ce8"
"jd-edwards","sap-r-3-on-wintel-servers-712986"
"jd-edwards","utilit~1-0596b5"
"jim-gray","dec-notes-tp1-debit-credit-thread-1987-1-5815dc"
"jim-gray","tandem-tr-85-2-debitcredit-1985-ca207a"
"jim-hurley","aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001"
"jim-hurley","intel-consumer-lt-10-5-03-580af7"
"joe-eschbach","dct-adobe-company-snapshot-2002"
"joe-wetz","respiratory-illness-could-restrict-i.t.--c3c523"
"john-cullinane","on-computers-tips-40th-anniversary-of-th-ee9cc5"
"john-cullinane","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"john-cullinane","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"john-cunningham","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"john-d-porter-asu","data-warehouse-2-years-later-cause-1994-721bb1"
"john-fletcher","2001-fletcher-spaght-3bb872"
"john-logan","aberdeen-company-profile-post-kastner-b01a12"
"john-logan","volume-1-about-the-author"
"john-logan","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"john-logan","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"john-morgridge","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1"
"john-morgridge","volume-1-appendix-career-timeline"
"john-morgridge","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"john-morrell-idc","datamation-informix-dsa-ad-aberdeen-cite-a9f18d"
"john-morse","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"john-o-dunkle","aberdeen-press-advisory-kastner-appointm-efd58c"
"john-p-morgridge","stratus-corporate-overview-1982-11-a7e367"
"john-pryke","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"john-r-logan","1997-microsoft--the-joker-of-enterprise--158636"
"john-r-logan","aberdeen-open-online-transaction-process-ea272f"
"john-r-logan","aberdeen-trends-90s-logan-1991-648c68"
"john-r-logan","wsj-digital-challenges-ibm-tests-bulkele-e2e227"
"john-r-logan-aberdeen","aberdeen-press-advisory-kastner-appointm-efd58c"
"john-r-logan-aberdeen","volume-1-ch07-founding-aberdeen-1988-1997"
"john-thomas-parsons","informationweek-tablet-pc-microsoft-kast-72320d"
"john-warnock","dct-adobe-company-snapshot-2002"
"john-zhang-wharton","rebate-check-recordonline-van-vlack-d7d600"
"jon-van-vlack","rebate-check-recordonline-van-vlack-d7d600"
"joseph-weizenbaum","volume-1-ch10-the-long-view-1966-2026"
"joyce-becknell","aberdeen-practice-definitions-compendium-2000-b7a001"
"jp-morgan-chase","it-budget-realities-benchmark-1b1313"
"judith-rosall","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"jupiter-research","tech-forecasts-idc-keeps-score-114e08"
"justin-rattner","peter-kastner-10-bde195"
"kaiser-permanente","kaiser-permanente-ramp-interview-for-max-8e4033"
"kana-communications","1999-managing-customers-with-next-generation-software-a-a5adc4"
"karen-moser","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"karen-regis","peter-kastner-10-bde195"
"kastner-family-restaurant","volume-1-ch01-waiting-for-automation-1960-1969"
"kastner-it-research-archive","2026-kastner-top-100-economic-calls-2a98a7"
"kate-kastner","adl-commercial-engagements-kastner-1972-1979-b8b001"
"kate-morgridge","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"kay-hart","hp-compaq-blackmore-7-7f30a3"
"keane-inc","ie-appendix-lane-qa-research-e594cb"
"ken-fisher","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"ken-fisher","volume-1-ch04-prime-computer-1979-1981"
"ken-olsen","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"ken-olsen","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"kenneth-h-olsen","boston-globe-dec-steul-cfo-resigns-1994-4013c6"
"kent-allen","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"kerry-obrien-ftc","great-rebate-debate-smartmoney-grant-80650c"
"kfc","volume-1-ch01-waiting-for-automation-1960-1969"
"kings-county-board-education","computer-dating-1960s-businessinsider-gr-2b9490"
"kirk-skaugen","peter-kastner-10-bde195"
"kleiner-perkins","linuxcare-ab95f6"
"kleiner-perkins","linuxcare-profile-1999"
"kmart","1998-information-technology-in-the-retail-sector-the-in-33dc54"
"kpmg","erppsp~1-31f088"
"kpmg-consulting","1999-crm-professional-services-rpt-96bf13"
"kpmg-consulting","2000-kpmg-creating-a-successful-dot-com-the-devil-is-in-9dea24"
"kpmg-consulting","ie-appendix-lane-qa-research-e594cb"
"la-times","tighten-disease-tracking-sars-latimes-20-0568b4"
"lance-travis","sia-compaq-vows-support-himalaya-post-hp-21421a"
"land-o-lakes-inc","aberdeen-managing-is-amidst-it-chaos-lan-05ea75"
"lansa-corporation","lansa-composer-powerpoint-9f4257"
"lara-abrams","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"large-insurer-customer","platinum-riskadvisor-ec30de"
"larry-ellison","2002-a-kinder-gentler-larry-ellison-oracle-presents-new-cb69fb"
"larry-ellison","2026-kastner-oracle-longitudinal"
"larry-ellison","oracle-and-dell-take-aim-at-midsize-busi-770ea6"
"larry-ellison","peoplesoft-bid-mirrors-lofty-goals-of-or-6be2ec"
"larry-roberts-investment","ee-times-stratus-tandem-fault-tolerant-1-42f6c7"
"laura-didio-yankee","technology-news-international-microsoft--a2f127"
"lawrence-genovesi","boston-globe-mit-enterprise-forum-kastne-2a3462"
"lawson-software","aberdeen-1996-lawson-software-desktop-workflow"
"lawson-software","aberdeen-1997-lawson-insight-process-orientation-business-management"
"leaa","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"legato","storag~1-262bc7"
"legato-systems","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca"
"legato-systems","1997-industry-matematik-international-co-c398bc"
"legend-holdings","dct-personal-it-forecast-research-2001"
"lenovo","2010-intel-vpro-daily-globe-6f615e"
"lenovo","intel-2010-vpro-daily-globe-42697e"
"leo-fleck","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"leonard-tenner","wsj-tech-watching-analyst-industry-1998-002531"
"limelight-networks","mirror-image-profile-v2-050404-97e2a6"
"linda-sanford","ibm-major-account-plan-8-cc6400"
"link-software","aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001"
"linuxcare","linuxcare-ab95f6"
"linuxcare","linuxcare-profile-1999"
"lionel-singer","volume-1-ch04-prime-computer-1979-1981"
"logica-north-america-inc","aberdeen-1995-digital-objectbroker"
"logiclibrary","aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001"
"longview-solutions","aberdeen-1996-khalix-financial-awareness-competitive-advantage"
"lorie-wigle","peter-kastner-10-bde195"
"lotus","aberdeen-1995-commercial-messaging"
"lotus-development","1999-e-learning-in-the-enterprise-psk-d0fc8a"
"lotus-development","nti-12-client-server-goals-1993-15a519"
"lotus-development-corporation","1997-commercial-risc-unix-1996-mvp-711569"
"lotus-development-corporation","1997-data-integration-management-in-hete-de2429"
"lotus-development-corporation","1997-digital-equipment-corporation-pr-c375a8"
"lotus-development-corporation","1997-ibm-extended-transaction-systems-fa-0369fa"
"lotus-development-corporation","1998-hp-high-availability-and-metadata-7d1276"
"lotus-development-corporation","2003-dell-ars-white-paper-53d13d"
"lotus-development-corporation","2003-intel-consumer-lt-10-5-8c346e"
"lotus-development-corporation","aberdeen-1995-digital-linkworks"
"lotus-notes","aberdeen-1995-ibm-db2-common-server"
"lucent-netcare","1998-network-integration-services-report-f75108"
"lucent-tech","tech-s-best-hope-pockets-of-prosperity-2-17d6cf"
"lucent-technologies","aberdeen-1997-aberdeen-group-impacts"
"lucent-technologies","omnibox97-53bcfe"
"lucent-technologies","teleco~1-c01702"
"luftforsvarets-forsyningskommando","ncr-norge-open-oltp-rdbms-seminar-1992-0-7f5414"
"lynn-brenton","informationweek-tablet-pc-microsoft-kast-72320d"
"macromedia","06-aberdeen-after-action-showandtell-95c6d9"
"macromedia","1999-e-learning-in-the-enterprise-psk-d0fc8a"
"madge-networks","aberdeen-1996-mitels-nevadanetworked-voice-data-speeding-toward"
"management-information-corp","stratus-et1-tp1-tandem-dossier-1986-26871a"
"manhattan-associates","ie-appendix-jones-wms-memo-2e5d6c"
"marathon-technologies","1992-tpc-benchmarks-vp-745fa1"
"marathon-technologies","1997-marathon's-endurance-4000--imp-psk-f83368"
"marathon-technologies","1998as400-1-146289"
"marathon-technologies","2002-webex--taking-conferencing-to-the-summit-05f195"
"marathon-technologies","marathon-d186ab"
"marathon-technologies","marathon-technologies-demonstrates-99-99-99a38e"
"marc-benioff","salesforce.com-s-apex-code-good-idea-or--29f809"
"marc-breissinger-webmethods","esb-soa-fabric-webmethods-techtarget-see-83b233"
"marcam-solutions","aberdeen-1997-aberdeen-group-impacts"
"marcam-solutions","erpv2p~1-b15573"
"margie-koenig","aas-launch-package-aug-2001-b4a001"
"marine-midland-bank","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"marine-midland-bank","volume-1-appendix-career-timeline"
"marine-midland-bank","volume-1-ch02-physics-of-the-machine-1969-1972"
"mark-hurd","on-computers-tips-good-news-for-ncr-dell-1943c5"
"mark-hurd","server-deal-turns-rivals-into-allies-seq-bdc3af"
"mark-margevicius","moore-s-law-true-but-irrelevant-internet-661e40"
"mark-salamasick","pc-management-best-practices-page-2-5-962daf"
"mark-salamasick","topic-iia-pc-management-best-practices-2003-10"
"mark-templeton","sun-sentinel-citrix-templeton-staying-20-b645c7"
"marketwatch-inc","sun-micro-slammed-as-quarterly-report-di-e9ee61"
"marketwatch-inc","sun-shares-tumble-in-pre-market-trading--000d37"
"marriott","volume-1-ch01-waiting-for-automation-1960-1969"
"marsha-haugen","wsj-tech-watching-analyst-industry-1998-002531"
"martin-annis","adl-ase-asep-two-way-power-communications-1979-b8c001"
"martin-annis","minicomputer-news-ase-asep-1979-2b5327"
"martin-reynolds-gartner","technology-news-future-tech-microsoft-la-625f49"
"martin-reynolds-gartner","technology-news-hardware-sun-unveils-ult-4a76bb"
"martin-wolf","processor-editorial-article-one-powerhou-aa3f6c"
"marvin-minsky","volume-1-ch10-the-long-view-1966-2026"
"mary-ellen-holland","adl-commercial-engagements-kastner-1972-1979-b8b001"
"mass-mutual","adl-commercial-engagements-kastner-1972-1979-b8b001"
"mastercard","1999-digitalcash-the-dash-to-digital-cash-enabling-inte-23732b"
"match-com","computer-dating-1960s-businessinsider-gr-2b9490"
"maxtor","01-difranco-report-on-aberdeen-group-res-444a19"
"maxtor","02-sow-final-62f56d"
"maxtor","03-contract-pools-of-storage-phase2-a47fd3"
"maxtor","06-aberdeen-after-action-showandtell-95c6d9"
"maxtor","08-phase2-project-kickoff-2ea711"
"maxtor","09-maxtor-workshop-prep-guide-a218dc"
"maxtor","10-maxtor-workshop-02-09-eod-53f22b"
"maxtor","17-maxtor-tool-decision-components-d9c2fb"
"maxtor","19-maxline-data-timeline-slide-6e6572"
"maxtor-corporation","aberdeenmaxtortooldemo-03-2-5a8f38"
"maxtor-corporation","contract-aberdeen-engaglementltr-rev1-02-d5e80a"
"maxtor-corporation","hostingtech-apple-xserve-asia-zieger-200-052af6"
"maxtor-corporation","maxtor-engagement-letter-nov2003"
"maxtor-corporation","maxtor-flash-demo-2003"
"maxtor-corporation","maxtor-midline-evaluation-a8d823"
"maxtor-corporation","maxtor-survey-report-5-20c-0f458e"
"mcafee","aberdeen-1996-dec-manageworks-22"
"mci-systemhouse","1998-network-integration-services-report-f75108"
"mckinsey","kastner-ie-v-andersen-expert-report-3de98a"
"medion","dct-access-pc-deals-2002-2003"
"meditech","health~1-056358"
"mellanox-technologies","2002-does-intel-s-decision-not-to-manufactur-iniband-si-0bd64b"
"mercury-interactive","aberdeen-1996-sqa-suite-50-automated-testing"
"mercury-interactive","develo~1-d25652"
"mercury-interactive","hp-can-boost-soa-offerings-with-acquisit-48e07e"
"mercury-interactive","hp-mercury-soa-2006-pdf-80785e"
"mercury-interactive","qacenter-automated-software-quality-from-start-to--b7003b"
"mercury-research","technology-news-hardware-intel-unveils-l-1f420a"
"meridian-data","snap-appliances-snapshot-10-15pk-f183fe"
"merrill-lynch","aberdeen-1995-limd-technology"
"merrill-lynch","dct-personal-it-forecast-research-2001"
"merrill-lynch","tech-s-best-hope-pockets-of-prosperity-2-17d6cf"
"mervyns","sequent-s-numa-q-2000-solutions-77a77c"
"meta-group","aberdeen-training-day-1-522863"
"meta-group","technology-news-trends-desktop-pcs-decli-7993aa"
"meta-group","wsj-tech-watching-analyst-industry-1998-002531"
"metamatrix","aberdeen-eii-2003-ea3f1a"
"mfs-communications","aberdeen-1996-vpns-business-mfs-success-strategy"
"mfs-data-services","aberdeen-1996-vpns-business-mfs-success-strategy"
"mfs-intelenet","aberdeen-1996-vpns-business-mfs-success-strategy"
"mfs-network-technologies","aberdeen-1996-vpns-business-mfs-success-strategy"
"mi6","volume-1-ch04-prime-computer-1979-1981"
"miami-dade-county","ca-jasmine-ii-brochure-kastner-endorseme-6588be"
"michael-bloomberg-person","datamation-informix-dsa-ad-aberdeen-cite-a9f18d"
"michael-capellas","2001-hp-cpq-merger-collection-edbca1"
"michael-capellas","2002-the-new-hp-stands-up-to-be-counted-psk-35453a"
"michael-dell","oracle-and-dell-take-aim-at-midsize-busi-770ea6"
"michael-gartenberg","power-macs-won-t-hit-3ghz-this-year-anal-73ad0f"
"michael-gartenberg-analyst","tech-investor-instant-messaging-goes-cor-1a14c2"
"michael-porter","oracle-middleware-fragment-5-d3d774"
"michael-porter","oracle-wp-prod-6-a42b4b"
"michael-porter","oracleroiwhitepaperprod-7-bcf73f"
"michael-slater-mpr","usatoday-maney-pentium-fdiv-kastner-1994-13a035"
"michael-witteman-intel","informationweek-videoconferencing-boost--b62ff4"
"micro-focus","1998-y2k-report-f512fb"
"microage","kastner-ie-v-andersen-expert-report-3de98a"
"microchip-tech","tech-investor-is-sars-sickening-tech-apr-850937"
"microfocus","2004-03-intelitaniummfewp11.doc-618d4a"
"microsoft","1997-dec-linkworks-webworker---an-object-db2d2a"
"microsoft","1997-marathon's-endurance-4000--imp-psk-f83368"
"microsoft","1997-microsoft--the-joker-of-enterprise--158636"
"microsoft","1997-microsoft-nt-scalability-day--the-e-6460e2"
"microsoft","1997-oracle-data-mart-suite-for-nt-926845"
"microsoft","1997-oracle-designer-2000-3201a7"
"microsoft","1997-oracle-developer-2000-client-server-development-en-5f98ce"
"microsoft","1997-tandem-s-nonstop-software-enterprise-clustering-fo-815776"
"microsoft","1998-hp-high-availability-and-metadata-7d1276"
"microsoft","1998-microsoft-nt-windows-2000-multi-user-computing-5f91e4"
"microsoft","1998-microsoft-windows-nt-5-0-a-planning-guide-cd9d08"
"microsoft","1998-nt-professional-services-buying-guide-1998-edition-14e452"
"microsoft","1998-pc-impact-and-metadata-e2a169"
"microsoft","1998as400-1-146289"
"microsoft","1999pr~2-cd0049"
"microsoft","2000-is-windows-nt-windows-2000-enterprise-ready-91f2cb"
"microsoft","2000-linux-multi-client-study-29e6cf"
"microsoft","2001-aberdeen-group-recent-publications-psk-2be54d"
"microsoft","2001-pdas-in-the-enterprise-analyzing-supplier-viabilit-b2c1d0"
"microsoft","2001-unisys-benchmark-gorilla-sets-new-sap-and-intel-ba-19cf5a"
"microsoft","2001-upgrading-to-windows-xp-a-long-and-winding-road-ps-81e090"
"microsoft","2001-winning-the-enterprise-pocket-pc-will-he-pervasive-7686b2"
"microsoft","2002-beyond-windows-8-way-servers-why-businesses-are-de-6828b2"
"microsoft","2002-it-spending-shows-encouraging-signs-0d61cd"
"microsoft","2002-open-source-and-linux-2002-poster-children-for-sec-587674"
"microsoft","2002-second-generation-pdas-it-s-high-time-for-wireless-c6563f"
"microsoft","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18"
"microsoft","2003-dell-ars-white-paper-53d13d"
"microsoft","2004-03-intelitaniummfewp11.doc-618d4a"
"microsoft","2006-amd-ati-acquisition-cf19ff"
"microsoft","2010-intel-vpro-daily-globe-6f615e"
"microsoft","aberdeen-1995-commercial-messaging"
"microsoft","aberdeen-1996-debunking-ntsmp-scalability-myth"
"microsoft","aberdeen-1996-digital-debunks-ntsmp-scalability-myth"
"microsoft","aberdeen-1996-digital-leading-nt-across-enterprise-charge"
"microsoft","aberdeen-1996-distributed-open-rdbms-buying-guide"
"microsoft","aberdeen-1996-evaluating-system36-migration-strategies"
"microsoft","aberdeen-1996-flexiinternational-software-financial-acumen-technology"
"microsoft","aberdeen-1996-ibm-as400-vs-microsoft-nt-server"
"microsoft","aberdeen-1996-ibm-os2-warp-server"
"microsoft","aberdeen-1996-microsoft-windows-nt-server-40"
"microsoft","aberdeen-1996-moving-effectively-next-gen-client-server"
"microsoft","aberdeen-1996-ncr-fail-safe-enterprise-nt"
"microsoft","aberdeen-1996-object-oriented-three-tier-plus-computing"
"microsoft","aberdeen-1996-open-market-web-based-commerce"
"microsoft","aberdeen-1996-oracle-network-computing-architecture"
"microsoft","aberdeen-1996-progress-software-webspeed-internet"
"microsoft","aberdeen-1996-risc-unix-market"
"microsoft","aberdeen-1996-tandem-vision-21st-century-electronic-business"
"microsoft","aberdeen-1997-as400-nt-server-ibm-microsoft-working-together"
"microsoft","aberdeen-impact-desktop-pc-sirens-1998-14b40c"
"microsoft","charles-t-casale-influence-cdfb3f"
